"primaryKey","teamId","gameId","gameDate","matchup","result","wins","losses","winPercentage","minutes","fieldGoalsMade","fieldGoalAttempts","fieldGoalPercentage","threePointFieldGoalsMade","threePointFieldGoalAttempts","threePointFieldGoalPercentage","freeThrowsMade","freeThrowAttempts","freeThrowPercentage","offensiveRebounds","defensiveRebounds","totalRebounds","assists","steals","blocks","turnovers","personalFouls","points","season","dt"
"1610612743_0021700633","1610612743","0021700633","JAN 13, 2018","DEN @ SAS","L","22","21","0.512","240.0","29","83","0.349","7","28","0.25","15","11","0.882","11","30","41","18","9","4","15","16","80","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700651","1610612743","0021700651","JAN 16, 2018","DEN vs. DAL","W","23","21","0.523","240.0","40","86","0.465","8","26","0.308","17","15","0.654","15","32","47","23","10","3","18","23","105","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700662","1610612743","0021700662","JAN 17, 2018","DEN @ LAC","L","23","22","0.511","240.0","42","97","0.433","5","25","0.2","15","20","0.833","20","34","54","23","13","7","19","25","104","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700671","1610612743","0021700671","JAN 19, 2018","DEN vs. PHX","L","23","23","0.5","240.0","35","78","0.449","14","36","0.389","16","7","0.762","7","35","42","23","7","5","16","20","100","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700694","1610612743","0021700694","JAN 22, 2018","DEN vs. POR","W","24","23","0.511","240.0","34","83","0.41","10","30","0.333","26","14","0.788","14","35","49","23","7","8","15","20","104","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700712","1610612743","0021700712","JAN 25, 2018","DEN vs. NYK","W","25","23","0.521","240.0","48","80","0.6","14","28","0.5","20","2","0.833","2","30","32","36","3","2","13","20","130","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700730","1610612743","0021700730","JAN 27, 2018","DEN vs. DAL","W","26","23","0.531","240.0","34","81","0.42","12","33","0.364","11","9","0.733","9","44","53","23","6","8","14","21","91","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700743","1610612743","0021700743","JAN 29, 2018","DEN vs. BOS","L","26","24","0.52","240.0","42","93","0.452","10","33","0.303","16","15","0.762","15","32","47","31","4","3","10","14","110","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700750","1610612743","0021700750","JAN 30, 2018","DEN @ SAS","L","26","25","0.51","240.0","40","86","0.465","10","23","0.435","14","10","1.0","10","28","38","22","11","6","13","14","104","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700765","1610612743","0021700765","FEB 01, 2018","DEN vs. OKC","W","27","25","0.519","240.0","50","97","0.515","15","38","0.395","12","9","0.706","9","34","43","32","3","10","11","17","127","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700782","1610612743","0021700782","FEB 03, 2018","DEN vs. GSW","W","28","25","0.528","240.0","39","91","0.429","12","29","0.414","25","16","0.862","16","32","48","28","7","0","15","17","115","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700794","1610612743","0021700794","FEB 05, 2018","DEN vs. CHA","W","29","25","0.537","240.0","46","81","0.568","18","34","0.529","11","5","0.846","5","36","41","30","10","2","11","15","121","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700823","1610612743","0021700823","FEB 09, 2018","DEN @ HOU","L","29","26","0.527","240.0","42","88","0.477","3","28","0.107","17","7","0.81","7","32","39","25","7","2","10","20","104","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700832","1610612743","0021700832","FEB 10, 2018","DEN @ PHX","W","30","26","0.536","240.0","45","88","0.511","13","29","0.448","20","6","0.909","6","31","37","20","10","5","13","23","123","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700852","1610612743","0021700852","FEB 13, 2018","DEN vs. SAS","W","31","26","0.544","240.0","46","93","0.495","10","32","0.313","15","11","0.833","11","24","35","29","10","3","11","18","117","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700865","1610612743","0021700865","FEB 15, 2018","DEN @ MIL","W","32","26","0.552","240.0","47","85","0.553","24","40","0.6","16","8","0.8","8","26","34","37","9","6","18","23","134","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700880","1610612743","0021700880","FEB 23, 2018","DEN vs. SAS","W","33","26","0.559","240.0","48","97","0.495","12","32","0.375","14","18","0.737","18","34","52","33","5","3","11","27","122","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700896","1610612743","0021700896","FEB 25, 2018","DEN vs. HOU","L","33","27","0.55","240.0","44","91","0.484","10","29","0.345","16","12","0.667","12","24","36","33","13","6","13","27","114","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700912","1610612743","0021700912","FEB 27, 2018","DEN vs. LAC","L","33","28","0.541","240.0","43","87","0.494","10","31","0.323","24","11","0.8","11","30","41","27","11","7","20","27","120","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700931","1610612743","0021700931","MAR 02, 2018","DEN @ MEM","W","34","28","0.548","240.0","40","73","0.548","6","22","0.273","22","6","0.846","6","31","37","18","17","3","22","22","108","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700937","1610612743","0021700937","MAR 03, 2018","DEN @ CLE","W","35","28","0.556","240.0","47","86","0.547","19","35","0.543","13","6","0.867","6","29","35","35","4","3","9","19","126","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700961","1610612743","0021700961","MAR 06, 2018","DEN @ DAL","L","35","29","0.547","240.0","38","92","0.413","11","36","0.306","20","11","0.769","11","38","49","23","5","8","14","16","107","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700970","1610612743","0021700970","MAR 07, 2018","DEN vs. CLE","L","35","30","0.538","240.0","42","86","0.488","10","27","0.37","14","14","0.778","14","37","51","22","7","2","21","16","108","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700983","1610612743","0021700983","MAR 09, 2018","DEN vs. LAL","W","36","30","0.545","240.0","42","83","0.506","15","31","0.484","26","7","0.867","7","29","36","30","10","6","12","16","125","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021700996","1610612743","0021700996","MAR 11, 2018","DEN vs. SAC","W","37","30","0.552","240.0","50","89","0.562","15","37","0.405","15","8","0.714","8","43","51","38","2","4","7","17","130","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021701015","1610612743","0021701015","MAR 13, 2018","DEN @ LAL","L","37","31","0.544","240.0","38","86","0.442","13","40","0.325","14","5","0.737","5","39","44","26","12","4","19","26","103","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021701026","1610612743","0021701026","MAR 15, 2018","DEN vs. DET","W","38","31","0.551","240.0","43","85","0.506","12","28","0.429","22","10","0.786","10","35","45","26","7","8","15","15","120","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021701040","1610612743","0021701040","MAR 17, 2018","DEN @ MEM","L","38","32","0.543","240.0","32","87","0.368","9","33","0.273","21","18","0.724","18","31","49","17","10","5","7","25","94","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021701054","1610612743","0021701054","MAR 19, 2018","DEN @ MIA","L","38","33","0.535","290.0","46","100","0.46","18","38","0.474","31","11","0.838","11","35","46","23","10","5","13","25","141","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021701069","1610612743","0021701069","MAR 21, 2018","DEN @ CHI","W","39","33","0.542","240.0","51","83","0.614","20","35","0.571","13","8","0.813","8","37","45","34","9","6","17","13","135","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021701079","1610612743","0021701079","MAR 23, 2018","DEN @ WAS","W","40","33","0.548","240.0","37","85","0.435","17","34","0.5","17","7","0.944","7","31","38","25","5","10","10","16","108","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021701105","1610612743","0021701105","MAR 26, 2018","DEN @ PHI","L","40","34","0.541","240.0","36","84","0.429","11","32","0.344","21","9","0.618","9","28","37","27","10","7","15","21","104","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021701109","1610612743","0021701109","MAR 27, 2018","DEN @ TOR","L","40","35","0.533","240.0","42","89","0.472","13","30","0.433","13","10","0.929","10","30","40","26","6","6","11","16","110","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021701133","1610612743","0021701133","MAR 30, 2018","DEN @ OKC","W","41","35","0.539","265.0","49","94","0.521","10","30","0.333","18","12","0.857","12","46","58","27","4","5","15","24","126","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021701152","1610612743","0021701152","APR 01, 2018","DEN vs. MIL","W","42","35","0.545","265.0","40","90","0.444","11","36","0.306","37","17","0.804","17","40","57","27","2","8","17","23","128","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021701165","1610612743","0021701165","APR 03, 2018","DEN vs. IND","W","43","35","0.551","240.0","41","89","0.461","10","32","0.313","15","13","0.75","13","36","49","31","10","8","16","19","107","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021701180","1610612743","0021701180","APR 05, 2018","DEN vs. MIN","W","44","35","0.557","240.0","35","89","0.393","11","36","0.306","19","13","0.864","13","34","47","21","3","7","10","17","100","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021701191","1610612743","0021701191","APR 07, 2018","DEN @ LAC","W","45","35","0.563","240.0","53","85","0.624","12","29","0.414","16","7","0.696","7","26","33","36","4","6","7","26","134","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021701211","1610612743","0021701211","APR 09, 2018","DEN vs. POR","W","46","35","0.568","240.0","31","83","0.373","6","26","0.231","20","10","0.769","10","42","52","22","7","5","12","18","88","2017-18","2018-04-13T22:39:11.529"
"1610612743_0021701225","1610612743","0021701225","APR 11, 2018","DEN @ MIN","L","46","36","0.561","265.0","41","90","0.456","13","32","0.406","11","10","0.611","10","37","47","19","4","4","12","22","106","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700002","1610612744","0021700002","OCT 17, 2017","GSW vs. HOU","L","0","1","0.0","240.0","43","80","0.538","16","30","0.533","19","6","0.905","6","35","41","34","5","9","17","25","121","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700025","1610612744","0021700025","OCT 20, 2017","GSW @ NOP","W","1","1","0.5","240.0","47","92","0.511","18","41","0.439","16","10","0.8","10","39","49","29","6","8","18","23","128","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700033","1610612744","0021700033","OCT 21, 2017","GSW @ MEM","L","1","2","0.333","240.0","33","84","0.393","12","38","0.316","23","12","0.852","12","34","46","20","10","7","17","28","101","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700045","1610612744","0021700045","OCT 23, 2017","GSW @ DAL","W","2","2","0.5","240.0","48","86","0.558","15","39","0.385","22","10","0.846","10","40","50","33","6","8","16","23","133","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700063","1610612744","0021700063","OCT 25, 2017","GSW vs. TOR","W","3","2","0.6","240.0","43","77","0.558","12","26","0.462","19","6","0.864","6","31","37","32","10","7","17","15","117","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700075","1610612744","0021700075","OCT 27, 2017","GSW vs. WAS","W","4","2","0.667","240.0","46","95","0.484","10","38","0.263","18","15","0.9","15","38","53","33","7","13","17","20","120","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700091","1610612744","0021700091","OCT 29, 2017","GSW vs. DET","L","4","3","0.571","240.0","44","77","0.571","10","27","0.37","9","10","0.75","10","30","40","29","3","11","25","14","107","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700100","1610612744","0021700100","OCT 30, 2017","GSW @ LAC","W","5","3","0.625","240.0","52","89","0.584","14","29","0.483","23","14","0.767","14","32","46","37","8","8","12","23","141","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700117","1610612744","0021700117","NOV 02, 2017","GSW @ SAS","W","6","3","0.667","240.0","43","83","0.518","14","28","0.5","12","5","0.75","5","36","41","30","11","12","14","20","112","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700135","1610612744","0021700135","NOV 04, 2017","GSW @ DEN","W","7","3","0.7","240.0","50","91","0.549","18","40","0.45","9","7","0.529","7","34","41","38","13","4","13","23","127","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700148","1610612744","0021700148","NOV 06, 2017","GSW vs. MIA","W","8","3","0.727","240.0","32","87","0.368","11","32","0.344","22","13","0.917","13","38","51","20","12","10","14","21","97","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700163","1610612744","0021700163","NOV 08, 2017","GSW vs. MIN","W","9","3","0.75","240.0","48","85","0.565","15","36","0.417","14","3","0.778","3","42","45","37","10","9","19","23","125","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700184","1610612744","0021700184","NOV 11, 2017","GSW vs. PHI","W","10","3","0.769","240.0","48","82","0.585","14","27","0.519","25","4","0.962","4","35","39","31","15","11","22","23","135","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700199","1610612744","0021700199","NOV 13, 2017","GSW vs. ORL","W","11","3","0.786","240.0","44","88","0.5","8","23","0.348","14","12","0.875","12","38","50","35","3","5","16","21","110","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700215","1610612744","0021700215","NOV 16, 2017","GSW @ BOS","L","11","4","0.733","240.0","33","82","0.402","10","32","0.313","12","7","0.632","7","40","47","22","9","10","15","24","88","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700231","1610612744","0021700231","NOV 18, 2017","GSW @ PHI","W","12","4","0.75","240.0","50","91","0.549","7","23","0.304","17","11","0.85","11","37","48","25","5","6","12","18","124","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700236","1610612744","0021700236","NOV 19, 2017","GSW @ BKN","W","13","4","0.765","240.0","46","90","0.511","10","24","0.417","16","6","0.696","6","51","57","29","8","14","15","27","118","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700263","1610612744","0021700263","NOV 22, 2017","GSW @ OKC","L","13","5","0.722","240.0","33","80","0.413","10","31","0.323","15","7","0.833","7","32","39","22","11","8","22","20","91","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700276","1610612744","0021700276","NOV 24, 2017","GSW vs. CHI","W","14","5","0.737","240.0","53","91","0.582","16","36","0.444","21","6","1.0","6","43","49","36","11","11","11","15","143","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700284","1610612744","0021700284","NOV 25, 2017","GSW vs. NOP","W","15","5","0.75","240.0","39","94","0.415","10","33","0.303","22","11","0.815","11","33","44","30","11","6","9","24","110","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700296","1610612744","0021700296","NOV 27, 2017","GSW vs. SAC","L","15","6","0.714","240.0","40","80","0.5","16","37","0.432","10","9","0.714","9","27","36","31","9","6","14","15","106","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700312","1610612744","0021700312","NOV 29, 2017","GSW @ LAL","W","16","6","0.727","265.0","47","94","0.5","12","30","0.4","21","12","0.75","12","37","49","30","10","4","22","19","127","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700318","1610612744","0021700318","DEC 01, 2017","GSW @ ORL","W","17","6","0.739","240.0","55","88","0.625","12","24","0.5","11","7","1.0","7","35","42","46","9","11","19","16","133","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700335","1610612744","0021700335","DEC 03, 2017","GSW @ MIA","W","18","6","0.75","240.0","47","84","0.56","11","30","0.367","18","7","0.75","7","34","41","32","4","4","9","14","123","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700346","1610612744","0021700346","DEC 04, 2017","GSW @ NOP","W","19","6","0.76","240.0","45","87","0.517","16","33","0.485","19","5","0.704","5","35","40","36","14","5","16","17","125","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700358","1610612744","0021700358","DEC 06, 2017","GSW @ CHA","W","20","6","0.769","240.0","40","84","0.476","11","30","0.367","10","8","0.769","8","39","47","26","8","12","15","20","101","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700368","1610612744","0021700368","DEC 08, 2017","GSW @ DET","W","21","6","0.778","240.0","39","81","0.481","7","26","0.269","17","5","0.773","5","40","45","29","5","15","14","19","102","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700395","1610612744","0021700395","DEC 11, 2017","GSW vs. POR","W","22","6","0.786","240.0","44","80","0.55","10","20","0.5","13","6","0.765","6","36","42","26","5","9","14","16","111","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700417","1610612744","0021700417","DEC 14, 2017","GSW vs. DAL","W","23","6","0.793","240.0","47","78","0.603","11","22","0.5","7","4","0.778","4","37","41","35","7","4","16","22","112","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700450","1610612744","0021700450","DEC 18, 2017","GSW @ LAL","W","24","6","0.8","265.0","43","107","0.402","11","34","0.324","19","15","0.905","15","46","61","25","6","10","14","26","116","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700464","1610612744","0021700464","DEC 20, 2017","GSW vs. MEM","W","25","6","0.806","240.0","34","74","0.459","7","21","0.333","22","14","0.88","14","30","44","26","9","8","16","19","97","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700479","1610612744","0021700479","DEC 22, 2017","GSW vs. LAL","W","26","6","0.813","240.0","42","85","0.494","7","24","0.292","22","10","0.815","10","32","42","24","9","13","15","17","113","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700489","1610612744","0021700489","DEC 23, 2017","GSW vs. DEN","L","26","7","0.788","240.0","32","84","0.381","3","27","0.111","14","11","0.824","11","27","38","25","14","8","16","14","81","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700494","1610612744","0021700494","DEC 25, 2017","GSW vs. CLE","W","27","7","0.794","240.0","38","82","0.463","10","37","0.27","13","10","0.765","10","37","47","28","7","7","15","18","99","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700514","1610612744","0021700514","DEC 27, 2017","GSW vs. UTA","W","28","7","0.8","240.0","51","86","0.593","11","23","0.478","13","4","0.765","4","46","50","37","8","7","16","18","126","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700528","1610612744","0021700528","DEC 29, 2017","GSW vs. CHA","L","28","8","0.778","240.0","40","87","0.46","8","22","0.364","12","8","0.923","8","35","43","32","6","5","17","25","100","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700535","1610612744","0021700535","DEC 30, 2017","GSW vs. MEM","W","29","8","0.784","240.0","50","85","0.588","18","33","0.545","23","7","0.92","7","31","38","37","3","6","10","17","141","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700562","1610612744","0021700562","JAN 03, 2018","GSW @ DAL","W","30","8","0.789","240.0","48","91","0.527","13","32","0.406","16","7","0.842","7","39","46","36","8","7","14","21","125","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700566","1610612744","0021700566","JAN 04, 2018","GSW @ HOU","W","31","8","0.795","240.0","48","87","0.552","13","30","0.433","15","6","0.75","6","39","45","35","6","6","12","18","124","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700578","1610612744","0021700578","JAN 06, 2018","GSW @ LAC","W","32","8","0.8","240.0","39","94","0.415","13","39","0.333","30","14","0.811","14","40","54","31","13","10","16","25","121","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700597","1610612744","0021700597","JAN 08, 2018","GSW vs. DEN","W","33","8","0.805","240.0","48","85","0.565","13","30","0.433","15","10","0.714","10","33","43","33","7","10","16","15","124","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700613","1610612744","0021700613","JAN 10, 2018","GSW vs. LAC","L","33","9","0.786","240.0","38","79","0.481","8","23","0.348","22","4","0.846","4","29","33","26","9","6","16","21","106","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700622","1610612744","0021700622","JAN 12, 2018","GSW @ MIL","W","34","9","0.791","240.0","44","79","0.557","5","15","0.333","15","10","0.833","10","33","43","28","7","3","11","13","108","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700631","1610612744","0021700631","JAN 13, 2018","GSW @ TOR","W","35","9","0.795","240.0","47","81","0.58","9","24","0.375","24","3","0.857","3","27","30","28","4","3","6","20","127","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700646","1610612744","0021700646","JAN 15, 2018","GSW @ CLE","W","36","9","0.8","240.0","41","85","0.482","12","32","0.375","24","13","0.8","13","35","48","33","8","6","16","23","118","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700657","1610612744","0021700657","JAN 17, 2018","GSW @ CHI","W","37","9","0.804","240.0","42","84","0.5","13","33","0.394","22","5","0.88","5","44","49","24","5","3","15","16","119","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700679","1610612744","0021700679","JAN 20, 2018","GSW @ HOU","L","37","10","0.787","240.0","40","82","0.488","17","36","0.472","11","4","0.733","4","29","33","31","8","10","19","24","108","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700699","1610612744","0021700699","JAN 23, 2018","GSW vs. NYK","W","38","10","0.792","240.0","46","83","0.554","13","30","0.433","18","3","0.9","3","33","36","40","6","3","12","16","123","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700713","1610612744","0021700713","JAN 25, 2018","GSW vs. MIN","W","39","10","0.796","240.0","48","89","0.539","21","37","0.568","9","11","0.6","11","36","47","37","9","8","15","17","126","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700728","1610612744","0021700728","JAN 27, 2018","GSW vs. BOS","W","40","10","0.8","240.0","38","84","0.452","10","27","0.37","23","10","0.885","10","33","43","19","9","9","11","17","109","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700751","1610612744","0021700751","JAN 30, 2018","GSW @ UTA","L","40","11","0.784","240.0","39","85","0.459","5","25","0.2","16","11","0.762","11","26","37","27","10","7","19","16","99","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700774","1610612744","0021700774","FEB 02, 2018","GSW @ SAC","W","41","11","0.788","240.0","44","80","0.55","17","33","0.515","14","7","0.875","7","44","51","25","8","4","25","19","119","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700782","1610612744","0021700782","FEB 03, 2018","GSW @ DEN","L","41","12","0.774","240.0","43","86","0.5","8","31","0.258","14","11","0.609","11","31","42","28","9","10","13","23","108","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700803","1610612744","0021700803","FEB 06, 2018","GSW vs. OKC","L","41","13","0.759","240.0","37","76","0.487","8","28","0.286","23","10","0.742","10","35","45","27","7","8","25","24","105","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700815","1610612744","0021700815","FEB 08, 2018","GSW vs. DAL","W","42","13","0.764","240.0","45","88","0.511","14","29","0.483","17","18","0.85","18","33","51","37","6","7","16","18","121","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700831","1610612744","0021700831","FEB 10, 2018","GSW vs. SAS","W","43","13","0.768","240.0","48","85","0.565","12","27","0.444","14","11","0.933","11","33","44","35","5","6","16","18","122","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700846","1610612744","0021700846","FEB 12, 2018","GSW vs. PHX","W","44","13","0.772","240.0","52","89","0.584","11","26","0.423","14","7","0.667","7","42","49","36","8","16","11","18","129","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700864","1610612744","0021700864","FEB 14, 2018","GSW @ POR","L","44","14","0.759","240.0","43","90","0.478","13","37","0.351","18","8","0.947","8","33","41","24","8","7","16","24","117","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700872","1610612744","0021700872","FEB 22, 2018","GSW vs. LAC","W","45","14","0.763","240.0","47","77","0.61","14","25","0.56","26","3","0.765","3","29","32","31","8","8","15","24","134","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700887","1610612744","0021700887","FEB 24, 2018","GSW vs. OKC","W","46","14","0.767","240.0","42","89","0.472","17","38","0.447","11","12","0.846","12","42","54","36","8","6","14","21","112","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700900","1610612744","0021700900","FEB 26, 2018","GSW @ NYK","W","47","14","0.77","240.0","44","85","0.518","15","31","0.484","22","8","0.846","8","35","43","31","8","5","12","13","125","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700917","1610612744","0021700917","FEB 28, 2018","GSW @ WAS","W","48","14","0.774","240.0","37","71","0.521","10","24","0.417","25","3","0.833","3","33","36","24","10","8","15","21","109","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700928","1610612744","0021700928","MAR 02, 2018","GSW @ ATL","W","49","14","0.778","240.0","42","79","0.532","11","31","0.355","19","2","0.864","2","33","35","33","12","5","18","20","114","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700963","1610612744","0021700963","MAR 06, 2018","GSW vs. BKN","W","50","14","0.781","240.0","47","83","0.566","11","23","0.478","9","5","0.818","5","36","41","30","8","7","17","18","114","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700976","1610612744","0021700976","MAR 08, 2018","GSW vs. SAS","W","51","14","0.785","240.0","41","95","0.432","8","30","0.267","20","12","0.87","12","37","49","30","6","12","10","18","110","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700984","1610612744","0021700984","MAR 09, 2018","GSW @ POR","L","51","15","0.773","240.0","38","78","0.487","12","28","0.429","20","6","0.833","6","27","33","20","5","3","10","20","108","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021700994","1610612744","0021700994","MAR 11, 2018","GSW @ MIN","L","51","16","0.761","240.0","37","91","0.407","10","36","0.278","19","12","0.905","12","38","50","22","6","7","13","17","103","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021701019","1610612744","0021701019","MAR 14, 2018","GSW vs. LAL","W","52","16","0.765","240.0","44","81","0.543","6","20","0.3","23","11","0.821","11","39","50","25","8","6","21","24","117","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021701033","1610612744","0021701033","MAR 16, 2018","GSW vs. SAC","L","52","17","0.754","240.0","34","81","0.42","12","26","0.462","13","9","0.722","9","31","40","21","10","5","11","21","93","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021701044","1610612744","0021701044","MAR 17, 2018","GSW @ PHX","W","53","17","0.757","240.0","50","95","0.526","13","31","0.419","11","9","0.786","9","34","43","29","8","9","12","21","124","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021701056","1610612744","0021701056","MAR 19, 2018","GSW @ SAS","L","53","18","0.746","240.0","30","74","0.405","3","19","0.158","12","2","0.75","2","34","36","17","7","9","15","24","75","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021701087","1610612744","0021701087","MAR 23, 2018","GSW vs. ATL","W","54","18","0.75","240.0","42","93","0.452","12","30","0.4","10","10","0.909","10","36","46","28","8","6","7","17","106","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021701102","1610612744","0021701102","MAR 25, 2018","GSW vs. UTA","L","54","19","0.74","240.0","38","91","0.418","6","15","0.4","9","14","0.9","14","27","41","24","9","7","11","19","91","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021701114","1610612744","0021701114","MAR 27, 2018","GSW vs. IND","L","54","20","0.73","240.0","35","86","0.407","5","17","0.294","6","17","0.667","17","34","51","21","4","9","16","17","81","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021701128","1610612744","0021701128","MAR 29, 2018","GSW vs. MIL","L","54","21","0.72","240.0","41","75","0.547","10","20","0.5","15","2","1.0","2","29","31","26","10","7","18","19","107","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021701142","1610612744","0021701142","MAR 31, 2018","GSW @ SAC","W","55","21","0.724","240.0","41","83","0.494","9","26","0.346","21","6","0.75","6","36","42","28","9","6","10","18","112","2017-18","2018-04-13T22:39:11.529"
"1610612744_0021701153","1610612744","0021701153","APR 01, 2018","GSW vs. PHX","W","56","21","0.727","240.0","48","89","0.539","13","28","0.464","8","7","0.889","7","38","45","31","10","7","14","14","117","2017-18","2018-04-13T22:39:11.529"
