"primaryKey","teamId","gameId","gameDate","matchup","result","wins","losses","winPercentage","minutes","fieldGoalsMade","fieldGoalAttempts","fieldGoalPercentage","threePointFieldGoalsMade","threePointFieldGoalAttempts","threePointFieldGoalPercentage","freeThrowsMade","freeThrowAttempts","freeThrowPercentage","offensiveRebounds","defensiveRebounds","totalRebounds","assists","steals","blocks","turnovers","personalFouls","points","season","dt"
"1610612751_0021700805","1610612751","0021700805","FEB 07, 2018","BKN @ DET","L","19","37","0.339","240.0","39","90","0.433","17","51","0.333","11","8","0.917","8","42","50","33","4","6","19","20","106","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700826","1610612751","0021700826","FEB 10, 2018","BKN vs. NOP","L","19","38","0.333","290.0","43","114","0.377","21","59","0.356","21","18","0.955","18","42","60","30","10","3","15","30","128","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700843","1610612751","0021700843","FEB 12, 2018","BKN vs. LAC","L","19","39","0.328","240.0","41","89","0.461","12","40","0.3","7","10","0.7","10","27","37","27","10","6","12","15","101","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700856","1610612751","0021700856","FEB 14, 2018","BKN vs. IND","L","19","40","0.322","240.0","35","83","0.422","13","35","0.371","20","9","0.741","9","35","44","24","4","2","13","20","103","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700867","1610612751","0021700867","FEB 22, 2018","BKN @ CHA","L","19","41","0.317","240.0","36","93","0.387","14","43","0.326","10","11","0.714","11","30","41","27","6","8","9","23","96","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700899","1610612751","0021700899","FEB 26, 2018","BKN vs. CHI","W","20","41","0.328","240.0","40","90","0.444","16","42","0.381","8","7","1.0","7","41","48","31","4","9","15","20","104","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700908","1610612751","0021700908","FEB 27, 2018","BKN @ CLE","L","20","42","0.323","240.0","44","82","0.537","12","32","0.375","23","3","0.767","3","33","36","29","6","0","12","21","123","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700924","1610612751","0021700924","MAR 01, 2018","BKN @ SAC","L","20","43","0.317","265.0","40","96","0.417","17","46","0.37","14","16","0.824","16","35","51","27","10","4","21","14","111","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700948","1610612751","0021700948","MAR 04, 2018","BKN @ LAC","L","20","44","0.313","240.0","40","92","0.435","19","45","0.422","21","13","0.913","13","31","44","30","8","4","14","21","120","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700963","1610612751","0021700963","MAR 06, 2018","BKN @ GSW","L","20","45","0.308","240.0","36","85","0.424","9","34","0.265","20","10","0.8","10","28","38","24","7","1","12","18","101","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700972","1610612751","0021700972","MAR 08, 2018","BKN @ CHA","W","21","45","0.318","240.0","47","92","0.511","11","32","0.344","20","9","0.909","9","34","43","30","7","7","10","27","125","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021700999","1610612751","0021700999","MAR 11, 2018","BKN vs. PHI","L","21","46","0.313","240.0","33","85","0.388","10","28","0.357","21","13","0.875","13","29","42","17","5","5","18","19","97","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021701008","1610612751","0021701008","MAR 13, 2018","BKN vs. TOR","L","21","47","0.309","240.0","35","86","0.407","15","36","0.417","17","9","0.895","9","29","38","21","9","6","11","19","102","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021701030","1610612751","0021701030","MAR 16, 2018","BKN @ PHI","L","21","48","0.304","240.0","40","89","0.449","15","30","0.5","21","11","0.778","11","36","47","25","4","5","12","22","116","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021701037","1610612751","0021701037","MAR 17, 2018","BKN vs. DAL","W","22","48","0.314","240.0","43","84","0.512","14","36","0.389","14","10","0.737","10","33","43","25","4","6","10","14","114","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021701053","1610612751","0021701053","MAR 19, 2018","BKN vs. MEM","W","23","48","0.324","240.0","36","72","0.5","16","40","0.4","30","9","0.75","9","32","41","27","5","9","22","22","118","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021701067","1610612751","0021701067","MAR 21, 2018","BKN vs. CHA","L","23","49","0.319","240.0","39","93","0.419","13","37","0.351","14","10","0.667","10","36","46","22","6","11","12","36","105","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021701082","1610612751","0021701082","MAR 23, 2018","BKN @ TOR","L","23","50","0.315","240.0","41","84","0.488","11","27","0.407","19","5","0.613","5","35","40","21","5","9","9","23","112","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021701094","1610612751","0021701094","MAR 25, 2018","BKN vs. CLE","L","23","51","0.311","240.0","38","83","0.458","17","37","0.459","21","7","0.808","7","31","38","27","7","3","9","23","114","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021701117","1610612751","0021701117","MAR 28, 2018","BKN @ ORL","W","24","51","0.32","240.0","40","87","0.46","12","34","0.353","19","11","0.864","11","37","48","28","6","5","8","17","111","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021701141","1610612751","0021701141","MAR 31, 2018","BKN @ MIA","W","25","51","0.329","265.0","39","91","0.429","10","35","0.286","22","7","0.786","7","40","47","28","11","5","15","24","110","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021701148","1610612751","0021701148","APR 01, 2018","BKN vs. DET","L","25","52","0.325","240.0","37","87","0.425","12","43","0.279","10","6","0.667","6","34","40","23","5","5","12","22","96","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021701157","1610612751","0021701157","APR 03, 2018","BKN @ PHI","L","25","53","0.321","240.0","34","81","0.42","17","42","0.405","10","3","0.435","3","33","36","20","5","6","18","15","95","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021701178","1610612751","0021701178","APR 05, 2018","BKN @ MIL","W","26","53","0.329","240.0","41","75","0.547","19","39","0.487","18","4","0.857","4","37","41","30","3","12","17","21","119","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021701193","1610612751","0021701193","APR 07, 2018","BKN @ CHI","W","27","53","0.338","240.0","46","92","0.5","24","55","0.436","8","5","0.727","5","41","46","36","11","10","13","18","124","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021701205","1610612751","0021701205","APR 09, 2018","BKN vs. CHI","W","28","53","0.346","240.0","41","82","0.5","18","42","0.429","14","6","0.933","6","32","38","32","8","10","17","15","114","2017-18","2018-04-13T22:39:11.529"
"1610612751_0021701219","1610612751","0021701219","APR 11, 2018","BKN @ BOS","L","28","54","0.341","240.0","37","91","0.407","11","40","0.275","12","10","0.75","10","34","44","27","10","6","15","12","97","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700015","1610612752","0021700015","OCT 19, 2017","NYK @ OKC","L","0","1","0.0","240.0","32","79","0.405","7","24","0.292","13","11","0.65","11","30","41","19","8","4","25","23","84","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700030","1610612752","0021700030","OCT 21, 2017","NYK vs. DET","L","0","2","0.0","240.0","37","81","0.457","8","30","0.267","25","12","0.806","12","27","39","20","6","2","12","21","107","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700051","1610612752","0021700051","OCT 24, 2017","NYK @ BOS","L","0","3","0.0","240.0","36","85","0.424","1","12","0.083","16","11","0.64","11","32","43","20","8","2","14","17","89","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700073","1610612752","0021700073","OCT 27, 2017","NYK vs. BKN","W","1","3","0.25","240.0","44","98","0.449","9","27","0.333","10","19","0.588","19","36","55","19","7","6","11","19","107","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700090","1610612752","0021700090","OCT 29, 2017","NYK @ CLE","W","2","3","0.4","240.0","42","89","0.472","13","28","0.464","17","11","0.81","11","40","51","27","9","6","14","26","114","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700094","1610612752","0021700094","OCT 30, 2017","NYK vs. DEN","W","3","3","0.5","240.0","41","82","0.5","13","32","0.406","21","11","0.913","11","38","49","27","8","10","22","27","116","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700111","1610612752","0021700111","NOV 01, 2017","NYK vs. HOU","L","3","4","0.429","240.0","39","90","0.433","8","26","0.308","11","6","0.846","6","36","42","23","8","1","19","18","97","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700124","1610612752","0021700124","NOV 03, 2017","NYK vs. PHX","W","4","4","0.5","240.0","45","87","0.517","8","26","0.308","22","9","0.88","9","40","49","24","5","7","12","24","120","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700142","1610612752","0021700142","NOV 05, 2017","NYK vs. IND","W","5","4","0.556","240.0","44","88","0.5","6","23","0.261","14","12","0.737","12","34","46","24","8","7","12","21","108","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700152","1610612752","0021700152","NOV 07, 2017","NYK vs. CHA","W","6","4","0.6","240.0","45","75","0.6","12","25","0.48","16","6","0.762","6","29","35","29","5","5","16","19","118","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700160","1610612752","0021700160","NOV 08, 2017","NYK @ ORL","L","6","5","0.545","240.0","42","80","0.525","5","12","0.417","10","12","0.769","12","30","42","26","7","2","23","21","99","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700179","1610612752","0021700179","NOV 11, 2017","NYK vs. SAC","W","7","5","0.583","240.0","47","90","0.522","12","27","0.444","12","8","0.8","8","32","40","29","6","6","11","22","118","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700193","1610612752","0021700193","NOV 13, 2017","NYK vs. CLE","L","7","6","0.538","240.0","38","88","0.432","8","25","0.32","17","13","0.773","13","36","49","19","13","3","17","21","101","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700206","1610612752","0021700206","NOV 15, 2017","NYK vs. UTA","W","8","6","0.571","240.0","38","81","0.469","9","21","0.429","21","12","0.84","12","33","45","18","4","5","11","19","106","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700221","1610612752","0021700221","NOV 17, 2017","NYK @ TOR","L","8","7","0.533","240.0","30","91","0.33","9","23","0.391","15","14","0.882","14","29","43","17","7","4","9","12","84","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700245","1610612752","0021700245","NOV 20, 2017","NYK vs. LAC","W","9","7","0.563","240.0","35","81","0.432","13","34","0.382","24","14","0.96","14","37","51","24","11","5","22","26","107","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700258","1610612752","0021700258","NOV 22, 2017","NYK vs. TOR","W","10","7","0.588","240.0","43","93","0.462","8","24","0.333","14","13","0.824","13","34","47","29","8","7","11","19","108","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700268","1610612752","0021700268","NOV 24, 2017","NYK @ ATL","L","10","8","0.556","240.0","40","78","0.513","12","30","0.4","12","5","0.857","5","33","38","30","1","9","20","19","104","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700282","1610612752","0021700282","NOV 25, 2017","NYK @ HOU","L","10","9","0.526","240.0","42","85","0.494","4","17","0.235","14","6","0.737","6","34","40","29","4","3","18","20","102","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700293","1610612752","0021700293","NOV 27, 2017","NYK vs. POR","L","10","10","0.5","240.0","35","88","0.398","5","15","0.333","16","14","0.727","14","37","51","13","3","3","13","20","91","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700306","1610612752","0021700306","NOV 29, 2017","NYK vs. MIA","W","11","10","0.524","240.0","44","73","0.603","5","13","0.385","22","8","0.846","8","44","52","26","10","5","20","20","115","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700334","1610612752","0021700334","DEC 03, 2017","NYK vs. ORL","L","11","11","0.5","240.0","43","93","0.462","5","15","0.333","9","10","0.9","10","35","45","18","4","4","14","24","100","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700340","1610612752","0021700340","DEC 04, 2017","NYK @ IND","L","11","12","0.478","240.0","40","91","0.44","6","23","0.261","11","15","0.688","15","28","43","26","4","2","17","15","97","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700357","1610612752","0021700357","DEC 06, 2017","NYK vs. MEM","W","12","12","0.5","240.0","35","67","0.522","9","14","0.643","20","10","0.741","10","32","42","22","8","3","16","21","99","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700380","1610612752","0021700380","DEC 09, 2017","NYK @ CHI","L","12","13","0.48","240.0","43","91","0.473","7","24","0.292","9","8","1.0","8","32","40","25","6","3","14","17","102","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700390","1610612752","0021700390","DEC 10, 2017","NYK vs. ATL","W","13","13","0.5","240.0","39","80","0.488","5","17","0.294","28","6","0.824","6","27","33","16","9","4","12","30","111","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700399","1610612752","0021700399","DEC 12, 2017","NYK vs. LAL","W","14","13","0.519","265.0","48","101","0.475","9","22","0.409","8","15","0.727","15","34","49","25","7","7","14","16","113","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700414","1610612752","0021700414","DEC 14, 2017","NYK @ BKN","W","15","13","0.536","240.0","41","89","0.461","10","20","0.5","19","12","0.864","12","28","40","23","11","4","13","23","111","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700431","1610612752","0021700431","DEC 16, 2017","NYK vs. OKC","W","16","13","0.552","240.0","38","69","0.551","14","23","0.609","21","6","0.808","6","29","35","21","9","3","13","22","111","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700441","1610612752","0021700441","DEC 18, 2017","NYK @ CHA","L","16","14","0.533","240.0","36","86","0.419","3","18","0.167","16","10","0.8","10","27","37","21","10","5","17","16","91","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700468","1610612752","0021700468","DEC 21, 2017","NYK vs. BOS","W","17","14","0.548","240.0","36","79","0.456","8","14","0.571","22","11","0.846","11","38","49","13","8","3","17","20","102","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700471","1610612752","0021700471","DEC 22, 2017","NYK @ DET","L","17","15","0.531","240.0","44","97","0.454","8","24","0.333","5","16","0.833","16","35","51","25","6","9","14","20","101","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700493","1610612752","0021700493","DEC 25, 2017","NYK vs. PHI","L","17","16","0.515","240.0","38","94","0.404","4","15","0.267","18","18","0.643","18","27","45","18","7","5","10","21","98","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700509","1610612752","0021700509","DEC 27, 2017","NYK @ CHI","L","17","17","0.5","240.0","37","91","0.407","4","23","0.174","9","7","0.692","7","44","51","21","6","5","12","17","87","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700519","1610612752","0021700519","DEC 28, 2017","NYK @ SAS","L","17","18","0.486","240.0","41","90","0.456","5","14","0.357","20","12","0.909","12","32","44","31","6","8","9","26","107","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700532","1610612752","0021700532","DEC 30, 2017","NYK @ NOP","W","18","18","0.5","240.0","41","94","0.436","5","19","0.263","18","9","0.857","9","42","51","24","6","7","6","24","105","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700550","1610612752","0021700550","JAN 02, 2018","NYK vs. SAS","L","18","19","0.486","240.0","35","87","0.402","7","22","0.318","14","12","0.778","12","38","50","21","5","7","14","23","91","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700556","1610612752","0021700556","JAN 03, 2018","NYK @ WAS","L","18","20","0.474","240.0","41","86","0.477","7","19","0.368","14","8","0.778","8","28","36","19","7","5","14","20","103","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700568","1610612752","0021700568","JAN 05, 2018","NYK @ MIA","L","18","21","0.462","265.0","39","80","0.488","5","13","0.385","20","8","0.87","8","31","39","14","11","7","19","26","103","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700587","1610612752","0021700587","JAN 07, 2018","NYK @ DAL","W","19","21","0.475","240.0","38","83","0.458","6","16","0.375","18","10","0.9","10","49","59","22","4","6","16","23","100","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700607","1610612752","0021700607","JAN 10, 2018","NYK vs. CHI","L","19","22","0.463","290.0","48","96","0.5","10","22","0.455","13","11","0.619","11","40","51","24","5","9","18","20","119","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700623","1610612752","0021700623","JAN 12, 2018","NYK @ MIN","L","19","23","0.452","240.0","45","83","0.542","12","24","0.5","6","9","0.667","9","27","36","25","6","6","16","17","108","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700635","1610612752","0021700635","JAN 14, 2018","NYK vs. NOP","L","19","24","0.442","265.0","46","97","0.474","12","34","0.353","14","10","0.778","10","34","44","28","12","7","22","27","118","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700642","1610612752","0021700642","JAN 15, 2018","NYK @ BKN","W","20","24","0.455","240.0","42","82","0.512","9","16","0.563","26","8","0.703","8","43","51","27","5","10","9","24","119","2017-18","2018-04-13T22:39:11.529"
"1610612752_0021700658","1610612752","0021700658","JAN 17, 2018","NYK @ MEM","L","20","25","0.444","240.0","35","82","0.427","7","27","0.259","22","12","0.957","12","33","45","22","5","12","14","15","99","2017-18","2018-04-13T22:39:11.529"
