formatname,minutes,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,play3PA,play3PM,playFTA,playFTM,playORB,playDRB,playTRB,possOnCourt,possUsed,games
TimofeyMozgov,359.48333332899995,131.0,11.0,33.0,5.0,13.0,39.0,93.0,52.0,18.0,4.0,30.0,23.0,32.0,66.0,98.0,774.8507524898748,127.8914578355459,31
TimotheLuwawuCabarrot,806.4499999960001,299.0,54.0,38.0,12.0,5.0,97.0,267.0,100.0,158.0,53.0,58.0,46.0,14.0,58.0,72.0,1704.5593056137125,295.7285402792776,52
TobiasHarris,2668.0166666500004,1486.0,192.0,104.0,70.0,35.0,164.0,1221.0,562.0,445.0,183.0,216.0,179.0,57.0,379.0,436.0,5476.958722781203,1275.9445665179965,80
TomasSatoransky,1642.666666676,524.0,286.0,83.0,51.0,14.0,131.0,384.0,201.0,101.0,47.0,96.0,75.0,72.0,160.0,232.0,3327.633550335645,457.49762285627804,73
TonyAllen,272.56666667999997,103.0,9.0,19.0,11.0,3.0,49.0,91.0,44.0,12.0,4.0,21.0,11.0,20.0,27.0,47.0,578.786900342039,109.46993977016245,22
TonyBradley,29.099999998999998,8.0,1.0,0.0,0.0,0.0,1.0,11.0,3.0,1.0,0.0,2.0,2.0,4.0,7.0,11.0,59.61721562296274,10.092162529676294,9
TonyParker,1070.8833333400003,421.0,195.0,68.0,28.0,1.0,52.0,388.0,178.0,37.0,10.0,78.0,55.0,7.0,88.0,95.0,2145.8250928247394,443.4026968908415,55
TonySnell,2053.3666666769996,516.0,99.0,37.0,47.0,28.0,115.0,425.0,185.0,268.0,108.0,48.0,38.0,9.0,132.0,141.0,4186.120998146862,445.514354980211,75
TorreyCraig,628.8999999870001,163.0,25.0,19.0,12.0,15.0,63.0,137.0,62.0,58.0,17.0,35.0,22.0,40.0,87.0,127.0,1287.9976380975781,157.2942313048121,39
TravisWear,227.81666667999994,75.0,7.0,6.0,4.0,5.0,30.0,72.0,25.0,47.0,17.0,8.0,8.0,0.0,38.0,38.0,470.7785156508514,73.89790642661835,17
TreveonGraham,1049.5499999979995,273.0,59.0,27.0,33.0,2.0,109.0,221.0,96.0,97.0,40.0,59.0,41.0,42.0,79.0,121.0,2148.0742146855264,244.47939392159083,63
TrevorAriza,2268.95,782.0,105.0,54.0,98.0,13.0,132.0,651.0,268.0,462.0,170.0,89.0,76.0,33.0,262.0,295.0,4699.943985002684,672.6633873328362,67
TrevorBooker,1158.116666643,428.0,82.0,59.0,27.0,21.0,119.0,343.0,177.0,34.0,8.0,93.0,66.0,117.0,201.0,318.0,2402.4862674509363,393.99823782377433,68
TreyBurke,784.650000016,461.0,170.0,43.0,24.0,4.0,43.0,384.0,193.0,105.0,38.0,57.0,37.0,13.0,58.0,71.0,1610.8044940935733,407.3960688349125,36
TreyLyles,1390.700000007,724.0,91.0,61.0,30.0,34.0,111.0,550.0,270.0,218.0,83.0,143.0,101.0,55.0,291.0,346.0,2834.1192378333158,600.050670598138,73
TreyMcKinneyJones,1.233333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8512893742293817,0.0,1
TristanThompson,1071.999999993,307.0,33.0,36.0,16.0,18.0,102.0,237.0,132.0,0.0,0.0,79.0,43.0,126.0,225.0,351.0,2223.412767797725,274.76784771433444,53
TroyDaniels,1622.3833333460007,703.0,48.0,56.0,26.0,5.0,137.0,575.0,232.0,458.0,183.0,64.0,56.0,12.0,116.0,128.0,3400.7391928362517,593.5741665484405,79
TroyWilliams,307.216666664,133.0,16.0,19.0,20.0,4.0,34.0,109.0,51.0,38.0,11.0,30.0,20.0,22.0,41.0,63.0,640.9957812440678,124.42876686207367,21
TylerCavanaugh,518.4500000039999,183.0,27.0,14.0,9.0,4.0,61.0,152.0,67.0,89.0,32.0,21.0,17.0,45.0,82.0,127.0,1077.2223550081922,156.20363624011551,39
TylerDorsey,974.2500000300001,405.0,79.0,36.0,16.0,5.0,63.0,384.0,144.0,200.0,72.0,63.0,45.0,17.0,113.0,130.0,2024.6200803761328,403.8314682042039,56
TylerEnnis,683.3499999899999,224.0,105.0,38.0,30.0,10.0,75.0,224.0,94.0,56.0,14.0,29.0,22.0,19.0,76.0,95.0,1429.9789246660775,248.71722762507207,54
TylerJohnson,2052.24999999,843.0,165.0,81.0,60.0,34.0,148.0,711.0,309.0,324.0,119.0,129.0,106.0,34.0,214.0,248.0,4152.253496856761,769.2343816346945,72
TylerLydon,2.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4056343755239435,0.0,1
TylerUlis,1658.4666666809994,554.0,311.0,127.0,70.0,7.0,120.0,551.0,214.0,146.0,42.0,101.0,84.0,24.0,103.0,127.0,3466.7407844070963,646.8174100755701,71
TylerZeller,1108.19999992,441.0,47.0,47.0,15.0,35.0,126.0,334.0,187.0,28.0,10.0,79.0,57.0,109.0,195.0,304.0,2301.425073582604,370.7911218715251,66
TyrekeEvans,1607.1999999799998,1010.0,269.0,117.0,57.0,17.0,96.0,809.0,366.0,286.0,114.0,209.0,164.0,44.0,221.0,265.0,3197.165238396854,911.7600765723097,52
TyroneWallace,851.2000000099999,291.0,71.0,46.0,27.0,13.0,83.0,247.0,110.0,40.0,10.0,78.0,61.0,21.0,84.0,105.0,1818.621609084571,294.97689445996497,30
TysonChandler,1150.7499999899999,300.0,53.0,59.0,16.0,27.0,106.0,187.0,121.0,0.0,0.0,93.0,58.0,134.0,284.0,418.0,2397.1953327900114,253.92677739061898,46
TyusJones,1466.8666666670001,416.0,232.0,59.0,95.0,5.0,110.0,328.0,150.0,129.0,45.0,81.0,71.0,16.0,116.0,132.0,2928.220659371558,377.82421935961963,82
UdonisHaslem,71.666666666,8.0,5.0,2.0,0.0,2.0,3.0,15.0,3.0,8.0,1.0,2.0,1.0,3.0,7.0,10.0,134.90192718648547,16.070789071373287,14
VanderBlue,44.916666664,3.0,3.0,3.0,1.0,0.0,2.0,5.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,93.35730593214464,7.716029807913361,5
VictorOladipo,2552.05,1735.0,323.0,222.0,175.0,58.0,175.0,1339.0,640.0,433.0,161.0,368.0,294.0,47.0,344.0,391.0,5201.4576349987465,1561.0810862428639,75
VinceCarter,1001.1833333429997,313.0,69.0,36.0,42.0,26.0,96.0,284.0,114.0,165.0,57.0,37.0,28.0,18.0,130.0,148.0,2002.419653459218,292.9495224011832,58
VinceHunter,7.400000001,6.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,15.43638250185405,3.8678830337517875,4
WadeBaldwin,80.483333337,38.0,5.0,4.0,2.0,1.0,12.0,21.0,14.0,5.0,4.0,10.0,6.0,1.0,7.0,8.0,162.31790094476136,27.336245940778785,7
WalterLemon,35.100000001,17.0,5.0,4.0,0.0,1.0,5.0,16.0,7.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,78.42451718971775,21.24287979054296,5
WayneEllington,2041.1833333100005,864.0,79.0,52.0,53.0,8.0,94.0,700.0,285.0,579.0,227.0,78.0,67.0,23.0,196.0,219.0,4069.0509508935925,711.7850600035599,77
WayneSelden,691.5666666629999,325.0,66.0,54.0,18.0,5.0,59.0,269.0,116.0,122.0,49.0,59.0,44.0,16.0,40.0,56.0,1425.994346552554,315.75951903788956,35
WesJohnson,1486.4500000099997,403.0,61.0,54.0,77.0,62.0,146.0,368.0,150.0,177.0,60.0,58.0,43.0,28.0,187.0,215.0,3123.4219018984586,405.84073096723426,74
WesleyIwundu,1020.333333324,229.0,57.0,30.0,33.0,12.0,81.0,218.0,93.0,46.0,9.0,47.0,34.0,36.0,101.0,137.0,2069.69829341574,242.65165321504455,62
WesleyMatthews,2131.4333333500003,802.0,172.0,84.0,76.0,16.0,140.0,697.0,283.0,402.0,153.0,101.0,83.0,28.0,170.0,198.0,4281.292857221877,756.5194877510756,63
WillBarton,2682.850000000001,1268.0,331.0,149.0,81.0,51.0,167.0,1029.0,465.0,423.0,156.0,226.0,182.0,70.0,339.0,409.0,5499.433035936728,1129.4869616303718,81
WillieCauleyStein,2013.4333333329996,932.0,172.0,109.0,78.0,66.0,185.0,772.0,388.0,13.0,3.0,247.0,153.0,131.0,379.0,510.0,4055.4336453112287,881.5904666993649,73
WillieReed,427.8999999850001,195.0,10.0,19.0,9.0,22.0,56.0,121.0,81.0,2.0,1.0,55.0,32.0,35.0,87.0,122.0,907.3984080947774,147.7830247874959,42
WillyHernangomez,494.3166666590001,246.0,33.0,34.0,18.0,16.0,64.0,165.0,91.0,12.0,5.0,90.0,59.0,61.0,122.0,183.0,1017.2687387366338,212.4838101201962,48
WilsonChandler,2346.350000017,738.0,160.0,93.0,43.0,39.0,156.0,632.0,281.0,246.0,88.0,114.0,88.0,102.0,297.0,399.0,4777.222934719072,690.5611576688515,74
XavierMunford,20.75,3.0,4.0,2.0,1.0,0.0,4.0,6.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,41.36020968731705,7.334490734999999,6
XavierRathanMayes,117.78333333,29.0,18.0,11.0,6.0,3.0,18.0,42.0,12.0,14.0,1.0,9.0,4.0,0.0,5.0,5.0,244.18294655522416,52.003354498612765,5
XavierSilas,7.500000000000001,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,15.370832811859596,2.3442380501067994,2
YakubaOuattara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
YogiFerrell,2281.5333333369995,838.0,201.0,78.0,65.0,9.0,153.0,731.0,311.0,359.0,134.0,103.0,82.0,26.0,224.0,250.0,4565.002952823742,782.619132833997,82
ZachCollins,1045.4499999959999,292.0,52.0,59.0,17.0,31.0,133.0,290.0,115.0,113.0,35.0,42.0,27.0,45.0,176.0,221.0,2076.5744793665917,327.8599544843841,66
ZachLaVine,656.30000002,401.0,72.0,43.0,24.0,4.0,55.0,355.0,136.0,123.0,42.0,107.0,87.0,9.0,86.0,95.0,1363.2545850407757,405.65137550623143,24
ZachRandolph,1507.66666671,857.0,127.0,116.0,42.0,10.0,119.0,763.0,361.0,147.0,51.0,107.0,84.0,97.0,300.0,397.0,3018.346653520961,828.2856817938515,59
ZazaPachulia,971.716666634,373.0,109.0,74.0,38.0,17.0,122.0,263.0,149.0,1.0,0.0,93.0,75.0,89.0,231.0,320.0,2056.717172742903,344.82317917847996,69
ZhouQi,123.96666666900002,22.0,2.0,10.0,2.0,14.0,14.0,32.0,6.0,19.0,2.0,12.0,8.0,6.0,16.0,22.0,258.7452793794326,43.08752972637473,18
