playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_18-23 Long Jumper,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
DJ Mbenga,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.8,1.1,2.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,4.0,22.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ White,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.8,1.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daequan Cook,0.6666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.5,0.7804878048780488,0.7035175879396985,1.1333333333333333,0.75,0.0,0.0,0.7619047619047619,0.0,0.0,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.7999999999999998,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,6.0,64.0,140.0,306.0,6.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dahntay Jones,1.1232876712328768,2.0,0.0,0.0,1.7647058823529411,0.0,0.0,0.6818181818181818,0.6,0.4888888888888889,0.8524590163934426,3.0,0.0,3.0,0.0,0.8852459016393442,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0588235294117647,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,2.0,0.0,0.0,30.0,0.0,0.0,30.0,6.0,22.0,52.0,3.0,0.0,3.0,0.0,54.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damien Wilkins,1.3333333333333333,2.0,0.0,0.0,1.6,0.0,0.0,0.23529411764705882,0.36363636363636365,0.5454545454545454,0.8125,1.2307692307692308,0.0,0.0,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,8.0,0.0,0.0,4.0,4.0,18.0,52.0,48.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Gadzuric,2.0,0.0,0.0,0.0,1.878787878787879,0.0,0.0,0.875,0.7692307692307693,0.7407407407407407,0.9230769230769231,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,62.0,0.0,0.0,14.0,20.0,40.0,12.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Gibson,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.6060606060606061,0.7707317073170732,1.2203389830508475,1.2000000000000002,0.0,0.0,0.6190476190476191,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,20.0,158.0,216.0,6.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo Gallinari,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,1.3333333333333333,0.0,0.36363636363636365,0.9444444444444444,1.2941176470588236,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,4.0,34.0,66.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Granger,1.7746478873239437,1.3333333333333333,0.0,0.0,1.875,2.0,0.0,0.425,0.7692307692307693,0.8285714285714286,0.7654320987654321,1.24009900990099,0.3333333333333333,0.0,0.0,0.8493150684931506,1.0,0.0,1.6666666666666667,1.2,0.8571428571428571,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4285714285714286,1.411764705882353,1.7142857142857142,3.0,0.0,0.0,1.4736842105263157,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,24.0,0.0,0.0,30.0,2.0,0.0,34.0,40.0,116.0,186.0,501.0,3.0,0.0,0.0,124.0,12.0,0.0,10.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,24.0,12.0,3.0,0.0,0.0,28.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Songaila,1.8181818181818181,0.0,0.0,0.0,2.0,0.0,0.0,0.7777777777777778,1.0909090909090908,0.7916666666666666,0.9672131147540983,0.0,0.0,0.0,0.0,1.2191780821917808,0.0,2.0,1.3333333333333333,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,6.0,0.0,0.0,42.0,24.0,38.0,118.0,0.0,0.0,0.0,0.0,178.0,0.0,2.0,32.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Darko Milicic,0.6666666666666666,2.0,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,1.0136986301369864,2.0,0.0,0.8857142857142857,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,74.0,0.0,0.0,20.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,74.0,2.0,0.0,62.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darnell Jackson,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4444444444444444,1.5,0.9411764705882353,0.47619047619047616,0.0,0.0,0.0,0.0,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,6.0,16.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrell Arthur,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.46153846153846156,0.5454545454545454,0.9024390243902439,0.6842105263157895,0.0,0.0,0.0,0.0,0.7555555555555555,2.0,0.0,0.9285714285714286,0.5,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,18.0,12.0,74.0,52.0,0.0,0.0,0.0,0.0,68.0,2.0,0.0,26.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Lee,1.7435897435897436,1.0,0.0,0.0,1.8974358974358974,0.0,0.0,0.5862068965517241,0.6,0.746031746031746,0.5862068965517241,0.0,0.0,0.0,0.0,1.0176322418136021,1.0,0.0,1.4893617021276595,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,2.0,0.0,0.0,148.0,0.0,0.0,34.0,24.0,94.0,34.0,0.0,0.0,0.0,0.0,404.0,2.0,0.0,70.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David West,1.8,1.3333333333333333,0.0,0.0,1.7857142857142858,0.0,0.0,0.7466666666666667,0.7096774193548387,0.7922437673130194,0.9717514124293786,0.6666666666666666,0.0,0.0,0.0,1.0689655172413792,2.0,0.0,1.1666666666666667,1.2857142857142858,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,4.0,0.0,0.0,50.0,0.0,0.0,112.0,110.0,286.0,172.0,12.0,0.0,0.0,0.0,248.0,6.0,0.0,70.0,18.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Jordan,2.0,0.0,0.0,0.0,1.5172413793103448,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6129032258064515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,44.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeSagana Diop,1.6666666666666667,0.0,0.0,0.0,2.0,0.0,0.0,0.14285714285714285,0.5,0.625,0.0,0.0,0.0,0.0,0.0,0.9433962264150944,2.0,0.0,0.7692307692307693,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeShawn Stevenson,1.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.47619047619047616,0.647887323943662,0.8470588235294118,0.6666666666666666,1.0,0.0,0.42105263157894735,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,46.0,72.0,6.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delonte West,1.6363636363636365,1.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.6,0.7647058823529411,0.9111111111111111,0.8235294117647058,1.1818181818181817,0.0,0.0,0.0,0.8378378378378378,0.0,0.0,0.0,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.3333333333333333,0.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,4.0,0.0,0.0,12.0,0.0,0.0,18.0,26.0,82.0,140.0,156.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Fisher,1.2972972972972974,0.0,0.0,0.0,0.0,0.0,0.0,0.7567567567567568,0.7586206896551724,0.8064516129032258,0.9326923076923077,1.1408450704225352,1.0,0.0,0.0,0.35714285714285715,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,1.8333333333333333,2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,22.0,50.0,194.0,243.0,9.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Deron Williams,1.43,0.6666666666666666,0.0,0.0,1.3333333333333333,0.0,2.0,0.7272727272727273,0.7368421052631579,1.0467289719626167,0.8615384615384616,0.9242424242424242,0.375,0.0,0.0,0.8095238095238095,0.0,0.0,0.6666666666666666,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,1.5,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,286.0,2.0,0.0,0.0,4.0,0.0,6.0,48.0,28.0,112.0,168.0,183.0,3.0,0.0,0.0,102.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Derrick Rose,1.553072625698324,1.5,0.0,0.0,1.8461538461538463,0.0,0.0,0.7733333333333333,0.7073170731707317,0.7980295566502463,0.808,0.78,0.0,0.0,0.0,0.8529411764705882,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.8823529411764706,1.4666666666666666,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,278.0,6.0,0.0,0.0,24.0,0.0,0.0,58.0,58.0,162.0,202.0,39.0,0.0,0.0,0.0,232.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,22.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Harris,1.2796934865900382,1.2,0.0,2.0,0.0,0.0,0.0,1.1063829787234043,0.6428571428571429,0.8120300751879699,0.6709677419354839,0.861878453038674,1.0909090909090908,0.5,0.0,0.7313432835820896,0.0,0.0,1.0,1.2,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.8,1.5,1.5,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,6.0,0.0,4.0,0.0,0.0,0.0,52.0,36.0,108.0,104.0,156.0,12.0,3.0,0.0,98.0,0.0,0.0,2.0,6.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,6.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dirk Nowitzki,1.372093023255814,0.8,0.0,0.0,1.7777777777777777,0.0,0.0,0.6666666666666666,0.9019607843137255,0.9576923076923077,0.8604651162790697,1.12,0.8571428571428571,0.0,0.0,0.9369369369369369,2.0,2.0,0.7741935483870968,1.0833333333333333,1.118279569892473,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.6,1.2,1.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,4.0,0.0,0.0,16.0,0.0,0.0,44.0,138.0,498.0,222.0,168.0,6.0,0.0,0.0,104.0,2.0,6.0,24.0,78.0,104.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.0,6.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic McGuire,1.565217391304348,2.0,0.0,0.0,1.4285714285714286,2.0,0.0,0.20512820512820512,0.5,0.9285714285714286,0.7216494845360825,1.5,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,20.0,2.0,0.0,8.0,6.0,26.0,70.0,6.0,0.0,0.0,0.0,42.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donte Greene,1.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.6153846153846154,0.8,0.4,0.6176470588235294,0.7916666666666667,1.5,0.0,0.0,0.7222222222222222,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,4.0,8.0,42.0,57.0,3.0,0.0,0.0,26.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorell Wright,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Gooden,1.2857142857142858,2.0,0.0,0.0,1.8461538461538463,0.0,0.0,1.0,0.6857142857142857,0.7578947368421053,0.7457627118644068,0.0,0.0,0.0,0.0,0.9714285714285714,2.0,0.0,1.2432432432432432,1.037037037037037,1.6363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,24.0,0.0,0.0,38.0,24.0,72.0,88.0,0.0,0.0,0.0,0.0,68.0,10.0,0.0,46.0,28.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
