playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_24-27 Three,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_24-27 Three
Chris Bosh,1.3814432989690721,0.0,0.0,0.0,1.8095238095238095,2.0,0.0,0.7088607594936709,0.49230769230769234,0.847457627118644,0.8645833333333334,1.0344827586206897,3.0,0.0,3.0,1.0457516339869282,0.0,0.0,1.03125,0.9333333333333333,0.7692307692307693,0.0,0.0,0.0,0.0,1.3898305084745763,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,134.0,0.0,0.0,0.0,114.0,4.0,0.0,56.0,32.0,200.0,166.0,30.0,3.0,0.0,3.0,160.0,0.0,0.0,66.0,28.0,10.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,10.0,0.0,0.0,0.0
Chris Duhon,1.4642857142857142,2.0,0.0,0.0,2.0,0.0,0.0,0.5263157894736842,0.875,0.42857142857142855,0.631578947368421,1.141304347826087,0.75,0.0,0.0,0.8292682926829268,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,82.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0,14.0,6.0,60.0,210.0,3.0,0.0,0.0,68.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
Chris Kaman,1.8,0.0,0.0,0.0,2.0,0.0,0.0,0.3783783783783784,0.30434782608695654,0.5660377358490566,2.0,0.0,0.0,0.0,0.0,0.9655172413793104,2.0,1.2,1.145945945945946,0.8461538461538461,0.4,0.0,0.0,0.0,0.0,1.04,0.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,20.0,0.0,0.0,28.0,14.0,30.0,2.0,0.0,0.0,0.0,0.0,196.0,2.0,12.0,212.0,22.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0
Chris Paul,1.6888888888888889,0.0,0.0,0.0,2.0,0.0,2.0,0.8671328671328671,0.9024390243902439,0.6666666666666666,0.8113207547169812,1.088709677419355,0.0,0.0,0.0,0.7295597484276729,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,14.0,0.0,4.0,124.0,74.0,96.0,86.0,135.0,0.0,0.0,0.0,116.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Quinn,0.9090909090909091,2.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666667,0.8,0.5714285714285714,0.8,1.096153846153846,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,8.0,16.0,57.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Wilcox,1.7575757575757576,0.0,0.0,0.0,1.7481481481481482,0.0,2.0,0.5277777777777778,0.5714285714285714,0.6388888888888888,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.2241379310344827,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,1.4754098360655739,0.0,0.0,1.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,236.0,0.0,2.0,76.0,44.0,46.0,12.0,0.0,0.0,0.0,0.0,144.0,2.0,4.0,142.0,8.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0
Chuck Hayes,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.8888888888888888,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2188841201716738,2.0,0.0,1.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Maggette,1.7906976744186047,0.0,0.0,0.0,2.0,0.0,2.0,0.40816326530612246,0.5714285714285714,0.7818181818181819,0.8110236220472441,0.679245283018868,0.0,0.0,0.0,0.9259259259259259,1.0,0.0,1.3333333333333333,1.25,1.1428571428571428,2.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,22.0,0.0,4.0,20.0,20.0,86.0,206.0,36.0,0.0,0.0,0.0,150.0,2.0,0.0,12.0,10.0,8.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Smith,1.7142857142857142,0.0,0.0,0.0,1.7647058823529411,0.0,0.0,0.7916666666666666,0.45454545454545453,0.967741935483871,0.6666666666666666,0.0,0.0,0.0,0.0,1.18,0.0,2.0,1.1162790697674418,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,60.0,0.0,0.0,76.0,10.0,30.0,6.0,0.0,0.0,0.0,0.0,236.0,0.0,2.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0
DJ Mbenga,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dahntay Jones,1.44,0.0,0.0,0.0,1.8,0.0,0.0,1.0666666666666667,0.43243243243243246,0.5901639344262295,0.8307692307692308,1.5,0.0,0.0,0.0,1.0297029702970297,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,2.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,36.0,0.0,0.0,48.0,16.0,36.0,108.0,6.0,0.0,0.0,0.0,104.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0
Damien Wilkins,1.837837837837838,2.0,0.0,0.0,1.4666666666666666,0.0,0.0,0.6086956521739131,0.6486486486486487,0.78,0.6835443037974683,1.3026315789473686,0.0,0.0,0.0,1.0,0.0,0.0,0.8888888888888888,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,1.2,0.0,0.0,2.0,0.0,0.0,0.0,68.0,2.0,0.0,0.0,22.0,0.0,0.0,28.0,24.0,78.0,108.0,99.0,0.0,0.0,0.0,90.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0
Dan Gadzuric,2.0,0.0,0.0,0.0,1.7297297297297298,0.0,0.0,0.3157894736842105,0.7058823529411765,0.7368421052631579,1.0,0.0,0.0,0.0,0.0,0.9552238805970149,0.0,0.8333333333333334,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,64.0,0.0,0.0,6.0,12.0,14.0,2.0,0.0,0.0,0.0,0.0,64.0,0.0,10.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Gibson,1.1666666666666667,0.0,0.0,0.0,2.0,0.0,0.0,0.2,0.0,0.23529411764705882,0.8888888888888888,1.4430379746835444,0.0,0.0,0.0,0.9714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,64.0,114.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Granger,1.875,2.0,0.0,0.0,1.8571428571428572,2.0,0.0,0.8484848484848485,0.9629629629629629,0.7079646017699115,0.7545454545454545,1.1339712918660285,0.0,0.0,0.0,1.125925925925926,0.0,2.0,1.7777777777777777,0.0,1.0,0.0,0.0,0.0,0.0,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,60.0,8.0,0.0,0.0,52.0,6.0,0.0,56.0,26.0,80.0,166.0,237.0,0.0,0.0,0.0,152.0,0.0,2.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
Darius Songaila,1.6666666666666667,0.0,0.0,0.0,2.0,0.0,2.0,0.7096774193548387,0.6153846153846154,0.5925925925925926,1.0285714285714285,0.0,0.0,0.0,0.0,1.2916666666666667,2.0,2.0,1.8333333333333333,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,2.0,22.0,8.0,16.0,72.0,0.0,0.0,0.0,0.0,62.0,2.0,4.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Darko Milicic,1.5714285714285714,0.0,0.0,0.0,1.8823529411764706,0.0,0.0,0.42857142857142855,0.2857142857142857,0.3333333333333333,0.6885245901639344,0.0,0.0,0.0,0.0,0.9047619047619048,0.6666666666666666,1.3333333333333333,0.9019607843137255,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,22.0,0.0,0.0,0.0,96.0,0.0,0.0,12.0,4.0,6.0,42.0,0.0,0.0,0.0,0.0,114.0,2.0,8.0,138.0,16.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,4.0,0.0,0.0,0.0
David Lee,1.8823529411764706,2.0,0.0,0.0,1.9245283018867925,0.0,0.0,0.5294117647058824,0.5,0.6086956521739131,0.5925925925925926,0.0,0.0,0.0,0.0,1.1976047904191616,1.0,2.0,1.0666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,1.1176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,64.0,4.0,0.0,0.0,102.0,0.0,0.0,18.0,2.0,14.0,16.0,0.0,0.0,0.0,0.0,200.0,2.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
David West,1.6,0.0,0.0,0.0,1.6923076923076923,0.0,0.0,0.7924528301886793,0.8888888888888888,0.8125,0.8344370860927153,0.8571428571428571,0.0,0.0,0.0,1.1461988304093567,0.0,0.0,1.2121212121212122,0.5,1.0,0.0,0.0,0.0,0.0,1.4782608695652173,0.0,0.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,22.0,0.0,0.0,84.0,40.0,156.0,126.0,18.0,0.0,0.0,0.0,196.0,0.0,0.0,40.0,2.0,6.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,4.0,0.0,0.0,0.0
DeSagana Diop,0.6666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.0,0.6153846153846154,0.6666666666666666,0.0,0.0,0.0,0.0,0.7397260273972602,0.0,2.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,38.0,0.0,0.0,4.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,54.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0
DeShawn Stevenson,1.7377049180327868,0.0,0.0,0.0,1.826086956521739,0.0,0.0,0.15384615384615385,1.5,0.693069306930693,0.8648648648648649,1.3548387096774193,3.0,0.0,0.0,0.7522935779816514,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,2.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,42.0,0.0,0.0,6.0,12.0,70.0,224.0,168.0,6.0,0.0,0.0,82.0,2.0,0.0,4.0,2.0,14.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0
Delonte West,1.5862068965517242,1.0,0.0,0.0,1.6,0.0,0.0,0.4666666666666667,0.6956521739130435,0.717391304347826,0.7692307692307693,1.064516129032258,0.0,0.0,0.0,1.0222222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,2.0,0.0,0.0,0.0,92.0,2.0,0.0,0.0,8.0,0.0,0.0,14.0,16.0,66.0,180.0,132.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0
Derek Fisher,1.1935483870967742,2.0,0.0,0.0,0.0,0.0,2.0,0.5806451612903226,0.6666666666666666,0.5230769230769231,0.7885304659498208,1.0588235294117647,1.2000000000000002,0.0,0.0,0.7102803738317757,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2.0,0.0,0.0,0.0,0.0,2.0,18.0,10.0,34.0,220.0,108.0,6.0,0.0,0.0,76.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deron Williams,1.4012738853503184,0.0,0.0,0.0,1.6,0.0,2.0,0.6956521739130435,0.9032258064516129,0.8613138686131386,0.9812734082397003,0.9815668202764978,1.0,0.0,0.0,0.8070175438596491,0.0,0.0,1.3333333333333333,0.0,0.0,2.0,3.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,8.0,0.0,2.0,48.0,28.0,118.0,262.0,213.0,3.0,0.0,0.0,138.0,0.0,0.0,8.0,0.0,0.0,2.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Harris,1.453416149068323,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.9333333333333333,0.8461538461538461,0.7789473684210526,0.8571428571428571,1.5,0.0,0.0,0.8661417322834646,0.0,0.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,24.0,0.0,0.0,20.0,28.0,66.0,74.0,24.0,3.0,0.0,0.0,110.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Dirk Nowitzki,1.4805194805194806,1.0,0.0,0.0,2.0,0.0,0.0,0.8235294117647058,0.8775510204081632,0.9934065934065934,1.02880658436214,1.2549019607843137,0.0,0.0,0.0,0.9565217391304348,2.0,0.0,0.8,1.2173913043478262,1.125,1.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,114.0,2.0,0.0,0.0,30.0,0.0,0.0,56.0,86.0,452.0,250.0,192.0,0.0,0.0,0.0,132.0,2.0,0.0,12.0,28.0,36.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0
Dorell Wright,1.103448275862069,0.0,0.0,0.0,1.9,0.0,0.0,0.7586206896551724,0.8,0.8,0.7378640776699029,0.5,3.0,0.0,0.0,1.0416666666666667,2.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,38.0,0.0,0.0,22.0,8.0,56.0,76.0,9.0,3.0,0.0,0.0,50.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0
Drew Gooden,1.0,0.0,0.0,0.0,1.7307692307692308,0.0,0.0,0.5,0.676923076923077,0.9905660377358491,0.7073170731707317,0.0,0.0,0.0,0.0,1.0754716981132075,0.0,0.6666666666666666,1.0,0.9,1.1111111111111112,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,90.0,0.0,0.0,32.0,44.0,210.0,58.0,0.0,0.0,0.0,0.0,114.0,0.0,2.0,74.0,36.0,20.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,4.0,0.0,0.0,0.0
Dwayne Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Howard,1.5555555555555556,2.0,0.0,0.0,1.8557692307692308,0.0,0.0,0.5233644859813084,0.35294117647058826,0.4,0.0,1.5,0.0,0.0,0.0,1.0410958904109588,1.3333333333333333,0.6666666666666666,1.0838709677419356,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.443298969072165,2.0,0.0,2.0,2.0,0.0,0.0,28.0,2.0,0.0,0.0,386.0,0.0,0.0,56.0,6.0,4.0,0.0,3.0,0.0,0.0,0.0,228.0,4.0,2.0,168.0,18.0,0.0,0.0,0.0,0.0,0.0,140.0,2.0,0.0,4.0,2.0,0.0,0.0
Dwyane Wade,1.5302013422818792,0.0,0.0,0.0,1.878787878787879,0.0,0.0,0.9666666666666667,1.0,0.6455696202531646,0.7966101694915254,0.9375,0.6000000000000001,0.0,0.0,0.9861111111111112,2.0,0.0,0.9473684210526315,0.6666666666666666,1.4285714285714286,0.6666666666666666,0.0,0.0,0.0,1.5454545454545454,0.0,0.0,1.5,0.0,0.0,0.0,228.0,0.0,0.0,0.0,62.0,0.0,0.0,58.0,48.0,102.0,188.0,60.0,3.0,0.0,0.0,142.0,2.0,0.0,18.0,2.0,10.0,2.0,0.0,0.0,0.0,34.0,0.0,0.0,6.0,0.0,0.0,0.0
Earl Barron,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.3157894736842105,0.5454545454545454,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Earl Boykins,1.4634146341463414,0.0,0.0,0.0,0.0,0.0,0.0,0.7323943661971831,0.6885245901639344,0.7421383647798742,0.7384615384615385,1.263959390862944,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,1.6666666666666667,1.5,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,42.0,118.0,96.0,249.0,0.0,0.0,0.0,90.0,0.0,0.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Earl Watson,1.625,2.0,0.0,0.0,0.0,0.0,2.0,0.6530612244897959,0.7407407407407407,0.7428571428571429,0.8296296296296296,0.9694323144104803,0.75,0.0,0.0,0.4835164835164835,0.0,0.0,0.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,104.0,4.0,0.0,0.0,0.0,0.0,2.0,32.0,20.0,52.0,112.0,222.0,3.0,0.0,0.0,44.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie House,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.5555555555555556,0.8333333333333334,0.8673469387755102,1.1214953271028036,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,60.0,170.0,120.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddy Curry,1.6774193548387097,0.0,0.0,0.0,1.8446601941747574,0.0,0.0,0.358974358974359,0.6153846153846154,0.2857142857142857,2.0,0.0,0.0,0.0,0.0,1.1333333333333333,0.0,1.5555555555555556,1.3664596273291925,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,1.471698113207547,0.0,0.0,0.0,2.0,0.0,0.0,52.0,0.0,0.0,0.0,190.0,0.0,0.0,56.0,16.0,4.0,4.0,0.0,0.0,0.0,0.0,442.0,0.0,14.0,220.0,14.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,2.0,0.0,0.0
Eduardo Najera,1.8571428571428572,2.0,0.0,0.0,1.7142857142857142,0.0,0.0,1.1,0.4,0.7428571428571429,0.6451612903225806,0.375,0.0,0.0,0.0,1.3736263736263736,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,26.0,2.0,0.0,0.0,24.0,0.0,0.0,22.0,4.0,26.0,20.0,3.0,0.0,0.0,0.0,250.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0
Elton Brand,1.849056603773585,2.0,0.0,0.0,1.9523809523809523,2.0,2.0,0.8444444444444444,0.8654970760233918,0.856338028169014,0.5666666666666667,3.0,0.0,0.0,0.0,1.1527093596059113,0.5,0.0,1.5692307692307692,1.543859649122807,1.3529411764705883,0.0,0.0,0.0,0.0,1.1818181818181819,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,82.0,2.0,2.0,114.0,148.0,304.0,34.0,3.0,0.0,0.0,0.0,234.0,4.0,0.0,102.0,88.0,46.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
Emeka Okafor,0.8,0.0,0.0,0.0,1.8571428571428572,0.0,0.0,0.65,0.8461538461538461,0.6,0.75,0.0,0.0,0.0,0.0,1.1403508771929824,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,208.0,0.0,0.0,52.0,44.0,42.0,6.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,104.0,16.0,6.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,4.0,0.0,0.0,0.0
Erick Dampier,1.7142857142857142,0.0,0.0,0.0,1.8695652173913044,0.0,0.0,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0743801652892562,2.0,1.0,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,172.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,4.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
Ersan Ilyasova,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.75,0.0,0.5714285714285714,0.6333333333333333,1.2260869565217392,0.0,0.0,0.0,1.088235294117647,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,24.0,38.0,141.0,0.0,0.0,0.0,74.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Etan Thomas,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.10810810810810811,0.6666666666666666,1.0769230769230769,2.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.0,2.0,1.4285714285714286,2.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,110.0,0.0,0.0,4.0,4.0,14.0,2.0,0.0,0.0,0.0,0.0,80.0,0.0,12.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Elson,2.0,0.0,0.0,0.0,1.5918367346938775,0.0,0.0,0.23076923076923078,0.5,0.8333333333333334,0.64,0.0,0.0,0.0,0.0,1.2777777777777777,2.0,0.0,0.8,1.3333333333333333,1.2,0.0,0.0,0.0,0.0,1.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,78.0,0.0,0.0,6.0,6.0,40.0,16.0,0.0,0.0,0.0,0.0,92.0,4.0,0.0,16.0,4.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
