playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_24-27 Three,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_24-27 Three
Marvin Williams,1.3103448275862069,0.0,0.0,0.0,1.6428571428571428,0.0,0.0,0.8372093023255814,0.5,0.9026548672566371,0.842911877394636,0.7714285714285714,1.5,0.0,0.0,0.782608695652174,0.0,0.0,1.4666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,46.0,0.0,0.0,36.0,10.0,102.0,220.0,27.0,3.0,0.0,0.0,108.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barnes,1.7,2.0,0.0,0.0,1.8823529411764706,0.0,0.0,0.4262295081967213,0.36363636363636365,0.3157894736842105,0.8,1.07035175879397,3.0,0.0,0.0,1.0769230769230769,0.4444444444444444,2.0,1.1724137931034482,2.0,0.0,0.0,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,2.0,0.0,0.0,0.0,68.0,10.0,0.0,0.0,32.0,0.0,0.0,26.0,4.0,6.0,104.0,213.0,3.0,0.0,0.0,98.0,4.0,2.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0
Matt Bonner,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.8421052631578947,0.8571428571428571,1.2162162162162162,0.0,0.0,0.0,1.1111111111111112,0.0,2.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,20.0,10.0,16.0,36.0,90.0,0.0,0.0,0.0,30.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0
Matt Carroll,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.032258064516129,0.7142857142857143,0.8181818181818182,0.8793774319066148,1.2000000000000002,1.5,0.0,0.0,0.8148148148148148,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,20.0,72.0,226.0,168.0,6.0,0.0,0.0,66.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Maurice Evans,1.7142857142857142,0.0,0.0,0.0,2.0,0.0,0.0,0.6818181818181818,0.9743589743589743,0.6444444444444445,0.8440366972477065,0.9850746268656716,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,1.2,0.0,1.5,0.0,0.0,0.0,0.0,1.0476190476190477,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,62.0,0.0,0.0,30.0,38.0,58.0,92.0,66.0,0.0,0.0,0.0,80.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Mehmet Okur,1.3714285714285714,0.0,0.0,0.0,1.9285714285714286,0.0,0.0,0.6363636363636364,0.9130434782608695,1.0138888888888888,0.9441624365482234,1.198051948051948,0.0,0.0,0.0,0.9523809523809523,0.0,1.0,1.1666666666666667,0.5,2.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,54.0,0.0,0.0,56.0,42.0,146.0,186.0,369.0,0.0,0.0,0.0,140.0,0.0,6.0,42.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Melvin Ely,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.25,1.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,1.0,0.5714285714285714,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metta World Peace,1.5151515151515151,2.0,0.0,0.0,1.9,0.0,0.0,0.5588235294117647,0.625,0.6956521739130435,0.7452471482889734,1.1707317073170733,1.5,0.0,0.0,0.9765258215962441,0.5,0.0,1.0,1.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.8,2.0,0.0,2.0,1.3333333333333333,0.0,0.0,150.0,2.0,0.0,0.0,38.0,0.0,0.0,38.0,20.0,64.0,196.0,240.0,3.0,0.0,0.0,208.0,2.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,2.0,4.0,0.0,0.0
Michael Redd,1.6363636363636365,2.0,0.0,0.0,1.6363636363636365,0.0,2.0,0.8735632183908046,0.45454545454545453,0.935064935064935,0.7419354838709677,1.0540540540540542,1.5,0.0,0.0,1.1515151515151516,1.3333333333333333,0.0,0.6666666666666666,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,108.0,4.0,0.0,0.0,18.0,0.0,4.0,76.0,20.0,144.0,138.0,234.0,12.0,0.0,0.0,266.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Mickael Gelabale,1.6363636363636365,0.0,0.0,0.0,1.8666666666666667,0.0,0.0,0.5714285714285714,0.46153846153846156,0.6363636363636364,0.631578947368421,0.6666666666666666,0.0,0.0,0.0,1.263157894736842,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,28.0,0.0,0.0,8.0,6.0,28.0,48.0,12.0,0.0,0.0,0.0,72.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Mickael Pietrus,1.7647058823529411,2.0,0.0,0.0,1.9111111111111112,0.0,0.0,0.42857142857142855,0.4444444444444444,0.6,0.8156862745098039,1.0952380952380951,0.0,0.0,0.0,0.95,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.2380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,90.0,4.0,0.0,0.0,86.0,0.0,0.0,12.0,4.0,12.0,208.0,69.0,0.0,0.0,0.0,76.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Bibby,1.4509803921568627,2.0,0.0,0.0,0.0,0.0,0.0,0.7111111111111111,0.7368421052631579,0.8507462686567164,0.829736211031175,1.0788177339901477,0.6000000000000001,0.0,0.0,0.7671232876712328,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,14.0,114.0,346.0,438.0,6.0,0.0,0.0,56.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Dunleavy,1.6,2.0,0.0,0.0,1.8461538461538463,0.0,0.0,0.4444444444444444,0.5454545454545454,0.8088235294117647,0.8205128205128205,0.9636363636363636,0.0,0.0,0.0,1.4,0.4444444444444444,2.0,1.0909090909090908,1.3333333333333333,1.3333333333333333,0.8,0.0,0.0,0.0,1.4444444444444444,0.0,0.0,2.0,0.0,0.0,0.0,64.0,8.0,0.0,0.0,24.0,0.0,0.0,20.0,18.0,110.0,192.0,159.0,0.0,0.0,0.0,154.0,4.0,2.0,12.0,8.0,12.0,4.0,0.0,0.0,0.0,26.0,0.0,0.0,4.0,0.0,0.0,0.0
Mike James,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.8484848484848485,0.6153846153846154,0.84,0.7373737373737373,1.0598802395209581,0.0,0.0,0.0,0.6206896551724138,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,16.0,42.0,146.0,177.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Miller,1.3580246913580247,2.0,0.0,0.0,2.0,0.0,0.0,0.6206896551724138,0.5,0.7317073170731707,0.8,1.2380952380952381,1.32,0.0,0.0,1.2222222222222223,0.5,0.0,1.25,2.0,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,110.0,2.0,0.0,0.0,18.0,0.0,0.0,18.0,6.0,30.0,172.0,546.0,33.0,0.0,0.0,154.0,2.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0
Mikki Moore,1.5,0.0,0.0,0.0,1.801980198019802,0.0,0.0,0.9473684210526315,0.25,1.1546391752577319,1.1538461538461537,0.0,0.0,0.0,0.0,1.008695652173913,0.0,2.0,0.8,0.75,1.0,0.0,0.0,0.0,0.0,1.2258064516129032,0.0,0.0,2.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,182.0,0.0,0.0,18.0,2.0,112.0,90.0,0.0,0.0,0.0,0.0,116.0,0.0,2.0,24.0,6.0,2.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,4.0,2.0,0.0,0.0
Mo Williams,1.6,0.0,0.0,0.0,2.0,0.0,1.0,0.6197183098591549,1.169811320754717,0.9298892988929889,0.8977777777777778,1.089385474860335,0.0,0.0,0.0,0.8588235294117647,0.8,0.0,1.3333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,2.0,0.0,2.0,44.0,62.0,252.0,202.0,195.0,0.0,0.0,0.0,146.0,4.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0
Monta Ellis,1.7081081081081082,1.4444444444444444,0.0,0.0,1.935483870967742,0.0,0.0,0.5783132530120482,0.5641025641025641,0.7672955974842768,0.6572769953051644,1.0,3.0,0.0,0.0,0.802547770700637,0.2222222222222222,0.0,0.8571428571428571,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.6470588235294117,0.0,0.0,0.0,2.0,0.0,0.0,316.0,26.0,0.0,0.0,60.0,0.0,0.0,48.0,22.0,122.0,140.0,81.0,3.0,0.0,0.0,126.0,2.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,4.0,0.0,0.0
Nate Robinson,1.46875,2.0,0.0,0.0,1.0,0.0,0.0,0.9411764705882353,1.0,0.72,0.8125,1.1958041958041958,0.0,1.0,0.0,0.7126436781609196,2.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,94.0,2.0,0.0,0.0,2.0,0.0,0.0,16.0,14.0,36.0,104.0,171.0,0.0,3.0,0.0,62.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Nazr Mohammed,2.0,0.0,0.0,0.0,1.76,0.0,0.0,0.875,0.8571428571428571,0.8648648648648649,0.8,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,2.0,0.8421052631578947,1.0,0.5,0.0,0.0,0.0,0.0,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,44.0,0.0,0.0,14.0,12.0,32.0,4.0,0.0,0.0,0.0,0.0,72.0,0.0,2.0,16.0,2.0,4.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
Nenad Krstic,2.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.4,1.2,0.875,0.9142857142857143,0.0,0.0,0.0,0.0,1.2043010752688172,0.0,2.0,1.0158730158730158,1.2,1.3333333333333333,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,6.0,42.0,64.0,0.0,0.0,0.0,0.0,112.0,0.0,2.0,64.0,12.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0
Nene,1.2173913043478262,0.0,0.0,0.0,1.8584070796460177,0.0,0.0,0.5185185185185185,0.5,0.4482758620689655,0.4,0.0,0.0,0.0,0.0,1.1533742331288344,0.0,2.0,1.0144927536231885,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,1.5555555555555556,0.0,0.0,0.0,28.0,0.0,0.0,0.0,210.0,0.0,0.0,14.0,6.0,26.0,4.0,0.0,0.0,0.0,0.0,188.0,0.0,6.0,70.0,4.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0
Nick Collison,1.8571428571428572,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.4126984126984127,0.56,0.6265060240963856,0.7368421052631579,0.0,0.0,0.0,0.0,1.2268041237113403,1.0,1.0,0.7368421052631579,0.625,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,96.0,0.0,0.0,26.0,14.0,52.0,28.0,0.0,0.0,0.0,0.0,238.0,2.0,2.0,42.0,10.0,2.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,2.0,0.0,0.0,0.0
PJ Tucker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pau Gasol,1.4090909090909092,0.0,0.0,0.0,1.9666666666666666,0.0,0.0,0.8120300751879699,0.8888888888888888,0.9640287769784173,0.8,0.8571428571428571,0.0,1.5,0.0,0.9764705882352941,0.0,1.5,1.135135135135135,1.3076923076923077,1.0,0.0,0.0,0.0,0.0,1.4482758620689655,0.0,0.0,1.6666666666666667,2.0,0.0,0.0,62.0,0.0,0.0,0.0,118.0,0.0,0.0,108.0,56.0,134.0,44.0,6.0,0.0,3.0,0.0,166.0,0.0,6.0,126.0,34.0,6.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,10.0,6.0,0.0,0.0
Paul Millsap,1.5,0.0,0.0,0.0,1.8974358974358974,0.0,2.0,0.5306122448979592,0.8421052631578947,0.75,0.7619047619047619,1.0,0.0,0.0,0.0,1.09375,0.0,0.0,1.6,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,74.0,0.0,2.0,26.0,16.0,24.0,16.0,3.0,0.0,0.0,0.0,210.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Pierce,1.6721311475409837,0.0,0.0,0.0,2.0,0.0,2.0,0.6153846153846154,0.6,0.8108108108108109,0.896969696969697,1.1617021276595745,0.6000000000000001,0.0,0.0,0.8055555555555556,0.0,0.0,1.0,1.3333333333333333,0.8888888888888888,0.0,3.0,0.0,0.0,1.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,10.0,0.0,2.0,16.0,18.0,120.0,148.0,273.0,3.0,0.0,0.0,116.0,0.0,0.0,4.0,4.0,8.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0
Peja Stojakovic,1.6666666666666667,0.0,0.0,0.0,2.0,0.0,0.0,0.8,2.0,0.717948717948718,0.5714285714285714,1.2253521126760565,2.0,0.0,0.0,1.1818181818181819,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,4.0,28.0,20.0,87.0,6.0,0.0,0.0,26.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quentin Richardson,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5333333333333333,0.75,0.5,0.8571428571428571,1.0625,0.0,0.0,0.0,0.9,0.0,0.0,0.8,2.0,1.0,0.0,0.0,0.0,0.0,1.1538461538461537,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,12.0,0.0,0.0,16.0,6.0,14.0,102.0,204.0,0.0,0.0,0.0,90.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
Raja Bell,1.75,0.0,0.0,0.0,2.0,0.0,0.0,0.7,0.8888888888888888,0.7567567567567568,0.8477611940298507,1.2195845697329377,0.0,0.0,0.0,1.0123456790123457,0.0,0.0,2.0,0.0,0.8,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0,16.0,84.0,284.0,411.0,0.0,0.0,0.0,82.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajon Rondo,1.72,0.0,0.0,0.0,1.6666666666666667,0.0,2.0,0.6153846153846154,0.9375,0.6153846153846154,0.5714285714285714,0.25,0.0,0.6000000000000001,0.0,0.8356164383561644,0.2,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,86.0,0.0,0.0,0.0,20.0,0.0,2.0,48.0,30.0,24.0,28.0,3.0,0.0,3.0,0.0,122.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
Randy Foye,1.675,0.0,0.0,0.0,1.75,0.0,0.0,0.7777777777777778,0.7333333333333333,0.7272727272727273,0.7019867549668874,1.25,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.3333333333333333,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,134.0,0.0,0.0,0.0,14.0,0.0,0.0,56.0,22.0,64.0,106.0,165.0,0.0,0.0,0.0,70.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,4.0,0.0,0.0
Rashard Lewis,1.5789473684210527,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.9032258064516129,0.825,0.9016393442622951,0.8285714285714286,1.1785714285714286,0.0,0.0,0.0,0.9247311827956989,1.0,0.0,1.1111111111111112,1.4545454545454546,0.75,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,44.0,0.0,0.0,112.0,66.0,110.0,116.0,363.0,0.0,0.0,0.0,86.0,2.0,0.0,30.0,16.0,6.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
Rasual Butler,1.5,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.8125,0.7428571428571429,0.7114093959731543,0.736318407960199,1.16793893129771,0.0,0.0,0.0,0.9508196721311475,0.0,0.0,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,2.0,2.0,0.0,0.0,24.0,0.0,0.0,0.0,20.0,0.0,0.0,26.0,26.0,106.0,148.0,306.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
Ray Allen,1.7619047619047619,2.0,0.0,0.0,2.0,0.0,2.0,0.5974025974025974,0.835820895522388,0.8901734104046243,0.801762114537445,1.1333333333333333,1.0,0.0,0.0,0.7433628318584071,0.6666666666666666,0.0,1.5,1.5,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,148.0,4.0,0.0,0.0,4.0,0.0,4.0,46.0,56.0,154.0,182.0,408.0,9.0,0.0,0.0,84.0,2.0,0.0,12.0,12.0,6.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,2.0,0.0,0.0
Raymond Felton,1.5841584158415842,0.0,0.0,0.0,2.0,0.0,0.0,0.6440677966101694,0.32,0.7142857142857143,0.7804878048780488,1.04296875,0.0,0.0,0.0,0.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,4.0,0.0,0.0,38.0,8.0,60.0,192.0,267.0,0.0,0.0,0.0,138.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0
Reggie Evans,1.6666666666666667,0.0,0.0,0.0,1.6,0.0,0.0,0.8235294117647058,0.0,1.2307692307692308,0.3333333333333333,0.0,0.0,0.0,0.0,1.144927536231884,0.6666666666666666,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,158.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0
Renaldo Balkman,1.6666666666666667,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.3333333333333333,0.0,0.375,0.3076923076923077,0.5454545454545454,0.0,0.0,0.0,1.008849557522124,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,64.0,0.0,0.0,4.0,0.0,6.0,8.0,6.0,0.0,0.0,0.0,114.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Hamilton,1.7611940298507462,0.0,0.0,0.0,2.0,0.0,0.0,0.7912087912087912,1.0,0.8,0.8767123287671232,1.1454545454545455,1.5,0.0,0.0,0.9511111111111111,2.0,0.0,1.3333333333333333,1.263157894736842,0.75,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,16.0,0.0,0.0,72.0,118.0,272.0,192.0,63.0,3.0,0.0,0.0,214.0,2.0,0.0,12.0,24.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Jefferson,1.131578947368421,0.0,0.0,0.0,1.7560975609756098,0.0,0.0,0.9545454545454546,0.5555555555555556,0.975,0.6702127659574468,1.1927710843373494,0.0,0.0,0.0,0.8990825688073395,2.0,0.0,2.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0769230769230769,0.0,0.0,2.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,72.0,0.0,0.0,42.0,10.0,78.0,126.0,99.0,0.0,0.0,0.0,98.0,4.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0
Roger Mason Jr.,1.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5454545454545454,0.9285714285714286,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,30.0,78.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnie Brewer,1.8,0.0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5882352941176471,0.6666666666666666,0.0,0.0,0.0,0.0,1.096774193548387,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,62.0,0.0,0.0,4.0,2.0,10.0,28.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronnie Price,1.2173913043478262,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,0.6363636363636364,0.96,1.0363636363636364,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,14.0,24.0,57.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
