playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_18-23 Long Jumper,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_18-23 Long Jumper,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
John Wall,1.7532467532467533,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.4473684210526316,0.7391304347826086,0.36470588235294116,0.43346007604562736,1.1017699115044248,0.7777777777777777,0.0,0.0,0.8685714285714285,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,1.6470588235294117,1.6285714285714286,3.0,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,10.0,0.0,0.0,0.0,0.0,46.0,0.0,2.0,34.0,34.0,62.0,114.0,249.0,21.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,112.0,114.0,15.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Leuer,1.2307692307692308,1.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.9629629629629629,0.5882352941176471,1.103448275862069,0.6666666666666666,1.5,0.0,0.0,0.0,1.2,2.0,0.0,0.8571428571428571,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,26.0,10.0,32.0,22.0,69.0,0.0,0.0,0.0,30.0,2.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas Jerebko,1.8,2.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.3076923076923077,0.0,0.3333333333333333,1.105263157894737,1.0,0.0,0.0,0.0,1.148936170212766,0.0,0.0,0.8888888888888888,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,4.0,42.0,51.0,0.0,0.0,0.0,54.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas Valanciunas,1.4814814814814814,0.0,0.0,0.0,0.0,0.0,1.8596491228070176,0.0,1.6,0.6865671641791045,1.0,0.5671641791044776,0.64,0.0,0.0,0.0,0.0,0.9836065573770492,1.2307692307692308,1.6666666666666667,1.1710526315789473,0.6666666666666666,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2881355932203389,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,8.0,46.0,28.0,38.0,16.0,0.0,0.0,0.0,0.0,120.0,16.0,20.0,178.0,18.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Crawford,1.320754716981132,1.6666666666666667,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.8333333333333334,0.9090909090909091,0.7714285714285715,0.4835164835164835,0.9281767955801105,0.5294117647058824,0.0,0.0,0.8,1.0,0.0,1.0,1.2,1.0666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.4285714285714286,1.5454545454545454,1.2413793103448276,1.2439024390243902,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,70.0,10.0,2.0,0.0,0.0,0.0,10.0,0.0,2.0,80.0,50.0,54.0,44.0,168.0,9.0,0.0,0.0,36.0,4.0,0.0,10.0,12.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,34.0,36.0,51.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
Jordan Farmar,1.375,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.45454545454545453,0.7272727272727273,0.3333333333333333,0.8571428571428571,1.3095238095238095,1.0,0.0,0.0,0.4878048780487805,0.6666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,8.0,10.0,54.0,165.0,6.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
Jordan Hamilton,1.1428571428571428,0.5,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.9444444444444444,0.6086956521739131,0.8,0.8307692307692308,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,3.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,4.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,34.0,14.0,8.0,54.0,147.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
Jordan Hill,2.0,0.0,0.0,0.0,0.0,0.0,1.794871794871795,2.0,0.0,0.8214285714285714,0.9,0.8936170212765957,0.6111111111111112,0.0,0.0,0.0,0.0,1.2727272727272727,1.1666666666666667,0.8,1.0,0.7777777777777778,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2692307692307692,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,70.0,6.0,0.0,46.0,18.0,42.0,22.0,0.0,0.0,0.0,0.0,140.0,14.0,4.0,104.0,14.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Gutierrez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.46153846153846156,1.2000000000000002,0.0,0.0,0.0,1.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,6.0,6.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Calderon,1.4857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.696969696969697,0.9574468085106383,1.29607250755287,1.0,0.0,0.0,1.096774193548387,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0526315789473684,0.9696969696969697,2.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,46.0,180.0,429.0,3.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,20.0,32.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Harrellson,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,1.0,0.25,1.2413793103448276,0.0,0.0,0.0,1.1578947368421053,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,36.0,0.0,0.0,0.0,22.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McRoberts,1.5333333333333334,0.8,2.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.6111111111111112,1.6,0.6206896551724138,0.576271186440678,1.13671875,0.6000000000000001,0.0,0.0,0.9565217391304348,0.0,0.0,1.5,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.5294117647058822,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,22.0,8.0,18.0,34.0,291.0,6.0,0.0,0.0,66.0,0.0,0.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Powell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Smith,1.719298245614035,1.2,0.0,0.0,0.0,0.0,1.9615384615384615,0.0,0.0,0.4247787610619469,0.3684210526315789,0.6213592233009708,0.7165354330708661,0.7792207792207791,0.0,0.0,0.0,1.103030303030303,0.4,2.0,0.9251700680272109,0.9230769230769231,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.4482758620689655,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,98.0,12.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,48.0,14.0,64.0,182.0,180.0,0.0,0.0,0.0,182.0,2.0,4.0,136.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Jrue Holiday,1.565217391304348,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.5483870967741935,0.7368421052631579,0.7536231884057971,0.5846153846153846,1.2295081967213115,0.0,0.0,0.0,0.7887323943661971,0.5,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,1.8,1.8333333333333333,3.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,72.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,34.0,14.0,52.0,38.0,75.0,0.0,0.0,0.0,56.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,18.0,22.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
Julyan Stone,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Hamilton,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kawhi Leonard,1.696969696969697,1.5555555555555556,0.0,0.0,0.0,0.0,1.875,0.0,0.0,0.9387755102040817,0.7647058823529411,0.8387096774193549,0.7592592592592593,1.1495327102803738,0.0,0.0,0.0,1.0754716981132075,1.1428571428571428,0.0,1.0769230769230769,2.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.3846153846153846,1.0769230769230769,1.5,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,14.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,46.0,26.0,52.0,82.0,123.0,0.0,0.0,0.0,114.0,8.0,0.0,14.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,36.0,14.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Bogans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelly Olynyk,1.5757575757575757,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4,0.5263157894736842,0.6071428571428571,0.7857142857142857,1.0294117647058822,0.0,0.0,0.0,1.2258064516129032,0.6666666666666666,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2222222222222223,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,18.0,10.0,34.0,44.0,105.0,0.0,0.0,0.0,152.0,2.0,2.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Kemba Walker,1.4107142857142858,1.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5517241379310345,0.6666666666666666,0.647887323943662,0.6405228758169934,1.0254545454545454,0.8181818181818181,0.0,0.0,0.7285714285714285,0.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.2941176470588236,1.4285714285714286,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,38.0,138.0,98.0,282.0,9.0,0.0,0.0,102.0,0.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,8.0,66.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendall Marshall,1.4915254237288136,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5161290322580645,0.9090909090909091,0.5333333333333333,0.6551724137931034,1.204225352112676,1.0344827586206897,0.0,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.5,0.0,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,16.0,38.0,171.0,30.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendrick Perkins,1.0,2.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.8780487804878049,1.1666666666666667,0.875,0.0,0.0,0.0,0.0,0.0,0.8846153846153846,0.0,0.0,0.7647058823529411,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,36.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenneth Faried,1.5813953488372092,0.0,0.0,2.0,0.0,0.0,1.8412698412698412,0.0,0.6666666666666666,0.6140350877192983,0.8823529411764706,0.6764705882352942,0.5263157894736842,0.0,0.0,0.0,0.0,1.076086956521739,0.75,1.6,0.984375,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53125,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,2.0,0.0,0.0,116.0,0.0,2.0,70.0,30.0,46.0,10.0,0.0,0.0,0.0,0.0,198.0,6.0,8.0,126.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kent Bazemore,1.6538461538461537,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.23076923076923078,0.4444444444444444,0.75,0.7857142857142857,0.896551724137931,1.2000000000000002,0.0,0.0,0.8484848484848485,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8888888888888888,1.9090909090909092,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,12.0,44.0,78.0,6.0,0.0,0.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,21.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Kentavious Caldwell-Pope,1.2380952380952381,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,0.0,0.0,0.6428571428571429,0.5454545454545454,0.7906976744186046,0.5765765765765766,0.9075630252100839,1.0,0.0,0.0,1.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,18.0,6.0,34.0,64.0,108.0,3.0,0.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenyon Martin,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4,0.5,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,1.1578947368421053,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,6.0,2.0,14.0,6.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Durant,1.609375,1.0,0.0,2.0,0.0,0.0,1.9529411764705882,2.0,1.3333333333333333,0.6456692913385826,0.8288288288288288,0.7932489451476793,0.8552631578947368,1.1171875,0.3333333333333333,0.0,0.0,1.2833333333333334,0.6666666666666666,0.0,0.8947368421052632,1.1282051282051282,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,1.2380952380952381,1.1904761904761905,1.0,1.5,3.0,0.0,0.0,1.7560975609756098,0.0,0.0,0.0,1.7777777777777777,1.6,2.0,0.0,0.0,0.0,0.0,206.0,18.0,0.0,2.0,0.0,0.0,166.0,2.0,4.0,82.0,92.0,188.0,130.0,429.0,3.0,0.0,0.0,154.0,4.0,0.0,34.0,44.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,50.0,18.0,69.0,3.0,0.0,0.0,72.0,0.0,0.0,0.0,16.0,8.0,4.0,0.0,0.0,0.0,0.0
