playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_09-12 Short Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Layup_24-27 Three,PPS_Layup_28-34 Deep,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_24-27 Three,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_09-12 Short Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Layup_24-27 Three,Points_Layup_28-34 Deep,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_24-27 Three
Tyrone Hill,0.5,0.0,0.0,1.6,0.0,0.0,0.0,0.4,0.4,1.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.7380952380952381,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrone Nesby,1.9090909090909092,0.0,0.0,1.7333333333333334,0.0,0.0,2.0,0.43243243243243246,0.8333333333333334,0.5977011494252874,0.8495575221238938,0.8571428571428571,0.0,0.0,0.0,0.9836065573770492,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,26.0,0.0,0.0,2.0,16.0,20.0,52.0,96.0,30.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyronn Lue,1.7272727272727273,2.0,0.0,0.0,0.0,0.0,2.0,0.5490196078431373,0.5,0.6902654867256637,0.9514563106796117,1.3728813559322033,1.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,2.0,0.0,0.0,0.0,0.0,2.0,28.0,16.0,78.0,98.0,162.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyson Chandler,2.0,0.0,0.0,1.8909090909090909,0.0,0.0,0.0,0.5714285714285714,0.6153846153846154,0.8484848484848485,0.4,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,104.0,0.0,0.0,0.0,20.0,8.0,28.0,4.0,0.0,0.0,0.0,0.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Alexander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.625,0.34782608695652173,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vin Baker,1.8823529411764706,0.0,0.0,1.935483870967742,0.0,0.0,1.3333333333333333,0.6422018348623854,0.6956521739130435,0.7073170731707317,0.8115942028985508,0.0,0.0,0.0,0.0,1.15625,0.4,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.8936170212765957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,60.0,0.0,0.0,4.0,70.0,16.0,58.0,56.0,0.0,0.0,0.0,0.0,222.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,46.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vince Carter,1.0888888888888888,0.0,0.0,1.7,0.0,0.0,1.0,0.9107142857142857,0.7441860465116279,0.625,0.8513513513513513,1.1295546558704452,0.0,0.0,0.0,0.9148936170212766,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.9166666666666666,0.56,1.0476190476190477,1.0,3.0,0.0,0.0,0.0,1.2156862745098038,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,98.0,0.0,0.0,68.0,0.0,0.0,2.0,102.0,64.0,120.0,252.0,279.0,0.0,0.0,0.0,86.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,14.0,22.0,4.0,6.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
Vitaly Potapenko,1.5,0.0,0.0,1.1428571428571428,0.0,0.0,2.0,0.7142857142857143,1.12,0.684931506849315,0.6666666666666666,0.0,0.0,0.0,0.0,0.9565217391304348,1.0,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,1.1304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,4.0,20.0,28.0,50.0,12.0,0.0,0.0,0.0,0.0,88.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vlade Divac,1.6744186046511629,2.0,0.0,1.9310344827586208,0.0,0.0,0.3333333333333333,0.5494505494505495,0.7368421052631579,0.7692307692307693,0.6285714285714286,1.0,0.0,0.0,0.0,1.0666666666666667,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.4,1.1136363636363635,0.3333333333333333,1.5,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,1.4285714285714286,1.3333333333333333,0.0,0.0,0.0,72.0,4.0,0.0,56.0,0.0,0.0,2.0,50.0,14.0,60.0,44.0,9.0,0.0,0.0,0.0,208.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,98.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0
Vladimir Radmanovic,1.8666666666666667,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.36363636363636365,0.15384615384615385,0.8,0.8048780487804879,1.282051282051282,1.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,24.0,0.0,0.0,0.0,12.0,2.0,20.0,66.0,150.0,3.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vladimir Stepania,1.5,0.0,0.0,1.8333333333333333,0.0,0.0,1.0,0.25,1.0,0.4,0.7567567567567568,0.0,0.0,0.0,0.0,1.0819672131147542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.972972972972973,1.1111111111111112,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,22.0,0.0,0.0,2.0,4.0,8.0,14.0,28.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Vonteego Cummings,1.8,0.0,0.0,2.0,0.0,0.0,0.0,0.8888888888888888,0.7692307692307693,0.7727272727272727,0.9375,0.7714285714285714,0.0,0.0,0.0,0.8275862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,10.0,34.0,30.0,27.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Voshon Lenard,1.5483870967741935,0.0,0.0,0.0,0.0,0.0,2.0,0.34615384615384615,0.7777777777777778,0.7737226277372263,0.7391304347826086,1.1073825503355705,1.0,0.0,0.0,1.1219512195121952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,1.2,1.0588235294117647,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,28.0,106.0,170.0,165.0,3.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,18.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0
Wally Szczerbiak,1.9,0.0,0.0,2.0,0.0,0.0,0.0,0.7769784172661871,0.9734513274336283,0.8225108225108225,1.0069444444444444,1.2272727272727273,0.0,0.0,0.0,1.0718954248366013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.368421052631579,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,152.0,0.0,0.0,28.0,0.0,0.0,0.0,108.0,110.0,190.0,290.0,162.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Walter McCarty,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,1.2,0.5,0.7931034482758621,1.08,1.5,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,6.0,10.0,46.0,54.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wang Zhi-zhi,1.5555555555555556,2.0,0.0,2.0,0.0,0.0,0.0,0.46153846153846156,0.7368421052631579,0.6,0.7368421052631579,1.2815533980582523,0.0,0.0,0.0,1.0555555555555556,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,4.0,0.0,0.0,0.0,6.0,14.0,12.0,28.0,132.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley Person,1.625,0.0,0.0,2.0,0.0,0.0,0.0,0.7222222222222222,0.76,1.0260223048327137,0.9282296650717703,1.311740890688259,1.5,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,24.0,0.0,0.0,0.0,26.0,38.0,276.0,194.0,324.0,9.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Solomon,1.7647058823529411,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3,0.5,0.5714285714285714,0.8433734939759037,0.8360655737704917,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,20.0,70.0,102.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Randolph,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5384615384615384,0.75,0.2,0.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.2,2.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Zeljko Rebraca,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.8301886792452831,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,1.3670886075949367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1147540983606556,0.88,1.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,44.0,0.0,0.0,0.0,42.0,44.0,28.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Zendon Hamilton,1.0,0.0,0.0,1.7241379310344827,0.0,0.0,0.0,0.36363636363636365,0.6666666666666666,0.48484848484848486,0.6666666666666666,0.0,0.0,0.0,0.0,0.898876404494382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,4.0,16.0,12.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Zydrunas Ilgauskas,2.0,0.0,0.0,1.8181818181818181,0.0,0.0,2.0,0.6105263157894737,0.704225352112676,0.7068965517241379,0.42857142857142855,0.0,0.0,0.0,0.0,0.9649122807017544,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.9696969696969697,0.9565217391304348,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,60.0,0.0,0.0,2.0,58.0,50.0,82.0,6.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
