playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_09-12 Short Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Layup_24-27 Three,PPS_Layup_28-34 Deep,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_24-27 Three,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_09-12 Short Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Layup_24-27 Three,Points_Layup_28-34 Deep,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_24-27 Three
Kurt Thomas,1.794871794871795,2.0,0.0,1.8461538461538463,0.0,0.0,1.5,0.75,0.7883211678832117,0.8646288209606987,0.7741935483870968,0.75,0.0,0.0,0.0,1.2017543859649122,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.135135135135135,1.0666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,0.0,24.0,0.0,0.0,6.0,120.0,108.0,198.0,24.0,3.0,0.0,0.0,0.0,274.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,42.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwame Brown,2.0,0.0,0.0,1.8518518518518519,0.0,0.0,0.0,0.41509433962264153,0.45,0.6785714285714286,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,0.4,2.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,50.0,0.0,0.0,0.0,22.0,18.0,38.0,6.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamar Odom,1.5384615384615385,0.0,0.0,1.6,0.0,0.0,2.0,0.5714285714285714,0.8,0.41379310344827586,0.9090909090909091,0.6075949367088608,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3636363636363635,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,60.0,0.0,0.0,8.0,0.0,0.0,2.0,28.0,16.0,12.0,40.0,48.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Lamond Murray,1.75,1.0,0.0,1.6571428571428573,0.0,0.0,0.6666666666666666,0.8333333333333334,0.9836065573770492,0.8,0.7631578947368421,1.2621951219512195,0.0,0.0,0.0,0.7115384615384616,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.9090909090909091,1.1111111111111112,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,4.0,0.0,58.0,0.0,0.0,2.0,60.0,60.0,168.0,174.0,207.0,0.0,0.0,0.0,74.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,10.0,10.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larry Hughes,1.775,2.0,0.0,1.8571428571428572,0.0,0.0,0.5,0.5401459854014599,0.7058823529411765,0.7394957983193278,0.6666666666666666,0.6081081081081081,0.0,0.0,0.0,0.9752066115702479,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,142.0,6.0,0.0,52.0,0.0,0.0,2.0,74.0,36.0,88.0,92.0,45.0,0.0,0.0,0.0,118.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Larry Robinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latrell Sprewell,1.66,2.0,0.0,1.8461538461538463,0.0,0.0,0.6666666666666666,0.7580645161290323,0.676056338028169,0.7372013651877133,0.7436823104693141,1.08,0.5,0.0,0.0,0.6060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4545454545454546,1.4545454545454546,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,166.0,2.0,0.0,24.0,0.0,0.0,2.0,94.0,96.0,216.0,206.0,351.0,3.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Lawrence Funderburke,1.7777777777777777,0.0,0.0,1.8888888888888888,0.0,0.0,0.0,0.3076923076923077,0.5714285714285714,0.6666666666666666,0.6060606060606061,0.0,0.0,0.0,0.0,1.391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9655172413793104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,34.0,0.0,0.0,0.0,4.0,8.0,40.0,20.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Nailon,1.8333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,0.7796610169491526,0.6216216216216216,0.8559322033898306,0.7727272727272727,1.5,0.0,0.0,0.0,1.165644171779141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7272727272727273,1.3333333333333333,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,54.0,0.0,0.0,0.0,92.0,46.0,202.0,68.0,3.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Smith,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lindsey Hunter,1.4166666666666667,0.0,0.0,2.0,0.0,0.0,0.0,0.42857142857142855,0.4444444444444444,0.8,0.7375886524822695,1.1400000000000001,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,12.0,72.0,104.0,171.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loren Woods,2.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.0,0.8,0.0,0.35294117647058826,0.46153846153846156,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,8.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzen Wright,1.8181818181818181,0.0,0.0,1.7575757575757576,0.0,0.0,0.45454545454545453,0.5151515151515151,0.7111111111111111,0.7951807228915663,0.7058823529411765,0.0,0.0,0.0,0.0,1.1071428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8771929824561403,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,1.0476190476190477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,58.0,0.0,0.0,10.0,34.0,32.0,66.0,12.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucious Harris,1.1904761904761905,0.0,0.0,2.0,0.0,0.0,1.3333333333333333,0.967741935483871,0.5454545454545454,0.9574468085106383,0.8263473053892215,1.0941176470588234,1.5,0.75,0.0,1.2207792207792207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,0.0,0.0,4.0,30.0,6.0,90.0,138.0,93.0,3.0,3.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Malik Allen,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.7272727272727273,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,8.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malik Rose,1.5454545454545454,0.0,0.0,1.7857142857142858,0.0,0.0,0.0,0.52,0.7719298245614035,0.6705202312138728,0.6976744186046512,0.0,0.0,0.0,0.0,1.024390243902439,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,2.0,1.368421052631579,1.4285714285714286,2.0,2.0,0.0,0.0,0.0,0.0,0.9473684210526315,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,100.0,0.0,0.0,0.0,26.0,44.0,116.0,30.0,0.0,0.0,0.0,0.0,168.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Jackson,2.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.4,0.8888888888888888,0.6341463414634146,0.6923076923076923,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,12.0,8.0,26.0,18.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Camby,1.6521739130434783,0.0,0.0,1.92,0.0,0.0,0.0,0.7058823529411765,0.3684210526315789,0.7777777777777778,0.75,0.0,0.0,0.0,0.0,0.725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,48.0,0.0,0.0,0.0,24.0,14.0,28.0,6.0,0.0,0.0,0.0,0.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Marcus Fizer,1.8235294117647058,2.0,0.0,1.8064516129032258,0.0,0.0,0.0,0.6,0.7951807228915663,0.784688995215311,0.7692307692307693,0.6000000000000001,0.0,0.0,0.0,0.8708133971291866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2105263157894737,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,62.0,4.0,0.0,56.0,0.0,0.0,0.0,54.0,66.0,164.0,60.0,15.0,0.0,0.0,0.0,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Mark Blount,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,1.0769230769230769,0.5,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Bryant,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Jackson,1.951219512195122,0.0,0.0,0.0,0.0,0.0,1.0,0.56,0.75,0.8611111111111112,1.037037037037037,1.1521739130434783,0.0,1.0,0.0,0.6896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0,24.0,62.0,84.0,159.0,0.0,3.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Mark Madsen,1.4285714285714286,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.9473684210526315,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Pope,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.4,0.6666666666666666,0.5517241379310345,0.6666666666666666,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,2.0,4.0,16.0,6.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Strickland,2.0,0.0,0.0,1.8,0.0,0.0,1.0,0.13333333333333333,0.3333333333333333,0.6666666666666666,0.896551724137931,0.0,0.0,0.0,0.0,0.9767441860465116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,54.0,0.0,0.0,2.0,2.0,4.0,32.0,26.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateen Cleaves,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,0.8571428571428571,0.42857142857142855,0.8571428571428571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,6.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Harpring,1.6521739130434783,0.0,0.0,1.7777777777777777,0.0,0.0,0.8,0.6944444444444444,0.898876404494382,0.73,0.7,0.8571428571428571,0.0,0.0,0.0,1.2663755458515285,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8148148148148148,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,16.0,0.0,0.0,4.0,50.0,80.0,146.0,98.0,30.0,0.0,0.0,0.0,290.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Maurice Evans,2.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mengke Bateer,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.25,0.9523809523809523,0.4,1.0,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,20.0,8.0,12.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metta World Peace,1.6363636363636365,2.0,0.0,1.8,2.0,0.0,0.0,0.43636363636363634,1.1914893617021276,0.7289719626168224,0.7735849056603774,1.0367647058823528,0.6000000000000001,0.0,0.0,0.8495575221238938,1.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,36.0,2.0,0.0,36.0,2.0,0.0,0.0,24.0,56.0,78.0,82.0,141.0,3.0,0.0,0.0,96.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0
Michael Bradley,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Curry,2.0,0.0,0.0,1.8,0.0,0.0,2.0,0.5,0.2222222222222222,0.6857142857142857,0.8913043478260869,0.7058823529411764,0.0,0.0,0.0,0.926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,36.0,0.0,0.0,2.0,2.0,2.0,48.0,82.0,12.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Doleac,1.3333333333333333,0.0,0.0,2.0,0.0,0.0,2.0,0.5,1.1428571428571428,0.8051948051948052,0.7857142857142857,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,16.0,62.0,22.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Finley,1.53125,0.0,0.0,1.9565217391304348,2.0,0.0,2.0,0.989247311827957,1.0535714285714286,0.7185185185185186,0.8958990536277602,1.0612244897959184,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.6,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.7333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,98.0,0.0,0.0,90.0,2.0,0.0,2.0,92.0,118.0,194.0,284.0,156.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Michael Olowokandi,1.4,2.0,0.0,1.9148936170212767,0.0,0.0,0.0,0.6036036036036037,0.5034013605442177,0.3764705882352941,0.6666666666666666,0.0,0.0,0.0,0.0,0.9195402298850575,0.5,0.0,0.0,0.0,0.0,0.0,2.0,1.436241610738255,1.0112359550561798,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,2.0,0.0,90.0,0.0,0.0,0.0,134.0,74.0,32.0,4.0,0.0,0.0,0.0,0.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,214.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
