playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_24-27 Three,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_24-27 Three,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_24-27 Three,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_24-27 Three,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range
Eddie House,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.5,0.5833333333333334,0.7466666666666667,1.26,0.0,0.6000000000000001,0.0,0.375,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,42.0,112.0,126.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddy Curry,1.7142857142857142,1.0,0.0,1.8444444444444446,0.0,0.0,2.0,0.5138888888888888,0.3829787234042553,0.35294117647058826,0.2857142857142857,0.0,0.0,3.0,0.0,0.8498168498168498,0.0,0.0,0.0,1.7142857142857142,1.3217391304347825,1.0857142857142856,1.3333333333333333,0.0,0.0,0.0,0.0,1.8461538461538463,0.0,0.0,0.0,2.0,1.0,0.0,36.0,2.0,0.0,166.0,0.0,0.0,2.0,74.0,18.0,18.0,2.0,0.0,0.0,3.0,0.0,232.0,0.0,0.0,0.0,12.0,152.0,38.0,4.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,2.0,2.0,0.0
Eduardo Najera,1.5384615384615385,0.0,0.0,2.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.8387096774193549,0.46153846153846156,2.0,0.0,0.0,0.0,0.835820895522388,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,4.0,26.0,6.0,6.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Elton Brand,1.7446808510638299,0.0,0.0,1.9285714285714286,0.0,0.0,2.0,0.6941176470588235,0.6666666666666666,0.6764705882352942,0.6060606060606061,0.0,0.0,0.0,0.0,1.1086142322097379,0.0,0.0,0.0,2.0,1.565217391304348,1.7391304347826086,1.625,0.0,0.0,0.0,0.0,1.1282051282051282,0.0,0.0,0.0,2.0,0.0,0.0,82.0,0.0,0.0,54.0,0.0,0.0,2.0,118.0,68.0,138.0,20.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,6.0,72.0,40.0,26.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,2.0,0.0,0.0
Erick Dampier,1.5555555555555556,0.0,0.0,1.8938053097345133,0.0,0.0,0.0,0.32989690721649484,0.37037037037037035,0.8275862068965517,0.6666666666666666,0.0,0.0,0.0,0.0,1.1510791366906474,0.5,0.0,0.0,1.3333333333333333,1.1111111111111112,1.0,2.0,0.0,0.0,0.0,0.0,1.0294117647058822,0.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,214.0,0.0,0.0,0.0,32.0,10.0,24.0,2.0,0.0,0.0,0.0,0.0,160.0,6.0,0.0,0.0,4.0,80.0,6.0,2.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,2.0,0.0,0.0
Etan Thomas,1.8461538461538463,0.0,0.0,1.8444444444444446,2.0,0.0,0.0,0.24742268041237114,0.6,0.625,0.0,0.0,0.0,0.0,0.0,0.8301886792452831,1.1428571428571428,0.0,0.0,1.6,1.5517241379310345,0.6,0.0,0.0,0.0,0.0,0.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,166.0,2.0,0.0,0.0,24.0,18.0,30.0,0.0,0.0,0.0,0.0,0.0,132.0,8.0,0.0,0.0,8.0,90.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
Francisco Elson,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.5,0.8095238095238095,0.6875,0.0,0.0,0.0,0.0,1.0555555555555556,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,4.0,34.0,22.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,24.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0
Gerald Wallace,1.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.42857142857142855,0.7407407407407407,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,6.0,20.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Gilbert Arenas,1.8181818181818181,2.0,0.0,2.0,0.0,0.0,0.0,0.21686746987951808,0.6857142857142857,0.7272727272727273,0.6951871657754011,1.125,1.6666666666666667,0.0,0.0,0.5925925925925926,0.0,0.0,0.0,0.0,1.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,140.0,6.0,0.0,20.0,0.0,0.0,0.0,18.0,24.0,72.0,130.0,324.0,15.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
Hedo Turkoglu,1.0769230769230769,0.8571428571428571,0.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.6153846153846154,0.7640449438202247,0.8617021276595744,1.1042944785276072,1.5,0.0,0.0,0.8524590163934426,1.4285714285714286,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.6666666666666666,0.5,0.0,28.0,6.0,0.0,20.0,0.0,0.0,0.0,12.0,16.0,68.0,162.0,180.0,6.0,0.0,0.0,52.0,10.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,2.0,0.0
Jamaal Magloire,1.619047619047619,0.0,0.0,1.6896551724137931,0.0,0.0,0.0,0.3684210526315789,0.2962962962962963,0.8125,0.38095238095238093,0.0,0.0,0.0,0.0,0.9147982062780269,0.0,0.0,0.0,0.8,0.8787878787878788,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,1.3571428571428572,0.0,0.0,0.0,2.0,0.0,0.0,34.0,0.0,0.0,196.0,0.0,0.0,0.0,28.0,8.0,52.0,8.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,4.0,174.0,16.0,2.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,2.0,0.0,0.0
Jamaal Tinsley,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.7272727272727273,0.6666666666666666,0.6923076923076923,1.135135135135135,3.0,0.0,0.0,0.9767441860465116,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,16.0,54.0,168.0,6.0,0.0,0.0,42.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,0.0
Jamal Crawford,1.619047619047619,0.0,0.0,2.0,0.0,0.0,0.0,0.898876404494382,0.6666666666666666,0.686046511627907,0.8070175438596491,1.0492610837438425,0.4,0.0,0.75,0.6071428571428571,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,2.0,1.3333333333333333,0.0,68.0,0.0,0.0,36.0,0.0,0.0,0.0,80.0,54.0,118.0,276.0,426.0,6.0,0.0,3.0,68.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,4.0,0.0
James Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Posey,1.5319148936170213,0.0,0.0,1.75,0.0,0.0,0.0,0.7567567567567568,0.7142857142857143,0.6086956521739131,0.7307692307692307,1.1590909090909092,1.0,0.0,0.0,1.1377245508982037,1.0,0.0,0.0,0.0,1.103448275862069,0.0,2.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,72.0,0.0,0.0,84.0,0.0,0.0,0.0,28.0,20.0,28.0,114.0,204.0,3.0,0.0,0.0,190.0,4.0,0.0,0.0,0.0,32.0,0.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0
Jannero Pargo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,1.0769230769230769,0.6530612244897959,1.0793650793650793,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,32.0,68.0,51.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Jeffries,1.9,0.0,0.0,1.8461538461538463,0.0,0.0,0.0,0.24390243902439024,0.2702702702702703,0.5416666666666666,0.5423728813559322,0.6923076923076923,0.0,0.0,0.0,0.8717948717948718,2.0,0.0,0.0,1.3333333333333333,1.368421052631579,1.5,2.0,0.0,0.0,0.0,0.0,1.04,2.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,48.0,0.0,0.0,0.0,20.0,10.0,26.0,32.0,18.0,0.0,0.0,0.0,102.0,2.0,0.0,0.0,4.0,26.0,6.0,2.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0
Jason Collins,0.6666666666666666,0.0,0.0,1.8333333333333333,0.0,0.0,0.0,0.2608695652173913,0.7333333333333333,0.8043478260869565,0.47058823529411764,0.0,0.0,0.0,0.0,0.943089430894309,2.0,0.0,0.0,0.0,0.8888888888888888,0.4,2.0,0.0,0.0,0.0,0.0,0.8235294117647058,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,44.0,0.0,0.0,0.0,6.0,22.0,74.0,16.0,0.0,0.0,0.0,0.0,116.0,2.0,0.0,0.0,0.0,16.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0
Jason Kapono,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.896551724137931,0.6363636363636364,1.4444444444444444,0.0,3.0,0.0,1.0769230769230769,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,28.0,39.0,0.0,3.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Kidd,1.0114942528735633,2.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.8444444444444444,0.7745664739884393,0.7235772357723578,1.0358744394618835,0.0,0.0,0.6666666666666666,0.9320388349514563,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.4,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,2.0,0.0,0.0,88.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,38.0,134.0,178.0,231.0,0.0,0.0,6.0,96.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
Jason Richardson,1.6730769230769231,1.6470588235294117,0.0,1.8157894736842106,0.0,0.0,0.0,0.52,0.5901639344262295,0.6666666666666666,0.7283236994219653,0.8831775700934579,0.5,0.0,0.0,0.9746835443037974,0.625,0.0,0.0,2.0,1.2972972972972974,1.0,0.7272727272727273,1.0,0.0,0.0,0.0,1.25,1.0,0.0,0.0,2.0,0.0,0.0,174.0,28.0,0.0,138.0,0.0,0.0,0.0,78.0,36.0,124.0,126.0,189.0,3.0,0.0,0.0,154.0,10.0,0.0,0.0,2.0,48.0,14.0,16.0,4.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,4.0,0.0,0.0
Jason Terry,1.6734693877551021,0.0,0.0,2.0,0.0,0.0,0.0,0.9230769230769231,0.8222222222222222,0.8505747126436781,0.8449612403100775,1.0,1.0,1.0,0.0,0.7289719626168224,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,6.0,0.0,0.0,0.0,108.0,74.0,222.0,218.0,300.0,3.0,3.0,0.0,78.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Foster,1.8888888888888888,2.0,0.0,1.8545454545454545,2.0,0.0,2.0,0.36363636363636365,0.75,0.46511627906976744,0.5,0.0,0.0,0.0,0.0,1.0921052631578947,2.0,0.0,0.0,0.0,1.1111111111111112,2.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,2.0,0.0,0.0,34.0,4.0,0.0,102.0,4.0,0.0,2.0,8.0,6.0,20.0,8.0,0.0,0.0,0.0,0.0,166.0,2.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0
Jermaine ONeal,1.5,2.0,0.0,1.8518518518518519,2.0,0.0,1.0,0.5900383141762452,0.7043478260869566,0.78,0.723404255319149,0.2727272727272727,0.0,0.0,0.0,0.8316831683168316,0.2857142857142857,0.0,0.0,1.5,1.2820512820512822,1.25,1.0714285714285714,0.0,0.0,0.0,0.0,1.619047619047619,1.0,0.0,0.0,2.0,0.0,0.0,18.0,4.0,0.0,150.0,4.0,0.0,2.0,154.0,162.0,234.0,68.0,3.0,0.0,0.0,0.0,168.0,2.0,0.0,0.0,6.0,100.0,70.0,30.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,6.0,0.0,0.0
Jerry Stackhouse,1.8095238095238095,2.0,0.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.5714285714285714,0.5866666666666667,0.6557377049180327,0.9795918367346939,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,1.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,4.0,0.0,8.0,0.0,0.0,0.0,10.0,12.0,44.0,40.0,48.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,2.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Johnson,1.7692307692307692,0.0,0.0,1.7857142857142858,0.0,0.0,0.0,1.0215827338129497,0.6666666666666666,0.7836734693877551,0.8027210884353742,0.794701986754967,0.2727272727272727,0.0,0.0,0.8253968253968254,0.6666666666666666,0.0,0.0,0.0,1.5384615384615385,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,2.0,0.0,0.0,138.0,0.0,0.0,50.0,0.0,0.0,0.0,142.0,72.0,192.0,236.0,120.0,3.0,0.0,0.0,156.0,2.0,0.0,0.0,0.0,20.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0
Joe Smith,1.8333333333333333,0.0,0.0,1.8181818181818181,0.0,0.0,2.0,0.45161290322580644,0.9375,0.7652173913043478,0.8,1.5,0.0,0.0,0.0,0.9605263157894737,2.0,0.0,0.0,0.0,0.9166666666666666,1.0,2.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,80.0,0.0,0.0,2.0,28.0,60.0,176.0,64.0,3.0,0.0,0.0,0.0,146.0,2.0,0.0,0.0,0.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Przybilla,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.4,1.2,2.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
John Salmons,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.35294117647058826,0.5714285714285714,0.6086956521739131,0.6785714285714286,1.0666666666666667,0.0,0.0,0.0,0.9428571428571428,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,12.0,42.0,76.0,96.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Josh Howard,1.9259259259259258,0.0,0.0,1.7894736842105263,0.0,0.0,0.0,0.5581395348837209,0.5294117647058824,0.6388888888888888,0.5185185185185185,1.0384615384615383,0.0,0.0,0.0,1.0172413793103448,0.0,0.0,0.0,0.0,1.3333333333333333,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.6428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,34.0,0.0,0.0,0.0,48.0,18.0,46.0,42.0,54.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
Juwan Howard,1.6774193548387097,0.0,0.0,1.5555555555555556,0.0,0.0,0.0,0.684931506849315,0.8613138686131386,0.9006622516556292,0.6944444444444444,0.0,0.0,0.0,0.0,0.9832402234636871,2.0,0.0,0.0,0.0,0.9271523178807947,0.8524590163934426,0.8,0.0,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,56.0,0.0,0.0,0.0,100.0,118.0,272.0,50.0,0.0,0.0,0.0,0.0,176.0,4.0,0.0,0.0,0.0,140.0,52.0,16.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Bogans,1.44,0.0,0.0,2.0,0.0,0.0,0.0,0.5333333333333333,0.8333333333333334,0.5853658536585366,0.8333333333333334,0.8653846153846153,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,36.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,20.0,24.0,120.0,90.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0
Kendrick Perkins,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenyon Martin,1.2083333333333333,0.0,0.0,1.7752808988764044,0.0,0.0,0.0,0.5393258426966292,0.6511627906976745,0.696969696969697,0.7358490566037735,0.8333333333333334,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,2.0,0.9739130434782609,0.8,0.8,0.0,0.0,0.0,0.0,1.5368421052631578,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,58.0,0.0,0.0,158.0,0.0,0.0,0.0,48.0,28.0,92.0,78.0,15.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,4.0,112.0,16.0,4.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,10.0,0.0,0.0
Kevin Garnett,1.65,0.0,0.0,1.9565217391304348,0.0,0.0,0.0,0.801980198019802,0.8082191780821918,0.7447447447447447,0.9289940828402367,0.8333333333333334,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.3846153846153846,1.3770491803278688,1.303030303030303,1.3333333333333333,0.0,0.0,0.0,1.2765957446808511,0.0,0.0,0.0,1.5,0.0,0.0,66.0,0.0,0.0,180.0,0.0,0.0,0.0,162.0,118.0,248.0,314.0,30.0,3.0,0.0,0.0,178.0,0.0,0.0,0.0,2.0,72.0,84.0,86.0,4.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,12.0,0.0,0.0
Keyon Dooling,1.7142857142857142,2.0,0.0,1.75,0.0,0.0,0.0,0.8148148148148148,0.7692307692307693,0.6363636363636364,0.7289719626168224,0.5526315789473684,0.0,0.0,0.0,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,14.0,0.0,0.0,0.0,22.0,20.0,42.0,78.0,21.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirk Hinrich,1.5319148936170213,0.0,0.0,2.0,0.0,0.0,0.0,0.7924528301886793,0.7368421052631579,0.6736842105263158,0.72,1.1704918032786884,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,72.0,0.0,0.0,4.0,0.0,0.0,0.0,42.0,28.0,64.0,108.0,357.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
Kobe Bryant,1.6274509803921569,0.5,0.0,1.7333333333333334,0.0,0.0,1.0,0.6153846153846154,0.8,0.7329192546583851,0.7040816326530612,1.125,0.5,0.0,0.0,0.8910891089108911,0.8,0.0,0.0,2.0,0.75,1.2307692307692308,0.8,1.3333333333333333,0.0,0.0,0.0,1.1,0.0,0.0,0.0,2.0,2.0,0.0,166.0,2.0,0.0,78.0,0.0,0.0,2.0,72.0,64.0,118.0,138.0,189.0,6.0,0.0,0.0,180.0,4.0,0.0,0.0,8.0,12.0,16.0,12.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,2.0,2.0,0.0
Kurt Thomas,1.8571428571428572,0.0,0.0,2.0,0.0,0.0,0.0,0.8,0.7368421052631579,0.9054441260744985,0.9401709401709402,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,2.0,1.7272727272727273,1.4,1.6666666666666667,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0,0.0,6.0,0.0,0.0,0.0,64.0,70.0,316.0,110.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,2.0,38.0,28.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0
Kwame Brown,1.9259259259259258,2.0,0.0,1.7627118644067796,0.0,0.0,0.0,0.368,0.4067796610169492,0.6222222222222222,0.3333333333333333,3.0,0.0,0.0,0.0,1.0253164556962024,1.3333333333333333,0.0,0.0,1.7142857142857142,1.543859649122807,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,2.0,0.0,0.0,52.0,2.0,0.0,104.0,0.0,0.0,0.0,46.0,24.0,28.0,2.0,3.0,0.0,0.0,0.0,162.0,8.0,0.0,0.0,12.0,88.0,8.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,2.0,0.0,0.0
