playername,PPS_Cut_00-02 At Rim,PPS_Cut_03-08 Near Rim,PPS_Cut_09-12 Short Range,PPS_Cut_13-17 Mid Range,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Drive_28-34 Deep,PPS_Drive_35-46 Near Half,PPS_Drive_47-94 Backcourt,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_09-12 Short Range,PPS_Dunk_13-17 Mid Range,PPS_Dunk_18-23 Long Jumper,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,Points_Cut_00-02 At Rim,Points_Cut_03-08 Near Rim,Points_Cut_09-12 Short Range,Points_Cut_13-17 Mid Range,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Drive_28-34 Deep,Points_Drive_35-46 Near Half,Points_Drive_47-94 Backcourt,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_09-12 Short Range,Points_Dunk_13-17 Mid Range,Points_Dunk_18-23 Long Jumper,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper
Scotty Hopson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Kilpatrick,2.0,0.0,0.0,0.0,0.9032258064516129,0.625,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.9090909090909091,0.6666666666666666,1.0112359550561798,0.0,0.0,0.0,1.0769230769230769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.5714285714285714,0.5,0.8181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,28.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,32.0,90.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Semi Ojeleye,1.6666666666666667,1.3333333333333333,0.0,0.0,0.6666666666666666,0.5714285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.7636363636363637,0.8823529411764706,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,42.0,60.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Serge Ibaka,1.7333333333333334,0.8,0.0,0.0,1.5135135135135136,0.6666666666666666,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,0.968421052631579,1.0444444444444445,1.0246913580246915,1.125,0.0,0.0,1.125,1.0,0.0,0.0,0.0,1.5555555555555556,1.0526315789473684,1.1333333333333333,0.5714285714285714,2.0,0.0,0.0,0.0,0.0,1.5,0.4,1.4,1.1666666666666667,0.0,0.0,0.0,0.0,1.2142857142857142,0.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,56.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,92.0,94.0,249.0,9.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,14.0,60.0,34.0,12.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,14.0,14.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0
Shabazz Muhammad,1.6,0.0,0.0,0.0,0.9473684210526315,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5454545454545454,0.0,0.9333333333333333,0.5294117647058824,0.0,0.0,0.0,1.3,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,14.0,9.0,0.0,0.0,0.0,26.0,6.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0
Shabazz Napier,1.1428571428571428,1.0,0.0,0.0,1.1228070175438596,0.3157894736842105,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6,1.1111111111111112,0.7164179104477612,1.218045112781955,1.5,0.0,0.0,1.125,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4,1.0222222222222221,0.96,0.7692307692307692,1.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,64.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,20.0,48.0,162.0,9.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,46.0,48.0,30.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Shane Larkin,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4827586206896552,1.0909090909090908,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.7619047619047619,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,28.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,72.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Shaquille Harrison,1.3333333333333333,0.0,0.0,0.0,1.1,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,0.0,0.0,0.0,1.2413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,44.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Shaun Livingston,1.7142857142857142,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,1.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.7272727272727273,0.6530612244897959,0.5789473684210527,0.6666666666666666,0.0,0.0,0.0,0.0,1.1,0.7272727272727273,0.0,0.0,0.0,0.0,0.8333333333333334,1.2173913043478262,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.8666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,12.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,8.0,32.0,22.0,4.0,0.0,0.0,0.0,0.0,22.0,8.0,0.0,0.0,0.0,0.0,10.0,56.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,26.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Shelvin Mack,2.0,2.0,0.0,0.0,1.4333333333333333,0.6818181818181818,0.9090909090909091,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7,0.6666666666666666,0.5454545454545454,0.6666666666666666,1.0120481927710843,0.0,0.0,0.0,1.3571428571428572,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.0,1.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,86.0,30.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,18.0,12.0,20.0,84.0,0.0,0.0,0.0,38.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sindarius Thornwell,1.1428571428571428,0.0,0.0,0.0,0.96,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.0,0.8421052631578947,1.3548387096774193,0.0,0.0,0.0,0.9361702127659575,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,24.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,32.0,42.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Skal Labissiere,1.875,0.0,0.0,0.0,1.6666666666666667,0.15384615384615385,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.5714285714285714,0.8,1.0434782608695652,0.0,0.0,0.0,1.2857142857142858,0.6666666666666666,2.0,0.0,0.0,1.25,0.9411764705882353,0.9230769230769231,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,1.0,0.0,0.0,0.0,0.0,1.12,1.3333333333333333,0.0,0.0,0.0,30.0,0.0,0.0,0.0,20.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,32.0,28.0,48.0,0.0,0.0,0.0,18.0,8.0,4.0,0.0,0.0,10.0,64.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,56.0,4.0,0.0,0.0,0.0
Solomon Hill,2.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.6428571428571428,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Spencer Dinwiddie,2.0,2.0,0.0,0.0,1.144736842105263,0.7407407407407407,0.36363636363636365,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.4,1.0476190476190477,0.6666666666666666,0.7169811320754716,0.9506172839506173,1.2000000000000002,0.0,0.0,0.96,0.4,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.0,1.5,0.0,0.0,0.0,1.3333333333333333,0.7692307692307693,0.5555555555555556,0.6153846153846154,0.8617021276595745,1.3636363636363635,1.0,0.0,1.2,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,174.0,40.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,6.0,22.0,8.0,38.0,231.0,48.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,10.0,10.0,8.0,81.0,15.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0
Stanley Johnson,1.2,0.0,0.0,0.0,1.4509803921568627,0.3125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.5,1.1428571428571428,0.5348837209302325,0.8979591836734694,0.0,0.0,0.0,1.1428571428571428,0.3333333333333333,0.0,0.0,0.0,2.0,0.6666666666666666,0.5,2.0,0.0,0.0,0.0,0.0,0.0,1.2,0.6666666666666666,0.5185185185185185,0.8,1.2857142857142856,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,74.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,24.0,46.0,132.0,0.0,0.0,0.0,56.0,6.0,0.0,0.0,0.0,4.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,14.0,24.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Stephen Curry,1.5833333333333333,1.0,0.0,0.0,1.46875,0.9285714285714286,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.7,1.1,0.7777777777777778,1.275229357798165,1.161290322580645,0.0,0.0,1.096774193548387,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5294117647058822,1.263157894736842,1.9285714285714288,1.125,3.0,0.0,2.0,0.0,0.0,0.0,0.0,38.0,4.0,0.0,0.0,94.0,26.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,44.0,84.0,417.0,36.0,0.0,0.0,68.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,24.0,108.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
Sterling Brown,2.0,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.7142857142857142,0.8,0.9795918367346939,0.0,0.0,0.0,1.375,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.4,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,36.0,48.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Steven Adams,1.702970297029703,1.0,0.0,2.0,1.4666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7209302325581395,0.0,0.0,0.0,0.0,0.0,1.037037037037037,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3076923076923077,0.8,0.0,0.0,0.0,0.875,0.9846153846153847,0.8,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2286995515695067,1.0,2.0,0.0,0.0,172.0,4.0,0.0,2.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,56.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,136.0,12.0,0.0,0.0,0.0,14.0,64.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,4.0,2.0,0.0,0.0
T.J. McConnell,1.6666666666666667,0.0,0.0,0.0,1.441860465116279,0.9285714285714286,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.9655172413793104,0.9714285714285714,0.5,1.037037037037037,1.2000000000000002,0.0,0.0,0.0,1.2272727272727273,0.8,0.0,0.0,0.0,0.0,0.6,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.8717948717948718,1.1111111111111112,0.9090909090909091,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,62.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,34.0,8.0,28.0,42.0,0.0,0.0,0.0,54.0,8.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,34.0,60.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
TJ Leaf,2.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.2,0.4,0.8235294117647058,1.3333333333333333,3.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.6666666666666666,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,14.0,36.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
TJ Warren,1.5662650602409638,0.8888888888888888,0.0,0.0,1.0689655172413792,0.8627450980392157,1.1627906976744187,1.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.7,0.7761194029850746,0.8679245283018868,0.7047619047619048,0.7346938775510203,0.0,0.0,0.0,1.3774834437086092,0.8571428571428571,0.0,0.0,0.0,2.0,0.896551724137931,0.5833333333333334,1.1111111111111112,2.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.8717948717948718,0.4666666666666667,0.0,0.0,0.0,0.0,1.1645569620253164,1.0,0.0,0.0,0.0,130.0,8.0,0.0,0.0,62.0,44.0,50.0,6.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,2.0,28.0,52.0,92.0,74.0,36.0,0.0,0.0,0.0,208.0,18.0,0.0,0.0,0.0,6.0,26.0,14.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,34.0,14.0,0.0,0.0,0.0,0.0,92.0,6.0,0.0,0.0,0.0
Taj Gibson,1.8148148148148149,1.6,0.0,0.0,1.5555555555555556,1.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,2.0,0.0,0.0,0.0,0.0,0.918918918918919,0.7692307692307693,0.8354430379746836,0.547945205479452,0.8571428571428571,0.0,0.0,0.0,1.3380281690140845,0.375,0.0,0.0,0.0,1.3333333333333333,1.0,1.1428571428571428,2.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,1.6,2.0,0.0,0.0,0.0,0.0,1.3529411764705883,2.0,0.0,0.0,0.0,98.0,8.0,0.0,0.0,42.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,2.0,0.0,0.0,0.0,0.0,34.0,20.0,66.0,40.0,6.0,0.0,0.0,0.0,190.0,12.0,0.0,0.0,0.0,16.0,74.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,92.0,4.0,0.0,0.0,0.0
Tarik Black,1.6756756756756757,0.0,0.0,0.0,1.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.9411764705882353,0.8,0.0,0.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
Taurean Prince,1.5555555555555556,0.0,0.0,0.0,1.09375,0.9090909090909091,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.46153846153846156,0.4,0.6666666666666666,0.8771929824561403,1.0891089108910892,0.42857142857142855,0.0,0.0,1.2923076923076924,0.42105263157894735,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8571428571428571,0.7741935483870968,0.5714285714285714,1.2972972972972974,0.0,0.0,0.0,1.3846153846153846,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,140.0,60.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,26.0,100.0,330.0,6.0,0.0,0.0,84.0,8.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,24.0,12.0,48.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
