playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_47-94 Backcourt,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_47-94 Backcourt,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
Joel Anthony,0.0,0.0,0.0,0.0,0.0,1.6923076923076923,1.3333333333333333,2.0,0.6666666666666666,0.9090909090909091,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.1111111111111112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,2.0,12.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Przybilla,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Dorsey,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Graham,1.3333333333333333,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7272727272727273,0.4444444444444444,0.7906976744186046,1.2,0.2,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.8888888888888888,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,4.0,34.0,42.0,3.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Johan Petro,1.3333333333333333,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.7058823529411765,0.6,0.8910891089108911,0.6461538461538462,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,2.0,0.9655172413793104,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,6.0,90.0,42.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,28.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Lucas III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Salmons,1.6226415094339623,0.5,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.7397260273972602,0.7878787878787878,0.7520661157024794,0.738255033557047,0.9932432432432432,0.0,0.0,0.0,0.897196261682243,0.5,0.0,0.0,1.0,1.4285714285714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.5,1.25,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,54.0,52.0,182.0,110.0,147.0,0.0,0.0,0.0,96.0,2.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
John Wall,1.8089171974522293,0.8888888888888888,0.0,0.0,0.0,1.875,0.0,0.0,0.43636363636363634,0.43137254901960786,0.5753424657534246,0.6624203821656051,0.9886363636363635,0.0,0.0,0.0,0.5862068965517241,0.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.875,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,284.0,8.0,0.0,0.0,0.0,30.0,0.0,0.0,48.0,22.0,84.0,104.0,87.0,0.0,0.0,0.0,102.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,10.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
Jon Brockman,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8333333333333334,0.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0196078431372548,0.0,0.0,0.0,0.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonny Flynn,1.3333333333333333,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.64,0.8888888888888888,0.6176470588235294,0.821917808219178,0.0,1.5,0.0,0.5882352941176471,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6666666666666666,1.2727272727272727,2.4000000000000004,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,24.0,42.0,60.0,0.0,3.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,14.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Crawford,1.2592592592592593,0.8333333333333334,0.0,0.0,0.0,2.0,0.0,0.0,0.47619047619047616,0.7083333333333334,0.6031746031746031,0.7058823529411765,0.7317073170731707,1.2857142857142856,0.0,0.0,0.8947368421052632,1.3333333333333333,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2857142857142858,1.3333333333333333,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,10.0,0.0,0.0,0.0,14.0,0.0,0.0,20.0,34.0,38.0,84.0,60.0,9.0,0.0,0.0,34.0,4.0,0.0,0.0,2.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,18.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Farmar,1.4,0.5714285714285714,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.45,0.7692307692307693,0.5,0.7213114754098361,1.051948051948052,0.0,0.0,0.0,0.8333333333333334,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3333333333333333,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,18.0,10.0,26.0,88.0,243.0,0.0,0.0,0.0,40.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Hill,2.0,1.0,0.0,0.0,0.0,1.6666666666666667,1.0,0.0,0.5,0.7,0.68,0.9565217391304348,0.0,0.0,0.0,0.0,1.2142857142857142,1.3333333333333333,0.0,0.0,0.9841269841269841,0.5333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,60.0,2.0,0.0,20.0,14.0,34.0,22.0,0.0,0.0,0.0,0.0,68.0,8.0,0.0,0.0,62.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Calderon,1.2444444444444445,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.647887323943662,0.746031746031746,1.0615384615384615,1.5,0.0,0.0,1.1515151515151516,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.1162790697674418,0.9841269841269841,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,46.0,94.0,138.0,3.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,48.0,62.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Childress,1.4,0.0,0.0,0.0,0.0,1.7647058823529411,0.0,0.0,0.7272727272727273,1.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,1.2439024390243902,0.5,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.393939393939394,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,16.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,102.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Howard,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9565217391304348,0.42857142857142855,0.7777777777777778,0.6296296296296297,0.9130434782608696,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.0,14.0,34.0,21.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Josh McRoberts,1.6363636363636365,1.3333333333333333,0.0,0.0,0.0,1.8636363636363635,2.0,2.0,0.5806451612903226,1.2727272727272727,0.8125,0.6666666666666666,1.1666666666666667,0.0,0.0,0.0,1.1549295774647887,0.5,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4482758620689655,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,82.0,10.0,2.0,18.0,14.0,26.0,22.0,63.0,0.0,0.0,0.0,82.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Powell,0.6666666666666666,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.0,0.4,0.625,0.9411764705882353,0.0,0.0,0.0,0.0,0.8125,0.6666666666666666,0.0,0.0,1.1764705882352942,1.1764705882352942,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.2857142857142858,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,20.0,48.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,20.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Smith,1.5357142857142858,0.9411764705882353,1.0,0.0,0.0,1.967741935483871,2.0,0.0,0.5263157894736842,0.4166666666666667,0.625,0.802675585284281,1.0263157894736843,0.0,0.0,0.0,1.1056910569105691,1.0,0.0,0.5,0.9629629629629629,0.8421052631578947,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,1.3157894736842106,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,16.0,2.0,0.0,0.0,122.0,6.0,0.0,30.0,10.0,50.0,240.0,117.0,0.0,0.0,0.0,136.0,4.0,0.0,4.0,78.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jrue Holiday,1.6330275229357798,1.1428571428571428,0.0,0.0,0.0,1.7142857142857142,0.0,2.0,0.582089552238806,0.5396825396825397,0.6140350877192983,0.7236842105263158,1.0419161676646707,3.0,0.0,0.0,0.7786259541984732,0.3333333333333333,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.9310344827586208,1.8888888888888888,3.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.0,2.0,0.0,0.0,0.0,0.0,0.0,178.0,16.0,0.0,0.0,0.0,24.0,0.0,2.0,78.0,34.0,70.0,110.0,174.0,3.0,0.0,0.0,102.0,2.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,56.0,34.0,15.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0
Julian Wright,1.4285714285714286,0.0,0.0,0.0,0.0,1.875,0.0,0.0,0.2,0.8,0.25,0.48,0.0,0.0,0.0,0.0,1.1818181818181819,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.0,4.0,2.0,12.0,0.0,0.0,0.0,0.0,52.0,2.0,0.0,0.0,12.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juwan Howard,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,0.4,0.6,1.0666666666666667,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,24.0,32.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Bogans,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71875,1.1904761904761905,0.0,0.0,0.0,1.3076923076923077,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,150.0,0.0,0.0,0.0,34.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendrick Perkins,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7142857142857143,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,1.2444444444444445,0.6666666666666666,0.0,2.0,0.9473684210526315,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,56.0,2.0,0.0,4.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenyon Martin,1.0476190476190477,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.5,0.8888888888888888,0.7346938775510204,0.47058823529411764,0.8571428571428571,0.0,0.0,0.0,1.1724137931034482,1.2,0.0,2.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.5348837209302326,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,14.0,8.0,36.0,24.0,6.0,0.0,0.0,0.0,68.0,6.0,0.0,2.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Kevin Durant,1.6056338028169015,0.75,2.0,0.0,0.0,1.9344262295081966,0.0,0.0,0.6851851851851852,0.7777777777777778,0.865979381443299,0.7243589743589743,1.0847457627118644,0.6428571428571428,0.0,0.0,1.1,0.6666666666666666,0.0,0.0,1.2857142857142858,1.1111111111111112,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.5,1.5,1.125,0.6000000000000001,0.0,0.0,1.7454545454545454,2.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,114.0,6.0,4.0,0.0,0.0,118.0,0.0,0.0,74.0,70.0,252.0,226.0,384.0,9.0,0.0,0.0,66.0,2.0,0.0,0.0,18.0,20.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,24.0,18.0,3.0,0.0,0.0,96.0,8.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
Kevin Garnett,2.0,0.0,0.0,0.0,0.0,1.8857142857142857,0.0,0.0,0.6590909090909091,0.8292682926829268,0.9322033898305084,0.9316239316239316,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.8,0.9615384615384616,1.255813953488372,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.52,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,58.0,34.0,110.0,218.0,0.0,0.0,0.0,0.0,156.0,4.0,0.0,4.0,50.0,54.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,76.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
