playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_09-12 Short Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Layup_24-27 Three,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_24-27 Three,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_09-12 Short Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Layup_24-27 Three,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_24-27 Three,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three
Dale Davis,2.0,0.0,0.0,0.0,0.0,1.9482758620689655,0.0,0.0,0.0,0.7333333333333333,0.7047619047619048,0.7457627118644068,1.0,0.0,0.0,0.0,0.0,0.8979591836734694,0.0,0.0,0.0,0.0,0.0,2.0,1.4545454545454546,0.0,0.0,0.0,1.5686274509803921,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,66.0,74.0,44.0,2.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
Dale Ellis,1.25,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0588235294117647,0.5454545454545454,0.8070175438596491,0.7986230636833046,0.9364161849710984,3.0,1.5,0.0,1.0746268656716418,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,6.0,138.0,464.0,162.0,6.0,3.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
Damon Stoudamire,1.2043010752688172,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.7878787878787878,0.7652173913043478,0.7738095238095238,0.7451820128479657,1.0833333333333333,0.0,1.5,0.0,0.6626506024096386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,224.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,104.0,88.0,130.0,348.0,156.0,0.0,3.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Dan Majerle,1.375,2.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.26666666666666666,0.18181818181818182,0.6666666666666666,0.7547169811320755,0.8035714285714286,3.0,0.0,0.0,1.0416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,44.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,2.0,6.0,120.0,45.0,3.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Dan Schayes,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.1538461538461537,0.5882352941176471,0.0,0.0,0.0,0.0,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,30.0,20.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Danny Ferry,0.5555555555555556,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.72,0.75,0.9636363636363636,0.8853333333333333,1.263157894736842,0.0,0.0,0.0,0.34285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,42.0,212.0,332.0,48.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Danny Manning,1.75,2.0,0.0,0.0,0.0,1.826086956521739,0.0,0.0,2.0,0.8785046728971962,0.7191011235955056,0.7244094488188977,0.4897959183673469,1.5,3.0,0.0,0.0,1.3455882352941178,0.0,0.0,0.0,0.0,0.0,2.0,1.2,1.0,0.0,0.0,1.1904761904761905,0.0,0.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0,42.0,0.0,0.0,4.0,94.0,64.0,92.0,24.0,3.0,3.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,4.0,60.0,4.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
Darrell Armstrong,1.542857142857143,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.1764705882352942,0.9090909090909091,0.625,0.6620689655172414,0.7674418604651163,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,10.0,20.0,96.0,33.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrick Martin,1.5692307692307692,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,1.0,0.7,0.8185654008438819,1.0273972602739725,3.0,0.6000000000000001,0.0,0.25333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,42.0,194.0,75.0,6.0,3.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrin Hancock,1.6666666666666667,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darvin Ham,1.3333333333333333,0.0,0.0,0.0,0.0,1.8888888888888888,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Wesley,1.78343949044586,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7,1.0909090909090908,1.0841121495327102,1.0202702702702702,0.8942307692307692,0.0,0.0,0.0,0.39357429718875503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,36.0,116.0,302.0,93.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
David Wingate,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9090909090909091,1.4285714285714286,0.896551724137931,0.6382978723404256,1.2352941176470589,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,10.0,26.0,60.0,21.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Wood,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,2.0,0.0,1.5,0.75,0.8571428571428571,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean Garrett,2.0,0.0,0.0,0.0,0.0,1.9759036144578312,0.0,0.0,2.0,0.6268656716417911,1.088235294117647,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.9387755102040817,2.0,0.0,0.0,0.0,0.0,2.0,1.5555555555555556,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,2.0,42.0,74.0,20.0,0.0,0.0,0.0,0.0,0.0,92.0,2.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
Dee Brown,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.8571428571428571,0.7804878048780488,0.6000000000000001,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,12.0,64.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Dell Curry,1.894736842105263,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0425531914893617,0.8888888888888888,0.9333333333333333,0.991304347826087,1.1548387096774193,1.153846153846154,0.0,0.0,0.0,0.5306122448979592,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,16.0,28.0,114.0,358.0,75.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Dennis Rodman,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.2,0.8,0.75,0.6,0.375,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8648648648648649,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,2.0,12.0,18.0,12.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0
Dennis Scott,1.2857142857142858,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9583333333333334,0.9787234042553191,0.7450980392156863,0.7821229050279329,1.0813953488372092,3.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,46.0,46.0,76.0,280.0,93.0,3.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Derek Fisher,1.4193548387096775,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.7272727272727273,0.7777777777777778,0.7931034482758621,1.0714285714285714,0.0,0.0,0.0,0.47761194029850745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,24.0,16.0,14.0,46.0,30.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Harper,1.3980582524271845,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.6896551724137931,0.9022556390977443,0.7605633802816901,0.75,0.0,0.0,0.0,0.927536231884058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,20.0,120.0,216.0,24.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Strong,1.6,0.0,0.0,0.0,0.0,1.8,0.0,0.0,2.0,0.7659574468085106,0.75,0.9152542372881356,0.6875,0.0,0.0,0.0,0.0,0.9365853658536586,0.0,0.0,0.0,0.0,0.0,1.0,1.2941176470588236,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,2.0,36.0,24.0,108.0,66.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
Derrick Coleman,1.9259259259259258,0.0,0.0,0.0,0.0,1.878787878787879,0.0,0.0,0.8,0.9701492537313433,0.7207207207207207,0.6901408450704225,0.5789473684210527,0.8275862068965517,3.0,0.0,0.0,0.7253886010362695,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,8.0,130.0,80.0,98.0,44.0,48.0,6.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Detlef Schrempf,1.3714285714285714,2.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.5,0.6086956521739131,1.0434782608695652,0.8709677419354839,0.7784431137724551,1.2000000000000002,0.0,0.0,0.0,1.0534351145038168,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.4210526315789473,1.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,2.0,0.0,0.0,0.0,48.0,0.0,0.0,8.0,28.0,48.0,108.0,130.0,36.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,8.0,54.0,8.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Dikembe Mutombo,2.0,0.0,0.0,0.0,0.0,1.9328859060402686,0.0,0.0,0.0,0.5957446808510638,0.45714285714285713,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.7708333333333334,0.6666666666666666,0.0,0.0,0.0,0.0,0.7857142857142857,1.1044776119402986,0.75,0.5,0.0,1.0232558139534884,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,148.0,2.0,0.0,0.0,0.0,0.0,22.0,148.0,24.0,2.0,0.0,44.0,0.0,0.0,0.0,0.0
Dominique Wilkins,1.6326530612244898,2.0,0.0,0.0,0.0,1.6744186046511629,0.0,0.0,2.0,0.5,0.7936507936507936,0.631578947368421,0.6209677419354839,0.9750000000000001,0.0,0.0,0.0,0.8535825545171339,0.0,2.0,0.0,0.0,0.0,1.0,1.4666666666666666,1.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,80.0,4.0,0.0,0.0,0.0,72.0,0.0,0.0,2.0,26.0,50.0,60.0,154.0,39.0,0.0,0.0,0.0,274.0,0.0,2.0,0.0,0.0,0.0,8.0,22.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Don Reid,0.0,0.0,0.0,0.0,0.0,1.7391304347826086,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0
Donald Royal,1.6363636363636365,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.8888888888888888,0.64,1.0,0.0,0.0,0.0,0.0,0.6792452830188679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,8.0,16.0,8.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Donny Marshall,0.9230769230769231,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.3333333333333333,0.7710843373493976,1.25,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,64.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Dontonio Wingfield,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7272727272727273,0.8,0.5454545454545454,0.868421052631579,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,4.0,6.0,66.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Donyell Marshall,1.7142857142857142,0.0,0.0,0.0,0.0,1.9487179487179487,0.0,0.0,0.0,0.41025641025641024,0.75,0.6382978723404256,0.7258064516129032,0.5217391304347826,0.0,0.0,0.0,0.7954545454545454,0.0,0.0,0.0,0.0,0.0,2.0,1.125,1.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,16.0,18.0,30.0,90.0,12.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Doug Christie,1.3873873873873874,0.0,0.0,0.0,0.0,1.813953488372093,0.0,0.0,0.0,0.576271186440678,0.6176470588235294,0.5542168674698795,0.760806916426513,1.2567567567567568,0.0,0.0,0.0,0.7361111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,34.0,42.0,46.0,264.0,93.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Doug Overton,1.8181818181818181,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8888888888888888,0.9166666666666666,0.875,0.75,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,44.0,28.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doug West,1.894736842105263,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.45161290322580644,0.7741935483870968,0.8120300751879699,0.993103448275862,0.46153846153846156,0.0,0.0,0.0,0.7848101265822784,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,14.0,24.0,108.0,144.0,6.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Duane Ferrell,1.5294117647058822,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6,0.9333333333333333,0.9041095890410958,0.970873786407767,0.42857142857142855,0.0,0.0,0.0,0.8737864077669902,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,14.0,66.0,100.0,3.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Ed Pinckney,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Eddie Johnson,1.4666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.9565217391304348,0.6666666666666666,0.8674698795180723,1.2857142857142856,0.0,0.0,0.0,1.0416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,48.0,144.0,27.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Eddie Jones,1.6923076923076923,0.0,0.0,0.0,0.0,1.7428571428571429,0.0,0.0,0.0,0.7659574468085106,0.5714285714285714,0.5849056603773585,0.8187919463087249,1.0774647887323945,1.5,0.0,0.0,0.5352112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,36.0,36.0,62.0,244.0,153.0,3.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
Elden Campbell,1.7,0.0,0.0,0.0,0.0,1.894736842105263,0.0,0.0,0.0,0.7912087912087912,0.8266666666666667,0.7792207792207793,0.3333333333333333,1.5,0.0,0.0,0.0,0.7449664429530202,0.0,0.0,0.0,0.0,0.0,1.5,1.1944444444444444,0.75,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,144.0,124.0,60.0,2.0,3.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,6.0,86.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
Eldridge Recasner,1.826086956521739,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.7083333333333334,0.9203539823008849,1.1785714285714286,0.0,0.0,0.0,0.5172413793103449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,20.0,34.0,104.0,66.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Elliot Perry,1.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,1.0256410256410255,1.0535714285714286,0.8363636363636363,1.1142857142857143,0.0,0.0,0.0,1.0123456790123457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,40.0,118.0,92.0,78.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Leckner,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
