playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_09-12 Short Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Layup_24-27 Three,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_24-27 Three,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_09-12 Short Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Layup_24-27 Three,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_24-27 Three,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three
Jaren Jackson,1.9310344827586208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2222222222222222,0.9629629629629629,0.6666666666666666,1.0819672131147542,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,52.0,74.0,66.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Caffey,2.0,2.0,0.0,0.0,0.0,1.962962962962963,0.0,0.0,0.0,0.9,0.84,0.7142857142857143,0.5714285714285714,0.0,0.0,0.0,0.0,0.9066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,32.0,4.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,36.0,42.0,30.0,4.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
Jason Kidd,1.5217391304347827,0.0,0.0,0.0,0.0,1.8571428571428572,0.0,0.0,0.0,0.6,0.5517241379310345,0.5714285714285714,0.7979274611398963,0.8888888888888888,1.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,16.0,40.0,154.0,24.0,3.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Jeff Grayer,0.8888888888888888,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.8,1.0909090909090908,0.75,3.0,0.0,0.0,0.0,0.896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,12.0,12.0,3.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Jeff Hornacek,1.7872340425531914,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9855072463768116,0.8627450980392157,0.9378531073446328,0.9440559440559441,0.8275862068965517,1.5,0.0,0.0,0.993006993006993,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,84.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0,44.0,166.0,270.0,48.0,3.0,0.0,0.0,142.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Jermaine ONeal,1.4285714285714286,0.0,0.0,0.0,0.0,1.7391304347826086,0.0,0.0,0.0,0.5517241379310345,0.75,0.4,0.8,0.0,0.0,0.0,0.0,0.9142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,16.0,18.0,4.0,4.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Jerome Allen,1.1515151515151516,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.4444444444444444,0.8571428571428571,0.7272727272727273,0.6923076923076923,0.5217391304347826,0.0,0.0,0.0,0.6829268292682927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,8.0,6.0,8.0,54.0,12.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome Kersey,1.7777777777777777,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,2.0,0.8571428571428571,0.5,0.8623853211009175,0.7706422018348624,0.7826086956521738,1.0,0.0,0.0,0.6981132075471698,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,2.0,0.0,0.0,1.0476190476190477,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,12.0,10.0,94.0,84.0,18.0,3.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
Jerome Williams,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.25,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Jerry Stackhouse,1.793103448275862,0.0,0.0,0.0,0.0,1.9381443298969072,0.0,0.0,0.8571428571428571,0.6229508196721312,0.4166666666666667,0.7065868263473054,0.7435897435897436,0.7177914110429449,0.42857142857142855,0.0,0.0,0.5272206303724928,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.3636363636363635,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,6.0,38.0,30.0,118.0,174.0,117.0,3.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
Jim Jackson,1.368421052631579,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.6666666666666666,0.5675675675675675,0.6024096385542169,0.7384615384615385,0.7799227799227799,1.222222222222222,0.0,0.0,0.0,0.7927927927927928,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,2.0,42.0,50.0,96.0,202.0,66.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
Jim McIlvaine,0.8,0.0,0.0,0.0,0.0,1.7872340425531914,0.0,0.0,0.5,0.36363636363636365,0.7096774193548387,0.896551724137931,0.3076923076923077,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,1.0,1.0909090909090908,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,4.0,8.0,22.0,26.0,4.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
Jimmy King,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Dumars,1.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8125,0.9811320754716981,0.8491620111731844,0.9230769230769231,1.3575418994413408,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,52.0,104.0,152.0,240.0,243.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Kleine,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.4,0.711864406779661,0.7619047619047619,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,8.0,42.0,16.0,3.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Joe Smith,1.7575757575757576,0.0,0.0,0.0,0.0,1.6703296703296704,0.0,0.0,2.0,0.7303370786516854,0.7973856209150327,0.8654970760233918,0.7076923076923077,0.5,0.0,0.0,0.0,0.8032128514056225,0.0,0.0,0.0,0.0,0.0,1.2,1.3823529411764706,0.6,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,2.0,130.0,122.0,296.0,92.0,6.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,6.0,94.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
Joe Wolf,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.926829268292683,1.1428571428571428,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,38.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
John Crotty,1.6216216216216217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.8571428571428571,1.04,1.2857142857142856,0.0,0.0,0.0,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,52.0,9.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Long,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.0476190476190477,0.7419354838709677,1.5,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,22.0,46.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Starks,1.8426966292134832,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.18181818181818182,0.72,0.85,0.8277511961722488,0.8529411764705882,0.0,1.0,0.0,0.5565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,2.0,18.0,68.0,346.0,87.0,0.0,3.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Stockton,1.654320987654321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9811320754716981,0.9795918367346939,1.056910569105691,0.9209302325581395,1.2000000000000002,0.0,0.0,0.0,1.2580645161290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,48.0,130.0,198.0,54.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Wallace,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.65,0.6451612903225806,1.1304347826086956,1.2,1.5,0.0,0.0,0.0,0.9111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,26.0,20.0,26.0,6.0,3.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Johnny Newman,1.2857142857142858,0.0,0.0,0.0,0.0,1.8571428571428572,0.0,0.0,0.6666666666666666,0.5,0.48484848484848486,0.8192771084337349,0.813953488372093,1.1428571428571428,0.0,0.0,0.0,0.967391304347826,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,2.0,18.0,16.0,68.0,70.0,48.0,0.0,0.0,0.0,178.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
Jon Barry,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,1.0769230769230769,0.7096774193548387,0.9306930693069307,0.8666666666666666,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,22.0,94.0,39.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jud Buechler,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.8,0.5970149253731343,0.6666666666666666,0.0,0.0,0.0,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,24.0,40.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
Juwan Howard,1.917808219178082,0.0,0.0,0.0,0.0,1.9642857142857142,0.0,0.0,1.0,0.7540983606557377,0.7578947368421053,0.9252873563218391,1.0285714285714285,0.0,0.0,0.0,0.0,0.8357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,0.0,0.0,1.5238095238095237,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,2.0,138.0,216.0,322.0,36.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,6.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
Karl Malone,1.6470588235294117,0.0,0.0,0.0,0.0,1.9344262295081966,0.0,0.0,2.0,0.8571428571428571,0.8333333333333334,0.8917748917748918,1.03,0.0,0.0,0.0,0.0,1.2913385826771653,0.6666666666666666,0.0,0.0,0.0,0.0,1.6,1.0,2.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,2.0,54.0,120.0,412.0,206.0,0.0,0.0,0.0,0.0,656.0,2.0,0.0,0.0,0.0,0.0,16.0,38.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
Keith Askins,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.875,0.7979274611398963,1.894736842105263,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,14.0,154.0,36.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
Kendall Gill,1.3617021276595744,0.0,0.0,0.0,0.0,1.813953488372093,0.0,0.0,0.0,0.6388888888888888,0.8070175438596491,0.6809815950920245,0.8856304985337243,0.7916666666666667,0.0,0.0,0.0,0.8705035971223022,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,46.0,92.0,222.0,302.0,57.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Kenny Anderson,1.3893805309734513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.6923076923076923,0.6,0.7933884297520661,0.8045977011494253,0.9078947368421053,1.0,0.0,0.0,0.6596858638743456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,54.0,42.0,96.0,280.0,69.0,3.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Kenny Smith,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3333333333333333,0.8571428571428571,0.8524590163934426,1.255813953488372,0.0,0.75,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,12.0,104.0,54.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Kerry Kittles,1.25,0.0,0.0,0.0,0.0,1.9545454545454546,0.0,0.0,0.2857142857142857,0.711864406779661,0.6060606060606061,0.6589595375722543,0.865979381443299,0.9272727272727272,0.0,0.0,0.0,0.8993288590604027,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,2.0,42.0,40.0,114.0,336.0,153.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Kevin Duckworth,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.42857142857142855,0.7272727272727273,1.0,1.6,0.0,0.0,0.0,0.0,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,6.0,8.0,22.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Edwards,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.3333333333333333,1.0,0.6268656716417911,1.5,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,2.0,30.0,42.0,27.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Garnett,1.7435897435897436,0.0,0.0,0.0,0.0,1.872340425531915,0.0,0.0,0.0,0.8860759493670886,0.9518716577540107,0.8745519713261649,0.8617886178861789,0.0,0.0,0.0,0.0,0.8,2.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.0,1.1851851851851851,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,140.0,178.0,244.0,106.0,0.0,0.0,0.0,0.0,136.0,4.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
Kevin Johnson,1.894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1363636363636365,0.5909090909090909,0.7659574468085106,0.8973384030418251,1.7142857142857142,0.0,0.0,0.0,0.776595744680851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,26.0,144.0,236.0,36.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Kevin Salvadori,2.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.4,2.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Kevin Willis,1.5625,0.0,0.0,0.0,0.0,1.8620689655172413,0.0,0.0,0.0,0.6197183098591549,0.5185185185185185,0.547945205479452,0.6956521739130435,0.0,0.0,0.0,0.0,0.972972972972973,0.0,0.0,0.0,0.0,0.0,1.0,1.0718232044198894,0.9767441860465116,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,44.0,28.0,40.0,16.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,8.0,194.0,42.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0
Khalid Reeves,1.2162162162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.6363636363636364,0.8648648648648649,0.7421383647798742,1.03125,1.5,0.0,0.0,0.5217391304347826,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,32.0,118.0,99.0,3.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kobe Bryant,1.5238095238095237,0.0,0.0,0.0,0.0,1.8823529411764706,0.0,0.0,0.0,0.967741935483871,0.3076923076923077,0.8135593220338984,0.7843137254901961,1.1320754716981134,0.0,0.0,0.0,0.5806451612903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,30.0,4.0,48.0,80.0,60.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurt Thomas,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.38461538461538464,1.2307692307692308,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamond Murray,1.7714285714285714,0.0,0.0,0.0,0.0,1.8974358974358974,0.0,0.0,0.0,0.5,0.75,0.5555555555555556,0.7692307692307693,0.8461538461538461,0.0,0.0,0.0,0.5806451612903226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,8.0,12.0,40.0,80.0,33.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
