playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep
Kenyon Martin,1.1555555555555554,0.0,0.0,0.0,0.0,1.8681318681318682,0.0,0.0,0.5753424657534246,1.0,0.7878787878787878,0.6944444444444444,0.42857142857142855,0.0,0.0,0.0,0.9263157894736842,0.0,0.0,1.0909090909090908,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5841584158415842,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,42.0,30.0,78.0,50.0,3.0,0.0,0.0,0.0,88.0,0.0,0.0,72.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Kevin Durant,1.7916666666666667,2.0,0.0,0.0,0.0,1.8666666666666667,2.0,2.0,0.6825396825396826,0.6521739130434783,0.7455197132616488,0.8763250883392226,0.7978723404255319,1.0,0.0,0.0,0.6242774566473989,1.0,0.0,1.0,0.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.6666666666666666,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,172.0,4.0,0.0,0.0,0.0,112.0,2.0,2.0,86.0,60.0,208.0,248.0,150.0,3.0,0.0,0.0,108.0,2.0,0.0,6.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Kevin Garnett,1.6923076923076923,0.0,0.0,0.0,0.0,1.9259259259259258,2.0,0.0,0.7294117647058823,0.7631578947368421,0.734375,0.9819494584837545,0.0,0.0,0.0,0.0,1.1239669421487604,2.0,2.0,1.309090909090909,1.1733333333333333,1.4054054054054055,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.7872340425531914,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,104.0,2.0,0.0,62.0,58.0,94.0,272.0,0.0,0.0,0.0,0.0,136.0,4.0,2.0,72.0,88.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Kevin Martin,1.3506493506493507,1.0,0.0,0.0,0.0,1.8823529411764706,2.0,0.0,0.6229508196721312,0.926829268292683,0.6785714285714286,0.8317757009345794,1.1796116504854368,0.0,0.0,0.0,0.8448275862068966,2.0,0.0,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3846153846153846,2.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,104.0,2.0,0.0,0.0,0.0,64.0,2.0,0.0,38.0,38.0,76.0,178.0,243.0,0.0,0.0,0.0,98.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,4.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Keyon Dooling,1.5932203389830508,2.0,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,1.0714285714285714,0.7777777777777778,0.918918918918919,0.7835051546391752,0.9183673469387755,0.0,1.5,0.0,0.5833333333333334,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,94.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,30.0,28.0,68.0,76.0,45.0,0.0,3.0,0.0,28.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Kirk Hinrich,1.5909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8148148148148148,0.5652173913043478,0.7924528301886793,0.7777777777777778,1.125,1.5,0.0,0.0,0.8048780487804879,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.25,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,84.0,210.0,216.0,3.0,0.0,0.0,66.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Kobe Bryant,1.74496644295302,2.0,0.0,0.0,0.0,1.9428571428571428,0.0,2.0,0.9662921348314607,0.7272727272727273,0.7235772357723578,0.7151162790697675,1.1428571428571428,0.3333333333333333,0.0,0.0,0.7783251231527094,2.0,0.0,1.1111111111111112,1.1578947368421053,1.1111111111111112,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,260.0,4.0,0.0,0.0,0.0,68.0,0.0,2.0,86.0,56.0,178.0,246.0,408.0,6.0,0.0,0.0,158.0,6.0,0.0,30.0,22.0,50.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,14.0,3.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,4.0,0.0,0.0,0.0
Kris Humphries,1.36,0.0,0.0,0.0,0.0,1.92,0.0,0.0,0.4827586206896552,0.8,0.7619047619047619,0.7878787878787878,0.0,0.0,0.0,0.0,0.9142857142857143,0.0,0.6666666666666666,1.4285714285714286,1.2,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,14.0,20.0,48.0,26.0,0.0,0.0,0.0,0.0,64.0,0.0,2.0,20.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurt Thomas,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.75,0.875,0.9230769230769231,0.9113924050632911,0.0,0.0,0.0,0.0,1.2923076923076924,0.0,2.0,0.5714285714285714,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,24.0,28.0,132.0,72.0,0.0,0.0,0.0,0.0,84.0,0.0,2.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwame Brown,2.0,0.0,0.0,0.0,0.0,1.793103448275862,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.7719298245614035,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Korver,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.2307692307692308,0.8539325842696629,0.9119170984455959,1.0447761194029852,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,2.0,1.1111111111111112,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,76.0,176.0,210.0,0.0,0.0,0.0,64.0,0.0,0.0,6.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Kyle Lowry,1.2127659574468086,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8936170212765957,0.9230769230769231,0.7272727272727273,0.8034188034188035,0.7397260273972602,0.0,0.0,0.0,0.8985507246376812,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.2,3.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,114.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,42.0,24.0,32.0,94.0,54.0,0.0,0.0,0.0,124.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Kyrylo Fesenko,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMarcus Aldridge,1.5,1.0,0.0,0.0,0.0,1.9402985074626866,0.0,0.0,0.32558139534883723,0.8311688311688312,0.8214285714285714,0.807843137254902,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.1633986928104576,1.0757575757575757,0.8,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2093023255813953,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,130.0,0.0,0.0,28.0,64.0,138.0,206.0,3.0,0.0,0.0,0.0,88.0,2.0,10.0,178.0,142.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Lamar Odom,1.7551020408163265,1.6,0.0,0.0,0.0,1.8461538461538463,0.0,0.0,0.5833333333333334,0.3333333333333333,0.847457627118644,0.8166666666666667,0.8372093023255813,0.0,0.0,0.0,1.0677966101694916,1.0,2.0,1.2173913043478262,0.8,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,172.0,8.0,0.0,0.0,0.0,96.0,0.0,0.0,28.0,6.0,50.0,98.0,72.0,0.0,0.0,0.0,252.0,2.0,4.0,28.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
LeBron James,1.6610169491525424,1.3333333333333333,0.0,0.0,0.0,1.9069767441860466,0.0,0.0,0.6808510638297872,0.4533333333333333,0.7050359712230215,0.7839506172839507,0.9238410596026491,1.0,0.0,0.0,1.037593984962406,2.0,0.0,1.5,0.625,0.4,0.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.6666666666666666,3.0,0.0,1.7058823529411764,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,2.0,0.0,0.0,0.0,0.0,392.0,8.0,0.0,0.0,0.0,82.0,0.0,0.0,64.0,34.0,98.0,254.0,279.0,18.0,0.0,0.0,276.0,4.0,0.0,12.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,3.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0
Leandro Barbosa,1.6767676767676767,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5416666666666666,0.6829268292682927,0.7887323943661971,0.892018779342723,1.099009900990099,0.75,0.0,0.0,1.041860465116279,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,26.0,28.0,56.0,190.0,333.0,3.0,0.0,0.0,224.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0
Leon Powe,1.4285714285714286,1.0,0.0,0.0,0.0,1.8,2.0,0.0,0.5833333333333334,0.2857142857142857,0.7272727272727273,0.7692307692307693,0.0,0.0,0.0,0.0,1.1181102362204725,2.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2173913043478262,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,72.0,2.0,0.0,14.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,142.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Linas Kleiza,1.5081967213114753,0.0,0.0,0.0,0.0,1.875,0.0,0.0,0.8205128205128205,0.7857142857142857,0.6,0.8055555555555556,0.890909090909091,0.0,0.0,0.0,1.1333333333333333,0.0,0.0,0.9230769230769231,1.0,1.5,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.037037037037037,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,32.0,22.0,12.0,116.0,147.0,0.0,0.0,0.0,102.0,0.0,0.0,12.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lou Amundson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lou Williams,1.7362637362637363,2.0,0.0,0.0,0.0,1.8,0.0,0.0,0.7333333333333333,0.46511627906976744,0.6355140186915887,0.7248322147651006,1.1941747572815533,0.30000000000000004,0.42857142857142855,0.0,0.6338028169014085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,158.0,6.0,0.0,0.0,0.0,36.0,0.0,0.0,44.0,20.0,68.0,108.0,123.0,3.0,3.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Luis Scola,1.5238095238095237,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6176470588235294,0.8648648648648649,0.8264462809917356,0.8985507246376812,0.0,0.0,0.0,0.0,1.2127659574468086,2.0,0.0,1.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,42.0,32.0,100.0,62.0,0.0,0.0,0.0,0.0,342.0,4.0,0.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Ridnour,1.5789473684210527,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.7,0.75,0.8181818181818182,0.8163265306122449,0.96,0.0,0.0,0.0,0.6046511627906976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,18.0,54.0,80.0,48.0,0.0,0.0,0.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Luke Walton,1.7333333333333334,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7241379310344828,0.5555555555555556,0.9411764705882353,0.6019417475728155,1.2000000000000002,0.0,0.0,0.0,1.1587301587301588,0.0,0.0,1.2,1.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,42.0,20.0,32.0,62.0,60.0,0.0,0.0,0.0,146.0,0.0,0.0,24.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luol Deng,1.6097560975609757,2.0,0.0,0.0,0.0,1.8823529411764706,0.0,0.0,0.7368421052631579,0.4583333333333333,0.8152866242038217,0.8666666666666667,0.8181818181818181,0.0,0.0,0.0,1.0672645739910314,2.0,0.0,0.6363636363636364,0.6,0.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,66.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,42.0,22.0,128.0,208.0,9.0,0.0,0.0,0.0,238.0,6.0,0.0,14.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Malik Allen,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.36363636363636365,0.42857142857142855,1.0114942528735633,0.9925925925925926,3.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.25,1.1428571428571428,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,6.0,88.0,134.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manu Ginobili,1.6274509803921569,1.0909090909090908,0.0,0.0,2.0,1.2727272727272727,0.0,0.0,0.6451612903225806,0.6818181818181818,0.8518518518518519,0.7848101265822784,1.213166144200627,0.0,0.0,0.0,0.96875,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,166.0,12.0,0.0,0.0,2.0,14.0,0.0,0.0,40.0,30.0,92.0,124.0,387.0,0.0,0.0,0.0,124.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,2.0,0.0,0.0
Marcin Gortat,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Belinelli,1.5,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.6666666666666666,1.1379310344827585,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,26.0,33.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Banks,1.9090909090909092,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.5714285714285714,0.9230769230769231,1.0588235294117647,0.0,0.0,0.0,0.8148148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,8.0,36.0,90.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
