playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep
Tyrus Thomas,1.2727272727272727,0.0,0.0,0.0,0.0,1.837837837837838,0.0,0.0,0.42105263157894735,0.5,0.7045454545454546,0.782608695652174,0.0,0.0,0.0,0.0,0.5185185185185185,1.0,2.0,1.12,0.3333333333333333,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.25,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,8.0,6.0,62.0,54.0,0.0,0.0,0.0,0.0,56.0,2.0,4.0,28.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tyson Chandler,1.6,0.0,0.0,0.0,0.0,1.8928571428571428,0.0,0.0,0.3448275862068966,0.6153846153846154,0.5,0.0,0.0,0.0,0.0,0.0,1.028169014084507,0.0,1.0,0.9180327868852459,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5755102040816327,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,20.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,2.0,56.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udonis Haslem,2.0,0.0,0.0,0.0,0.0,1.6923076923076923,0.0,0.0,0.41379310344827586,0.5217391304347826,0.8598130841121495,0.7878787878787878,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,2.0,1.2307692307692308,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,12.0,12.0,184.0,52.0,0.0,0.0,0.0,0.0,120.0,0.0,2.0,32.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vince Carter,1.1584699453551912,1.6666666666666667,0.0,0.0,0.0,1.8064516129032258,0.0,0.0,0.7764705882352941,0.46153846153846156,0.8457142857142858,0.88,1.0227272727272727,0.75,0.0,0.0,0.8857142857142857,0.6666666666666666,2.0,1.5,1.411764705882353,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.1538461538461537,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,212.0,10.0,0.0,0.0,0.0,56.0,0.0,0.0,66.0,18.0,148.0,242.0,225.0,6.0,0.0,0.0,124.0,2.0,2.0,18.0,24.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
Vladimir Radmanovic,1.5714285714285714,0.0,0.0,0.0,0.0,1.7647058823529411,0.0,0.0,0.5263157894736842,0.8,0.35714285714285715,0.9444444444444444,1.183673469387755,1.5,0.0,0.0,1.1076923076923078,0.0,0.0,0.8571428571428571,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,8.0,10.0,102.0,174.0,3.0,0.0,0.0,72.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Von Wafer,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.4444444444444444,0.3333333333333333,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,8.0,6.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willie Green,1.7575757575757576,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6153846153846154,0.7037037037037037,0.7962962962962963,0.7015706806282722,0.8417266187050358,0.0,0.0,0.0,0.9714285714285714,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,116.0,4.0,0.0,0.0,0.0,32.0,0.0,0.0,48.0,38.0,86.0,134.0,117.0,0.0,0.0,0.0,170.0,0.0,2.0,8.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Wilson Chandler,1.7142857142857142,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,2.0,0.6,0.8571428571428571,0.4,0.6909090909090909,1.0,0.0,0.0,0.0,1.069767441860465,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,12.0,12.0,16.0,38.0,18.0,0.0,0.0,0.0,46.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Yao Ming,1.6666666666666667,0.0,0.0,0.0,0.0,1.7692307692307692,0.0,0.0,0.5384615384615384,0.6829268292682927,0.6666666666666666,0.5769230769230769,0.0,0.0,0.0,0.0,1.0823529411764705,0.0,2.0,1.088,1.028169014084507,1.103448275862069,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,28.0,56.0,48.0,30.0,0.0,0.0,0.0,0.0,184.0,0.0,4.0,136.0,146.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yi Jianlian,1.0,0.0,0.0,0.0,0.0,1.6585365853658536,0.0,0.0,0.4,0.631578947368421,0.8314606741573034,0.900523560209424,0.7894736842105263,3.0,0.0,0.0,0.5783132530120482,0.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,10.0,12.0,74.0,172.0,15.0,3.0,0.0,0.0,48.0,0.0,4.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Randolph,1.55,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,2.0,0.6451612903225806,0.6222222222222222,0.8470588235294118,0.7391304347826086,0.84375,3.0,0.75,0.0,1.0313588850174216,0.0,2.0,1.36,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,62.0,2.0,0.0,0.0,0.0,4.0,0.0,6.0,80.0,28.0,144.0,136.0,54.0,3.0,3.0,0.0,296.0,0.0,10.0,102.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Zaza Pachulia,1.625,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.625,0.4,0.6190476190476191,0.6956521739130435,0.0,0.0,0.0,0.0,0.891566265060241,0.0,1.0,1.2727272727272727,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,6.0,26.0,16.0,0.0,0.0,0.0,0.0,74.0,0.0,2.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Zydrunas Ilgauskas,2.0,0.0,0.0,0.0,0.0,1.8333333333333333,2.0,0.0,0.6086956521739131,0.4,0.7101449275362319,0.8186528497409327,0.0,0.0,0.0,0.0,1.15625,0.0,1.5,0.9811320754716981,0.8666666666666667,1.024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1964285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,28.0,16.0,98.0,158.0,0.0,0.0,0.0,0.0,222.0,0.0,6.0,52.0,26.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
