playername,PPS_Cut_00-02 At Rim,PPS_Cut_03-08 Near Rim,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Drive_28-34 Deep,PPS_Drive_35-46 Near Half,PPS_Drive_47-94 Backcourt,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_47-94 Backcourt,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,Points_Cut_00-02 At Rim,Points_Cut_03-08 Near Rim,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Drive_28-34 Deep,Points_Drive_35-46 Near Half,Points_Drive_47-94 Backcourt,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_47-94 Backcourt,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper
Dragan Bender,2.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.4,0.5333333333333333,0.7792207792207791,3.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,2.0,2.0,16.0,60.0,3.0,0.0,0.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Draymond Green,1.8181818181818181,0.0,1.1666666666666667,0.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.20408163265306123,0.3,0.6666666666666666,0.4444444444444444,0.8076923076923077,0.30000000000000004,0.0,0.0,1.0114942528735633,0.3333333333333333,0.0,0.0,0.8888888888888888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,0.75,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,70.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,10.0,6.0,6.0,12.0,147.0,3.0,0.0,0.0,88.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,72.0,3.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Howard,2.0,2.0,0.9230769230769231,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9272727272727272,0.0,0.0,0.42105263157894735,1.0,0.25,0.631578947368421,0.0,0.0,0.0,0.0,1.0196078431372548,2.0,0.0,1.2727272727272727,0.6835443037974683,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5850622406639003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,8.0,6.0,4.0,12.0,0.0,0.0,0.0,0.0,104.0,2.0,0.0,14.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Powell,1.7435897435897436,1.3333333333333333,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5555555555555556,0.6666666666666666,0.7428571428571429,0.48484848484848486,1.0178571428571428,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,1.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,10.0,2.0,26.0,32.0,57.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwyane Wade,1.4285714285714286,2.0,1.1206896551724137,0.9655172413793104,1.0769230769230769,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,1.8571428571428572,0.0,0.0,0.8333333333333334,0.5384615384615384,0.7175572519083969,0.6456692913385826,0.894736842105263,0.0,0.0,0.0,1.027027027027027,0.5714285714285714,0.0,0.0,0.96,1.1304347826086956,1.1578947368421053,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0909090909090908,1.0,1.5,0.0,0.0,0.0,0.9,2.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,2.0,130.0,28.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,60.0,28.0,94.0,82.0,102.0,0.0,0.0,0.0,76.0,4.0,0.0,0.0,24.0,26.0,44.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.0,12.0,0.0,0.0,0.0,18.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0
ETwaun Moore,2.0,0.0,1.391304347826087,1.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8461538461538461,0.851063829787234,0.6511627906976745,0.7678571428571429,1.0291970802919708,3.0,0.0,0.0,1.2195121951219512,2.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.75,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9333333333333333,0.5,2.625,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,32.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,66.0,40.0,28.0,86.0,141.0,6.0,0.0,0.0,100.0,4.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,14.0,2.0,21.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Ed Davis,1.0909090909090908,0.0,1.4545454545454546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8387096774193549,1.0,0.0,1.6666666666666667,1.0476190476190477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,10.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edy Tavares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elfrid Payton,1.2727272727272727,2.0,1.3404255319148937,1.1904761904761905,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7017543859649122,0.6842105263157895,0.6190476190476191,0.6792452830188679,0.7894736842105263,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,0.9333333333333333,0.9230769230769231,0.96,2.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,252.0,50.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,80.0,26.0,26.0,36.0,90.0,0.0,0.0,0.0,156.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,36.0,24.0,6.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elijah Millsap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Mudiay,1.7333333333333334,0.0,1.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.43243243243243246,0.4827586206896552,0.46153846153846156,0.4897959183673469,1.065217391304348,0.0,0.0,0.0,0.6373626373626373,0.0,0.0,0.0,1.3333333333333333,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.8,1.0,0.0,0.0,3.0,0.0,0.0,0.75,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,16.0,14.0,18.0,24.0,147.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,14.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Enes Kanter,1.68,0.0,1.3818181818181818,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4666666666666666,0.0,2.0,0.8627450980392157,0.9333333333333333,0.7428571428571429,0.6818181818181818,0.5714285714285714,0.0,0.0,0.0,1.0731707317073171,1.0,0.0,1.0,1.1951219512195121,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4252873563218391,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,76.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,44.0,14.0,52.0,30.0,12.0,0.0,0.0,0.0,220.0,6.0,0.0,8.0,98.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Bledsoe,1.3333333333333333,0.0,1.263157894736842,1.7391304347826086,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6888888888888889,0.6,0.44155844155844154,0.5454545454545454,0.9919354838709677,0.0,1.5,0.0,1.0727272727272728,0.6666666666666666,0.0,2.0,1.4,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.2307692307692308,0.9841269841269841,0.9473684210526315,1.5,3.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,192.0,40.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,62.0,24.0,34.0,48.0,246.0,0.0,3.0,0.0,118.0,2.0,0.0,2.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,62.0,36.0,36.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Gordon,1.3,0.0,1.2203389830508475,1.096774193548387,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.46808510638297873,0.4,0.375,0.7311827956989247,1.0726915520628684,1.1842105263157894,0.0,0.0,0.9056603773584906,0.6666666666666666,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6666666666666666,1.0,1.5365853658536586,3.0,0.0,0.0,1.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,144.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,6.0,6.0,68.0,546.0,45.0,0.0,0.0,48.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,63.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Ersan Ilyasova,1.76,2.0,1.5384615384615385,1.4545454545454546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5365853658536586,0.7142857142857143,0.8387096774193549,0.8529411764705882,0.9907407407407408,1.5,0.0,0.0,1.1074380165289257,1.1111111111111112,0.0,2.0,0.2222222222222222,0.5,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.4285714285714286,1.5555555555555556,1.2857142857142856,0.0,0.0,0.0,0.8,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,0.0,44.0,2.0,40.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,22.0,20.0,52.0,116.0,321.0,6.0,0.0,0.0,134.0,10.0,0.0,4.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,10.0,14.0,9.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0
Evan Fournier,1.7142857142857142,2.0,1.2295081967213115,1.2903225806451613,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.5679012345679012,0.8571428571428571,0.7142857142857143,0.75,1.0145454545454546,1.7142857142857142,0.0,0.0,1.0,0.75,0.0,2.0,1.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,1.1538461538461537,0.6086956521739131,1.5652173913043477,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,150.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,46.0,30.0,20.0,72.0,279.0,12.0,0.0,0.0,96.0,6.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,30.0,14.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Turner,2.0,0.0,1.3181818181818181,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.5625,0.8,0.6792452830188679,0.6792452830188679,0.5833333333333334,0.0,0.0,0.0,0.7441860465116279,0.0,0.0,0.0,1.75,0.9375,1.1428571428571428,2.0,0.0,0.0,0.0,0.0,1.0769230769230769,1.2173913043478262,0.8823529411764706,0.7368421052631579,1.5,0.0,0.0,0.0,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,58.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,18.0,28.0,36.0,36.0,42.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,28.0,30.0,16.0,2.0,0.0,0.0,0.0,0.0,14.0,28.0,60.0,14.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Kaminsky,1.75,0.0,1.3170731707317074,1.625,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6451612903225806,0.4,0.5714285714285714,0.6785714285714286,1.01,0.1875,0.0,0.0,0.8222222222222222,2.0,0.0,0.0,1.0,1.3333333333333333,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,54.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,60.0,16.0,20.0,38.0,303.0,3.0,0.0,0.0,74.0,4.0,0.0,0.0,40.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred VanVleet,2.0,0.0,0.9090909090909091,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.4,0.6666666666666666,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5714285714285714,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,12.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Temple,1.4285714285714286,2.0,1.5555555555555556,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8888888888888888,0.2857142857142857,0.8695652173913043,0.5416666666666666,1.2162162162162162,0.0,0.0,0.0,1.1904761904761905,0.2857142857142857,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,0.6666666666666666,0.6000000000000001,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,2.0,20.0,52.0,180.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,10.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Harris,1.6571428571428573,1.6,1.1944444444444444,0.8333333333333334,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,2.0,0.5142857142857142,0.46153846153846156,0.9411764705882353,0.9041095890410958,1.193548387096774,1.3333333333333333,0.0,0.0,1.1063829787234043,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3333333333333333,1.2727272727272727,1.125,0.0,0.0,0.0,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,8.0,86.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2.0,18.0,6.0,16.0,66.0,222.0,12.0,0.0,0.0,104.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,14.0,9.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Neal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Payton II,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Hill,1.8333333333333333,0.0,1.1666666666666667,1.4545454545454546,1.2857142857142858,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5263157894736842,0.7857142857142857,0.8095238095238095,0.9195402298850575,1.1698113207547172,1.0,3.0,0.0,1.3617021276595744,1.3333333333333333,0.0,0.0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.7692307692307693,0.9090909090909091,1.125,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,22.0,0.0,70.0,32.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,20.0,22.0,34.0,80.0,186.0,6.0,3.0,0.0,64.0,4.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,20.0,20.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Georges Niang,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgios Papagiannis,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,1.1428571428571428,1.5,0.4444444444444444,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.5,1.0769230769230769,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald Green,1.3333333333333333,0.0,1.375,0.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.3333333333333333,0.7368421052631579,0.6666666666666666,1.056338028169014,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,1.2,1.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.3333333333333333,1.0909090909090908,0.3333333333333333,1.3636363636363635,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,14.0,24.0,75.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,4.0,12.0,2.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
