playername,PPS_Cut_00-02 At Rim,PPS_Cut_03-08 Near Rim,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Drive_28-34 Deep,PPS_Drive_35-46 Near Half,PPS_Drive_47-94 Backcourt,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_47-94 Backcourt,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_47-94 Backcourt,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,Points_Cut_00-02 At Rim,Points_Cut_03-08 Near Rim,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Drive_28-34 Deep,Points_Drive_35-46 Near Half,Points_Drive_47-94 Backcourt,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_47-94 Backcourt,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_47-94 Backcourt,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper
Tomas Satoransky,2.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.7368421052631579,0.8,0.0,0.8,0.72,0.0,0.0,0.0,0.47619047619047616,2.0,0.0,0.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,1.3333333333333333,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,12.0,0.0,8.0,18.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toney Douglas,1.0,0.0,0.8888888888888888,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5454545454545454,0.8571428571428571,0.7692307692307693,0.5142857142857142,0.0,0.0,0.0,1.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,12.0,10.0,18.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Allen,1.21875,2.0,1.34375,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.32727272727272727,0.25,0.625,0.631578947368421,0.75,0.0,0.0,0.0,0.8994708994708994,0.4444444444444444,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,4.0,86.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,18.0,2.0,10.0,36.0,18.0,0.0,0.0,0.0,170.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Parker,1.75,2.0,1.425,0.6086956521739131,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6129032258064516,0.7333333333333333,0.6060606060606061,0.7857142857142857,0.8571428571428571,0.0,0.0,0.0,0.821917808219178,2.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5294117647058822,1.1111111111111112,0.9387755102040817,1.2,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,114.0,14.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,22.0,20.0,66.0,24.0,0.0,0.0,0.0,60.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,10.0,46.0,66.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Snell,1.6363636363636365,2.0,1.1724137931034482,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,1.2,0.8,0.8173913043478261,1.2165354330708662,0.75,0.0,0.0,1.2972972972972974,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666667,0.6666666666666666,2.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,34.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,4.0,6.0,20.0,94.0,309.0,6.0,0.0,0.0,48.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Treveon Graham,2.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,2.0,3.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,18.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevor Ariza,1.7647058823529411,2.0,1.037037037037037,0.8571428571428571,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.5882352941176471,0.6666666666666666,0.75,0.7169811320754716,1.0,0.0,0.0,0.0,1.2666666666666666,0.0,0.0,0.0,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,1.2000000000000002,0.0,0.0,0.0,1.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,2.0,56.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,10.0,4.0,6.0,114.0,384.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Trevor Booker,1.9230769230769231,0.0,1.411764705882353,1.1,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.7894736842105263,0.0,0.0,0.8421052631578947,0.4,0.7878787878787878,0.6382978723404256,1.0754716981132075,0.0,0.0,0.0,1.1692307692307693,0.8888888888888888,0.0,1.0,0.9367088607594937,0.7142857142857143,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619047619047619,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,96.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,32.0,6.0,26.0,30.0,57.0,0.0,0.0,0.0,152.0,8.0,0.0,2.0,74.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Burke,2.0,0.0,1.3846153846153846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,1.0,0.75,0.8,1.3269230769230769,0.6000000000000001,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.5555555555555556,0.9090909090909091,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,36.0,36.0,69.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,28.0,10.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey Lyles,1.0,0.0,1.0,1.0434782608695652,0.7272727272727273,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.41379310344827586,0.42857142857142855,0.5263157894736842,0.6753246753246753,0.9507042253521127,0.0,0.0,0.0,1.1428571428571428,1.0,0.0,0.0,0.5,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,24.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,12.0,6.0,10.0,52.0,135.0,0.0,0.0,0.0,32.0,4.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tristan Thompson,1.8275862068965518,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8064516129032258,0.0,2.0,0.7536231884057971,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.8378378378378378,2.0,0.0,0.0,1.1515151515151516,0.3333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.376,2.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,2.0,52.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,62.0,2.0,0.0,0.0,38.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Daniels,1.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.2857142857142857,0.6086956521739131,0.84,1.1058394160583942,1.0434782608695652,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8333333333333334,1.875,1.5,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,14.0,84.0,303.0,24.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,15.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy Williams,2.0,2.0,0.7,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.8,1.0,2.0,0.7058823529411765,0.8297872340425532,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,14.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,4.0,2.0,2.0,12.0,39.0,3.0,0.0,0.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Ty Lawson,2.0,1.3333333333333333,1.5522388059701493,1.3636363636363635,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.7619047619047619,0.7741935483870968,0.7671232876712328,0.7058823529411764,0.0,0.0,0.0,0.8787878787878788,1.2,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,1.2121212121212122,1.2941176470588236,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,104.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,48.0,56.0,60.0,0.0,0.0,0.0,58.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,40.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Ennis,1.3333333333333333,0.0,1.368421052631579,1.1428571428571428,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,0.0,0.2857142857142857,0.0,1.148936170212766,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,2.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,52.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,54.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,27.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Johnson,1.5789473684210527,0.0,1.0561797752808988,1.1666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.8125,0.8372093023255814,0.24489795918367346,0.7808219178082192,1.1421319796954315,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,1.0,0.8,0.5,1.1578947368421053,2.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,94.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,52.0,36.0,12.0,114.0,225.0,0.0,0.0,0.0,74.0,4.0,0.0,0.0,10.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,22.0,6.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Ulis,0.0,0.0,0.9629629629629629,1.0,0.8571428571428571,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.0526315789473684,0.6865671641791045,0.6190476190476191,0.9473684210526315,0.0,0.0,0.0,0.625,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.125,1.3877551020408163,0.6875,0.8571428571428571,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,26.0,20.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,40.0,46.0,26.0,54.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,68.0,22.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Tyler Zeller,1.4545454545454546,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4444444444444444,0.0,0.18181818181818182,0.9142857142857143,0.0,0.0,0.0,0.0,1.0810810810810811,0.0,0.0,1.3333333333333333,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyreke Evans,1.5,2.0,1.3333333333333333,1.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1875,1.3333333333333333,0.4,0.5142857142857142,1.0531914893617023,1.3636363636363635,0.0,0.0,0.8048780487804879,1.3333333333333333,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.25,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,72.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,4.0,4.0,18.0,99.0,15.0,0.0,0.0,66.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyson Chandler,1.8064516129032258,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6470588235294117,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1794871794871795,2.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3620689655172413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyus Jones,2.0,0.0,1.2222222222222223,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.8,1.3333333333333333,0.5925925925925926,1.0434782608695652,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.2857142857142857,1.1428571428571428,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,4.0,16.0,48.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Udonis Haslem,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Oladipo,1.5555555555555556,0.0,1.0,0.9090909090909091,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,1.8888888888888888,0.0,0.0,0.5853658536585366,0.5,0.8813559322033898,0.7857142857142857,0.9638009049773757,1.5,0.0,0.0,1.1224489795918366,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.9090909090909091,1.0,0.9130434782608695,1.736842105263158,0.0,0.0,0.0,1.619047619047619,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,92.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,24.0,14.0,52.0,110.0,213.0,6.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,10.0,66.0,42.0,33.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Vince Carter,1.4285714285714286,0.0,1.0384615384615385,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.8,0.26666666666666666,1.2,0.6578947368421053,1.173913043478261,1.5,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,54.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,12.0,4.0,12.0,50.0,270.0,21.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Wade Baldwin IV,0.4,0.0,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5714285714285714,0.5,0.5454545454545454,0.4,0.0,1.5,0.0,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.5454545454545454,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,6.0,6.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
