playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_13-17 Mid Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_28-34 Deep,PPS_Post_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_13-17 Mid Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_28-34 Deep,Points_Post_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim
Bobby Phills,1.4594594594594594,0.0,0.0,0.0,1.9333333333333333,0.0,0.0,2.0,0.509090909090909,1.263157894736842,0.5609756097560976,0.8032786885245902,1.0869565217391304,0.0,0.0,0.0,0.9306930693069307,0.0,0.0,0.0,0.0,1.6666666666666667,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,58.0,0.0,0.0,2.0,28.0,24.0,46.0,98.0,75.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
Brad Lohaus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1428571428571428,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brent Price,1.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2222222222222222,1.0,0.5,0.7428571428571429,1.1571428571428573,3.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,10.0,52.0,162.0,3.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brevin Knight,1.3846153846153846,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6808510638297872,0.7868852459016393,0.9202453987730062,0.8712871287128713,0.0,0.0,0.0,0.0,0.5230769230769231,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,126.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,48.0,150.0,88.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Brian Evans,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.8571428571428571,0.8135593220338984,0.8235294117647058,0.9818181818181818,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,48.0,84.0,54.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Brian Grant,1.4,0.0,0.0,0.0,2.0,0.0,0.0,1.0909090909090908,0.8296296296296296,0.9310344827586207,0.9629629629629629,0.782608695652174,0.0,0.0,0.0,0.0,1.03954802259887,0.2,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,98.0,0.0,0.0,12.0,112.0,54.0,52.0,18.0,0.0,0.0,0.0,0.0,184.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
Bryant Reeves,1.6666666666666667,0.0,0.0,0.0,1.96875,2.0,0.0,0.5,0.8606060606060606,0.7244094488188977,0.8586387434554974,0.8055555555555556,0.0,0.0,0.0,0.0,1.3186813186813187,1.5,0.0,0.0,0.0,1.8461538461538463,1.1636363636363636,1.5,0.0,0.0,0.0,0.0,0.7741935483870968,1.3333333333333333,0.0,0.0,0.0,0.6666666666666666,20.0,0.0,0.0,0.0,126.0,4.0,0.0,2.0,142.0,92.0,164.0,58.0,0.0,0.0,0.0,0.0,240.0,12.0,0.0,0.0,0.0,24.0,64.0,6.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,2.0
Bryant Stith,1.2727272727272727,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8,0.48,0.5454545454545454,0.6031746031746031,0.675,0.0,0.0,0.0,1.0344827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,12.0,18.0,38.0,27.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Bryon Russell,1.7333333333333334,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7407407407407407,0.5454545454545454,0.6296296296296297,0.8245614035087719,0.8958333333333333,1.0,0.0,0.0,1.0377358490566038,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,20.0,6.0,34.0,94.0,129.0,3.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Bubba Wells,1.3846153846153846,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.2,0.875,0.8275862068965517,0.56,0.0,0.0,0.0,0.0,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,14.0,24.0,14.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buck Williams,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.26666666666666666,0.7272727272727273,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.1506849315068493,0.0,0.0,0.0,0.0,2.0,0.8235294117647058,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Calbert Cheaney,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.7567567567567568,0.7256637168141593,0.6971830985915493,0.96,0.6857142857142857,3.0,0.0,0.0,1.1538461538461537,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,58.0,0.0,0.0,4.0,112.0,82.0,198.0,168.0,24.0,3.0,0.0,0.0,150.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
Carl Herrera,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.8636363636363636,0.75,0.5714285714285714,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.375,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,38.0,18.0,20.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl Thomas,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,1.1333333333333333,0.9056603773584906,0.5172413793103449,2.0,0.0,0.0,0.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,34.0,48.0,15.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedric Ceballos,1.3333333333333333,0.0,0.0,0.0,1.9375,0.0,0.0,1.0,0.7272727272727273,0.5263157894736842,0.5925925925925926,0.8363636363636363,0.7333333333333333,0.0,0.0,0.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.8,2.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,62.0,0.0,0.0,2.0,16.0,10.0,32.0,46.0,33.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0
Cedric Henderson,1.4457831325301205,2.0,0.0,0.0,1.84375,0.0,0.0,0.4,0.46153846153846156,0.7428571428571429,0.7123287671232876,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,120.0,8.0,0.0,0.0,118.0,0.0,0.0,2.0,30.0,52.0,156.0,70.0,0.0,0.0,0.0,0.0,128.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Charles Barkley,1.4137931034482758,2.0,0.0,0.0,1.794871794871795,0.0,0.0,1.5,0.8282828282828283,0.90625,0.6616541353383458,0.78125,0.5625,0.0,0.0,0.0,1.1764705882352942,0.4,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,82.0,2.0,0.0,0.0,70.0,0.0,0.0,6.0,82.0,58.0,88.0,50.0,27.0,0.0,0.0,0.0,240.0,2.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
Charles Jones,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Charles OBannon,1.5555555555555556,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.25,0.4,0.6153846153846154,0.4,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Charles Oakley,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13333333333333333,0.8666666666666667,0.8043478260869565,0.93,0.0,0.0,0.0,0.0,1.0816326530612246,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,26.0,222.0,186.0,0.0,0.0,0.0,0.0,106.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0
Charles Smith,1.3333333333333333,2.0,0.0,0.0,1.5,0.0,0.0,0.0,0.6666666666666666,0.75,0.5,0.896551724137931,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,6.0,6.0,26.0,39.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Ward,1.5740740740740742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.7619047619047619,0.8791208791208791,1.0786516853932584,0.0,0.0,0.0,0.7428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,16.0,80.0,192.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chauncey Billups,1.2222222222222223,1.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.5,0.7317073170731707,0.8085106382978723,0.6037735849056604,0.6153846153846154,0.9930313588850175,1.0,0.0,0.0,0.6736842105263158,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,8.0,0.0,0.0,12.0,0.0,0.0,2.0,60.0,38.0,32.0,40.0,285.0,3.0,0.0,0.0,64.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cherokee Parks,1.619047619047619,0.0,0.0,0.0,1.896551724137931,2.0,0.0,0.0,0.5882352941176471,0.8888888888888888,0.8888888888888888,0.8070175438596491,0.0,0.0,0.0,0.0,0.8717948717948718,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,110.0,2.0,0.0,0.0,30.0,32.0,104.0,46.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
Chris Anstey,1.4666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.6,0.0,0.5245901639344263,0.7088607594936709,0.30000000000000004,0.0,0.0,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,8.0,0.0,32.0,56.0,3.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Chris Childs,1.4042553191489362,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7272727272727273,0.7777777777777778,0.8307692307692308,0.7671232876712328,1.1911764705882353,0.0,0.0,0.0,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,54.0,56.0,81.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Crawford,1.4,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.3,0.0,1.0909090909090908,1.0,3.0,0.0,0.0,0.0,0.8648648648648649,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,0.0,12.0,4.0,3.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Chris Dudley,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.3076923076923077,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
Chris Garner,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4444444444444444,0.5714285714285714,0.5,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Gatling,1.3043478260869565,2.0,0.0,0.0,1.9,0.0,0.0,1.0,0.4666666666666667,0.835820895522388,0.8256880733944955,1.096774193548387,0.0,0.0,0.0,0.0,1.0608695652173914,1.0,0.0,0.0,0.0,0.0,0.8,0.2857142857142857,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,38.0,0.0,0.0,6.0,28.0,56.0,90.0,34.0,0.0,0.0,0.0,0.0,122.0,2.0,0.0,0.0,0.0,0.0,44.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
Chris Mills,1.7446808510638299,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.5846153846153846,0.7567567567567568,0.7628865979381443,0.8666666666666667,0.778846153846154,0.0,0.0,0.0,1.0135135135135136,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,82.0,2.0,0.0,0.0,12.0,0.0,0.0,4.0,38.0,28.0,74.0,104.0,81.0,0.0,0.0,0.0,150.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
Chris Morris,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.25,0.8571428571428571,0.7368421052631579,0.782608695652174,0.8863636363636365,0.0,0.0,0.0,0.8846153846153846,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.0,12.0,14.0,18.0,39.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
Chris Mullin,1.945945945945946,1.6,0.0,0.0,2.0,0.0,0.0,2.0,0.07692307692307693,0.6896551724137931,0.816,0.8924731182795699,1.32972972972973,0.0,0.0,0.0,1.3932584269662922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,72.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,20.0,102.0,166.0,246.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Chris Robinson,1.6363636363636365,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2857142857142857,0.5263157894736842,0.7241379310344828,0.9767441860465117,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,42.0,42.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Chris Webber,1.8640776699029127,2.0,0.0,0.0,1.9069767441860466,0.0,0.0,2.0,0.47619047619047616,0.547945205479452,0.6410256410256411,1.1494252873563218,0.9384615384615385,0.0,0.0,0.0,0.9124423963133641,0.0,0.0,0.0,0.0,1.7142857142857142,1.5254237288135593,0.8571428571428571,0.0,0.0,0.0,0.0,1.1578947368421053,0.0,0.0,0.0,0.0,0.0,192.0,4.0,0.0,0.0,246.0,0.0,0.0,2.0,60.0,40.0,200.0,100.0,183.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,12.0,90.0,6.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
Chris Whitney,1.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.7272727272727273,0.7111111111111111,0.7252747252747253,0.949640287769784,0.75,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,32.0,66.0,132.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Laettner,1.5925925925925926,0.0,0.0,0.0,1.6153846153846154,0.0,0.0,1.0,0.6493506493506493,0.7837837837837838,0.9021739130434783,0.8125,0.8999999999999999,0.0,0.0,0.0,1.0337078651685394,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.096774193548387,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,42.0,0.0,0.0,4.0,50.0,58.0,166.0,52.0,18.0,0.0,0.0,0.0,184.0,6.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0
Chuck Person,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.3076923076923077,0.9090909090909091,0.7610619469026548,1.046153846153846,0.6000000000000001,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,20.0,86.0,204.0,3.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chucky Brown,1.8666666666666667,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.5833333333333334,0.5769230769230769,0.8073394495412844,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,1.0545454545454545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,28.0,30.0,88.0,24.0,6.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Clar. Weatherspoon,1.7272727272727273,0.0,0.0,0.0,1.7586206896551724,0.0,0.0,1.0,0.4755244755244755,0.6129032258064516,0.8269230769230769,0.6,0.0,0.0,0.0,0.0,0.9790209790209791,0.5,0.0,0.0,0.0,0.5,1.6,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,102.0,0.0,0.0,2.0,68.0,38.0,86.0,12.0,0.0,0.0,0.0,0.0,140.0,6.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
Clifford Robinson,1.6216216216216217,0.0,0.0,0.0,1.7916666666666667,0.0,0.0,2.0,0.8323699421965318,0.6213592233009708,0.7563025210084033,0.6,0.9523809523809523,0.0,0.0,0.0,1.1758793969849246,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333,1.5263157894736843,0.0,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,86.0,0.0,0.0,2.0,144.0,64.0,90.0,42.0,60.0,0.0,0.0,0.0,234.0,4.0,0.0,0.0,0.0,4.0,58.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
