playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_13-17 Mid Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_28-34 Deep,PPS_Post_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_13-17 Mid Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_28-34 Deep,Points_Post_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim
J.R. Reid,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.8648648648648649,0.8076923076923077,0.8817204301075269,0.8301886792452831,1.0,0.0,0.0,0.0,1.1020408163265305,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,32.0,42.0,82.0,44.0,6.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Jacque Vaughn,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.5581395348837209,1.5,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,9.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Rose,1.619047619047619,1.75,0.0,0.0,1.9,0.0,0.0,0.0,0.65,0.9454545454545454,0.8201438848920863,0.8990825688073395,0.8490566037735849,2.0,0.0,0.0,1.186046511627907,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,68.0,14.0,0.0,0.0,38.0,0.0,0.0,0.0,52.0,52.0,114.0,98.0,45.0,6.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Jamal Mashburn,1.2173913043478262,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7,0.7111111111111111,0.9090909090909091,0.7766990291262136,0.9565217391304347,0.0,0.0,0.0,1.1868131868131868,0.6666666666666666,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,56.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,70.0,32.0,70.0,80.0,66.0,0.0,0.0,0.0,108.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
James Collins,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.0,0.5714285714285714,0.36363636363636365,1.6875,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,27.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
James Robinson,1.5217391304347827,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5454545454545454,0.5714285714285714,0.5901639344262295,0.8172043010752689,0.9344262295081968,0.75,0.42857142857142855,0.0,1.0256410256410255,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,12.0,36.0,76.0,171.0,3.0,3.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Feick,0.0,0.0,0.0,0.0,1.8461538461538463,0.0,0.0,0.0,0.4,0.0,0.7142857142857143,1.0,0.75,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,2.0,0.0,10.0,12.0,6.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Jaren Jackson,1.5238095238095237,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.625,0.8235294117647058,0.8159203980099502,1.1214953271028036,0.5,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,10.0,84.0,164.0,240.0,3.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Jason Caffey,1.6774193548387097,0.0,0.0,0.0,1.9365079365079365,0.0,0.0,0.0,0.3695652173913043,0.6666666666666666,0.925,0.5454545454545454,0.0,0.0,0.0,0.0,0.9583333333333334,0.4,2.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.9565217391304348,0.0,0.0,0.0,0.0,2.0,52.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,34.0,32.0,74.0,6.0,0.0,0.0,0.0,0.0,92.0,4.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0
Jason Kidd,1.4137931034482758,1.0,0.0,0.0,1.6,0.0,0.0,0.0,0.6885245901639344,0.9696969696969697,0.7887323943661971,0.6242038216560509,1.032258064516129,0.0,0.5,0.0,1.0126582278481013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,2.0,0.0,0.0,24.0,0.0,0.0,0.0,42.0,64.0,112.0,98.0,192.0,0.0,3.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Lawson,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jayson Williams,1.4444444444444444,0.0,0.0,0.0,1.9080459770114941,0.0,0.0,0.0,0.5666666666666667,0.9333333333333333,0.6666666666666666,1.6,0.0,0.0,0.0,0.0,1.0962962962962963,0.4,0.0,0.0,0.0,0.0,1.0434782608695652,2.0,0.0,0.0,0.0,0.0,0.6071428571428571,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,34.0,42.0,36.0,8.0,0.0,0.0,0.0,0.0,148.0,2.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0
Jeff Grayer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2000000000000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Hornacek,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9425287356321839,0.6274509803921569,0.9371428571428572,0.946058091286307,1.306930693069307,3.0,0.0,0.0,1.00990099009901,0.0,0.0,0.0,0.0,2.0,1.6363636363636365,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,72.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,32.0,164.0,228.0,132.0,3.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,4.0,18.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Jerald Honeycutt,2.0,2.0,0.0,0.0,1.8,0.0,0.0,0.0,0.6363636363636364,0.7272727272727273,0.2608695652173913,0.8125,1.163265306122449,0.0,0.0,0.0,0.9142857142857143,2.0,0.0,0.0,0.0,0.0,0.5714285714285714,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,18.0,0.0,0.0,0.0,14.0,16.0,6.0,26.0,57.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Jermaine ONeal,0.8571428571428571,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.0,0.6785714285714286,0.42105263157894735,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,1.0819672131147542,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,38.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
Jerome Kersey,1.2222222222222223,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.42857142857142855,1.0909090909090908,0.78125,0.7837837837837838,0.0,0.0,0.0,0.0,0.9166666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,6.0,12.0,50.0,58.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
Jerome Williams,1.6470588235294117,0.0,0.0,0.0,1.853658536585366,0.0,0.0,0.0,0.4166666666666667,0.9333333333333333,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.9618320610687023,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,10.0,14.0,12.0,2.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
Jerry Stackhouse,1.7826086956521738,2.0,0.0,0.0,1.9506172839506173,0.0,0.0,0.6666666666666666,0.39473684210526316,0.7575757575757576,0.6163522012578616,0.8461538461538461,0.7402597402597403,0.2727272727272727,0.0,0.0,0.7486033519553073,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,164.0,8.0,0.0,0.0,158.0,0.0,0.0,2.0,30.0,50.0,98.0,110.0,114.0,3.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
Jim Jackson,1.6901408450704225,2.0,0.0,0.0,1.6923076923076923,0.0,0.0,0.6666666666666666,0.65,0.8468468468468469,0.7777777777777778,0.7916666666666666,0.9555555555555556,1.5,0.0,0.0,0.9105691056910569,0.26666666666666666,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,120.0,4.0,0.0,0.0,44.0,0.0,0.0,2.0,78.0,94.0,196.0,152.0,129.0,3.0,0.0,0.0,112.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
Jim McIlvaine,2.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.3333333333333333,0.2857142857142857,1.0476190476190477,0.4444444444444444,0.75,0.0,0.0,0.0,0.0,1.1147540983606556,0.0,0.0,0.0,0.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,2.0,4.0,22.0,20.0,6.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
Joe Dumars,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695652173913043,1.05,0.85,0.9137931034482759,1.134517766497462,0.5,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,84.0,136.0,106.0,447.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Smith,1.5555555555555556,0.0,0.0,0.0,1.9642857142857142,0.0,0.0,1.0,0.4507042253521127,0.6779661016949152,0.8373333333333334,0.8859060402684564,0.0,0.0,0.0,0.0,1.0151515151515151,0.0,0.0,0.0,0.0,1.0,1.1176470588235294,0.5,0.0,0.0,0.0,0.0,1.0476190476190477,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,110.0,0.0,0.0,2.0,64.0,80.0,314.0,132.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,2.0,38.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0
John Starks,1.6404494382022472,0.0,0.0,0.0,2.0,0.0,0.0,0.2857142857142857,0.6875,0.6875,0.7070707070707071,0.725925925925926,0.9900990099009901,0.0,1.5,0.0,0.7032967032967034,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,22.0,22.0,70.0,196.0,300.0,0.0,6.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
John Stockton,1.5903614457831325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,1.2,0.7532467532467533,0.8372093023255814,1.4189189189189189,1.2000000000000002,0.0,0.0,1.2149532710280373,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,58.0,72.0,105.0,6.0,0.0,0.0,130.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Thomas,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.23529411764705882,1.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,1.0434782608695652,1.0,0.0,0.0,0.0,2.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
John Wallace,1.4545454545454546,0.0,0.0,0.0,1.6883116883116882,0.0,0.0,2.0,0.7887323943661971,0.9357798165137615,0.7971014492753623,1.0909090909090908,1.5,0.0,0.0,0.0,0.9440993788819876,0.5,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,130.0,0.0,0.0,6.0,112.0,204.0,220.0,24.0,3.0,0.0,0.0,0.0,152.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
Johnny Newman,1.3137254901960784,1.3333333333333333,0.0,0.0,1.8181818181818181,0.0,0.0,1.0,0.39215686274509803,0.3225806451612903,0.6666666666666666,0.8167539267015707,0.9759036144578312,0.0,0.0,0.0,1.015625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,134.0,4.0,0.0,0.0,60.0,0.0,0.0,4.0,20.0,10.0,98.0,156.0,81.0,0.0,0.0,0.0,130.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
Johnny Taylor,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.4,0.5714285714285714,0.4444444444444444,1.5,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Barry,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.8571428571428571,0.7586206896551724,0.9130434782608696,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,22.0,42.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jud Buechler,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,1.0,0.8631578947368421,1.3076923076923077,0.0,0.0,0.0,1.6363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,14.0,82.0,51.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Juwan Howard,1.8,2.0,0.0,0.0,1.794871794871795,0.0,0.0,1.5,0.6666666666666666,0.9112903225806451,0.8467741935483871,0.8,0.0,0.0,0.0,0.0,0.8979591836734694,0.0,0.0,0.0,0.0,1.3333333333333333,1.6,1.3333333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,72.0,4.0,0.0,0.0,70.0,0.0,0.0,6.0,130.0,226.0,210.0,20.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,4.0,40.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Karl Malone,1.791044776119403,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6086956521739131,0.8888888888888888,0.952808988764045,0.9565217391304348,1.2000000000000002,0.0,0.0,0.0,1.1846153846153846,2.0,0.0,0.0,0.0,1.0,0.8780487804878049,2.0,2.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,120.0,2.0,0.0,0.0,86.0,0.0,0.0,0.0,42.0,104.0,424.0,242.0,6.0,0.0,0.0,0.0,462.0,2.0,0.0,0.0,0.0,12.0,36.0,2.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
Kebu Stewart,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Keith Askins,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.9230769230769231,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,24.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
Keith Closs,1.6666666666666667,0.0,0.0,0.0,1.85,0.0,0.0,0.0,0.3076923076923077,0.21052631578947367,0.5454545454545454,1.0909090909090908,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,0.0,0.0,0.0,0.0,1.125,1.0,1.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,8.0,4.0,18.0,12.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,18.0,4.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
Keith Van Horn,1.0114942528735633,0.0,0.0,0.0,1.9607843137254901,0.0,0.0,1.0,0.7642276422764228,0.7102803738317757,0.6976744186046512,0.802547770700637,0.9065934065934065,0.0,3.0,0.0,0.9921259842519685,1.0,0.0,0.0,0.0,0.0,1.0952380952380953,0.5,0.0,0.0,0.0,0.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,94.0,76.0,90.0,126.0,165.0,0.0,3.0,0.0,126.0,2.0,0.0,0.0,0.0,0.0,46.0,4.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
Kelvin Cato,2.0,0.0,0.0,0.0,1.6551724137931034,0.0,0.0,0.0,0.45714285714285713,0.4444444444444444,0.3,0.3333333333333333,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,16.0,12.0,6.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
Kendall Gill,1.2345679012345678,0.0,0.0,0.0,1.8888888888888888,0.0,0.0,0.6666666666666666,0.5483870967741935,0.47058823529411764,0.6283185840707964,0.9019607843137255,0.9041095890410958,0.0,0.0,0.0,1.0317460317460319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,68.0,0.0,0.0,2.0,34.0,32.0,142.0,184.0,66.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Anderson,1.290909090909091,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5454545454545454,0.7346938775510204,0.8256880733944955,0.6503067484662577,1.0263157894736843,0.0,0.0,0.0,0.6052631578947368,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,36.0,90.0,106.0,117.0,0.0,0.0,0.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerry Kittles,1.2695652173913043,0.0,0.0,0.0,1.8518518518518519,0.0,0.0,1.0,0.6326530612244898,0.631578947368421,0.7473684210526316,0.8171206225680934,1.2894736842105263,0.0,0.0,0.0,0.9534883720930233,1.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,100.0,0.0,0.0,4.0,62.0,48.0,142.0,210.0,294.0,0.0,0.0,0.0,82.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
