playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half
Kevin Martin,1.4285714285714286,2.0,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.8837209302325582,0.5555555555555556,0.74,0.7924528301886793,0.8571428571428571,0.0,0.0,0.0,0.9347826086956522,2.0,0.0,0.0,1.3333333333333333,1.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6,1.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,38.0,20.0,74.0,126.0,144.0,0.0,0.0,0.0,86.0,2.0,0.0,0.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
Keyon Dooling,1.1851851851851851,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.5882352941176471,0.7428571428571429,0.8205128205128205,0.9157894736842105,0.0,0.0,0.0,1.1578947368421053,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,10.0,26.0,96.0,87.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirk Hinrich,1.3636363636363635,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.7,0.5405405405405406,0.9039145907473309,1.0833333333333333,0.0,0.0,0.0,0.6875,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4285714285714286,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,40.0,254.0,234.0,0.0,0.0,0.0,44.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Kobe Bryant,1.6612903225806452,0.5,0.0,0.0,0.0,1.8095238095238095,0.0,0.0,0.7207207207207207,0.7375886524822695,0.7049808429118773,0.8290598290598291,0.959016393442623,0.6000000000000001,0.0,0.0,0.735632183908046,0.6666666666666666,0.0,1.4871794871794872,1.36,1.3448275862068966,1.0,2.0,0.0,0.0,0.0,0.0,1.5555555555555556,1.5454545454545454,1.6923076923076923,2.0,0.0,0.0,0.0,1.0769230769230769,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,2.0,2.0,0.0,0.0,0.0,0.0,206.0,2.0,0.0,0.0,0.0,38.0,0.0,0.0,80.0,104.0,184.0,194.0,234.0,6.0,0.0,0.0,128.0,2.0,0.0,58.0,68.0,78.0,12.0,6.0,0.0,0.0,0.0,0.0,14.0,34.0,22.0,12.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,4.0,0.0,0.0,0.0,0.0
Kosta Koufos,1.3333333333333333,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.125,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Humphries,1.3333333333333333,0.5,0.0,0.0,0.0,1.92,0.0,0.0,0.7272727272727273,0.5161290322580645,0.78,0.7843137254901961,0.0,0.0,0.0,0.0,0.868421052631579,0.0,0.0,0.6,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926829268292683,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,48.0,0.0,0.0,16.0,16.0,78.0,40.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Kurt Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.8,0.9230769230769231,0.8947368421052632,0.0,0.0,0.0,0.0,1.0810810810810811,0.0,0.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,84.0,34.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwame Brown,1.2,0.0,0.0,0.0,0.0,1.8571428571428572,0.0,0.0,0.5714285714285714,1.1111111111111112,0.75,0.0,0.0,0.0,0.0,0.0,0.7906976744186046,0.0,0.0,0.9333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,8.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Korver,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.7692307692307693,0.9763779527559056,1.6875,0.0,0.0,0.0,1.0666666666666667,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,40.0,124.0,108.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Kyle Lowry,1.3580246913580247,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6857142857142857,0.7142857142857143,0.47058823529411764,0.746268656716418,0.7113402061855669,0.0,0.0,0.0,0.7526881720430108,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,1.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,110.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,8.0,50.0,69.0,0.0,0.0,0.0,70.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0
Kyrylo Fesenko,2.0,0.0,0.0,0.0,0.0,1.894736842105263,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9629629629629629,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMarcus Aldridge,1.7391304347826086,0.0,0.0,0.0,0.0,1.9245283018867925,0.0,0.0,0.5970149253731343,0.7142857142857143,0.8133333333333334,0.7761194029850746,0.5,0.0,0.0,0.0,1.2231404958677685,0.0,0.0,1.0427350427350428,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,2.0,0.0,0.0,0.0,0.0,1.3626373626373627,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,40.0,50.0,122.0,208.0,3.0,0.0,0.0,0.0,148.0,0.0,0.0,122.0,120.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamar Odom,1.5068493150684932,1.0,0.0,0.0,0.0,1.7391304347826086,0.0,0.0,0.45,0.5925925925925926,0.7894736842105263,0.7021276595744681,0.9473684210526315,0.75,0.0,0.0,1.0129870129870129,1.0,2.0,1.2682926829268293,0.5,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.5,3.0,0.0,0.0,0.0,0.972972972972973,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,110.0,4.0,0.0,0.0,0.0,40.0,0.0,0.0,18.0,16.0,30.0,66.0,126.0,6.0,0.0,0.0,156.0,2.0,6.0,52.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
LeBron James,1.7142857142857142,0.0,0.0,0.0,0.0,1.9607843137254901,2.0,0.0,0.7901234567901234,0.56,0.6666666666666666,0.7988668555240793,1.0361842105263157,0.8181818181818181,0.0,0.0,1.1339285714285714,2.0,0.0,1.3333333333333333,1.2,0.782608695652174,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4545454545454546,2.0,0.0,0.0,0.0,1.7272727272727273,2.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,100.0,4.0,0.0,64.0,28.0,60.0,282.0,315.0,27.0,0.0,0.0,254.0,8.0,0.0,20.0,12.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,6.0,0.0,0.0,0.0,76.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Leandro Barbosa,1.8064516129032258,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.18181818181818182,0.6956521739130435,0.6966292134831461,0.9375,1.5,0.0,0.0,1.0232558139534884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.3333333333333333,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,2.0,16.0,62.0,75.0,6.0,0.0,0.0,88.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Powe,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Lester Hudson,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.5714285714285714,0.9230769230769231,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,8.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lou Amundson,1.5,0.0,0.0,0.0,0.0,1.8666666666666667,0.0,0.0,0.9032258064516129,0.8571428571428571,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.991869918699187,2.0,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2380952380952381,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,28.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,122.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Lou Williams,1.7431192660550459,1.6,0.0,0.0,0.0,2.0,0.0,1.0,0.6511627906976745,0.6666666666666666,0.6440677966101694,0.7722772277227723,1.087248322147651,0.6000000000000001,0.0,0.0,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6666666666666667,1.6,3.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,190.0,8.0,0.0,0.0,0.0,18.0,0.0,2.0,28.0,24.0,38.0,78.0,162.0,6.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,8.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0
Luc Mbah a Moute,1.6666666666666667,0.0,0.0,0.0,0.0,1.8461538461538463,0.0,0.0,0.36363636363636365,1.0,0.6101694915254238,0.4838709677419355,1.5,0.0,0.0,0.0,1.205298013245033,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.0,12.0,36.0,30.0,9.0,0.0,0.0,0.0,182.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Scola,1.574468085106383,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6956521739130435,0.6153846153846154,0.851063829787234,0.8047337278106509,0.0,0.0,0.0,0.0,1.2491694352159468,1.5,0.0,1.1830985915492958,0.8181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.4146341463414633,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,32.0,160.0,136.0,0.0,0.0,0.0,0.0,376.0,6.0,0.0,168.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Ridnour,1.5483870967741935,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.7878787878787878,1.089655172413793,0.9578947368421052,1.1951219512195121,0.0,1.5,0.0,0.7209302325581395,0.0,0.0,0.8,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.2,1.4545454545454546,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,26.0,158.0,182.0,147.0,0.0,3.0,0.0,62.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Walton,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.6153846153846154,0.6153846153846154,1.25,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,8.0,15.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luol Deng,1.5714285714285714,2.0,0.0,0.0,0.0,1.8620689655172413,0.0,0.0,0.875,0.5238095238095238,0.8707482993197279,0.7626666666666667,0.5714285714285714,0.0,0.0,0.0,1.0736842105263158,0.0,0.0,1.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.6666666666666667,3.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,88.0,2.0,0.0,0.0,0.0,54.0,0.0,0.0,70.0,22.0,128.0,286.0,12.0,0.0,0.0,0.0,204.0,0.0,0.0,18.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Malik Allen,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,1.12,0.6938775510204082,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,28.0,34.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manu Ginobili,1.4833333333333334,0.9473684210526315,2.0,0.0,0.0,1.8,0.0,0.0,0.6785714285714286,0.6451612903225806,0.8,0.6015037593984962,1.1691176470588236,0.0,0.0,0.0,0.9774436090225563,0.3333333333333333,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,1.5,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,2.0,0.0,0.0,0.0,0.0,0.0,178.0,18.0,2.0,0.0,0.0,18.0,0.0,0.0,38.0,20.0,64.0,80.0,318.0,0.0,0.0,0.0,130.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
Marc Gasol,1.894736842105263,0.0,0.0,0.0,0.0,1.8909090909090909,0.0,2.0,0.7586206896551724,0.8205128205128205,0.8571428571428571,0.5882352941176471,0.0,0.0,0.0,0.0,1.2718446601941749,0.0,2.0,1.1090909090909091,0.8108108108108109,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2075471698113207,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,104.0,0.0,4.0,44.0,32.0,36.0,10.0,0.0,0.0,0.0,0.0,262.0,0.0,2.0,122.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcin Gortat,1.0,0.0,0.0,0.0,0.0,1.9130434782608696,0.0,0.0,0.9333333333333333,0.5333333333333333,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,1.1733333333333333,0.0,2.0,1.2142857142857142,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.096774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,14.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,2.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
