playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half
Dan Gadzuric,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.7586206896551724,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Gibson,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0769230769230769,0.75,0.7142857142857143,0.7906976744186046,1.5137614678899083,0.0,0.0,0.0,0.75,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,10.0,68.0,165.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Danilo Gallinari,1.6727272727272726,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.6153846153846154,0.8695652173913043,0.7719298245614035,0.6905829596412556,1.2000000000000002,0.6923076923076923,0.0,0.0,0.7058823529411765,0.0,0.0,1.6666666666666667,1.3333333333333333,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,2.0,0.0,0.0,0.0,28.0,2.0,0.0,16.0,20.0,44.0,154.0,468.0,9.0,0.0,0.0,60.0,0.0,0.0,10.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Granger,1.476923076923077,1.1111111111111112,0.0,0.0,0.0,1.8461538461538463,1.0,0.0,0.6470588235294118,0.7843137254901961,0.7377049180327869,0.6274509803921569,1.0652741514360313,0.0,0.0,0.0,1.0429447852760736,1.5,2.0,0.8571428571428571,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.894736842105263,1.3846153846153846,1.5,0.0,0.0,0.0,1.2592592592592593,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,96.0,10.0,0.0,0.0,0.0,24.0,2.0,0.0,44.0,40.0,90.0,96.0,408.0,0.0,0.0,0.0,170.0,6.0,2.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,18.0,15.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
Danny Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,10.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dante Cunningham,1.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.8888888888888888,1.4285714285714286,0.7636363636363637,0.975609756097561,0.0,0.0,0.0,0.0,1.1515151515151516,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,10.0,42.0,80.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Songaila,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.75,0.9882352941176471,0.7978142076502732,0.5,0.0,0.0,0.0,1.2653061224489797,0.0,0.0,1.1764705882352942,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,84.0,146.0,3.0,0.0,0.0,0.0,124.0,0.0,0.0,20.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darko Milicic,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3870967741935484,0.7142857142857143,0.0,0.8,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.0461538461538462,1.1282051282051282,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,68.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darnell Jackson,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,2.0,0.0,0.0,0.75,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrell Arthur,1.0,2.0,0.0,0.0,0.0,1.6,0.0,0.0,0.6666666666666666,0.16666666666666666,1.0476190476190477,0.5833333333333334,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,1.4,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,2.0,22.0,14.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,14.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Collison,1.6428571428571428,2.0,2.0,0.0,0.0,1.8666666666666667,0.0,0.0,0.6333333333333333,0.7796610169491526,0.8837209302325582,0.851063829787234,1.0632911392405062,3.0,0.0,0.0,0.782608695652174,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,1.4285714285714286,1.5384615384615385,2.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,4.0,4.0,0.0,0.0,28.0,0.0,0.0,38.0,46.0,114.0,120.0,84.0,3.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,30.0,20.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Andersen,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.25,0.47058823529411764,0.9387755102040817,0.84375,1.0540540540540542,0.0,0.0,0.0,0.9302325581395349,0.0,0.0,1.135135135135135,1.1111111111111112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,8.0,46.0,54.0,78.0,0.0,0.0,0.0,40.0,0.0,0.0,42.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Lee,1.7741935483870968,1.3333333333333333,0.0,0.0,0.0,1.9166666666666667,0.0,2.0,0.6451612903225806,0.9583333333333334,0.9560975609756097,0.8177777777777778,0.0,0.0,0.0,0.0,1.0823529411764705,1.0,2.0,1.1785714285714286,0.75,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.2647058823529411,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,220.0,4.0,0.0,0.0,0.0,92.0,0.0,4.0,60.0,46.0,196.0,184.0,0.0,0.0,0.0,0.0,368.0,2.0,4.0,66.0,12.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
David West,1.8918918918918919,1.3333333333333333,2.0,0.0,0.0,1.8571428571428572,0.0,1.0,0.7741935483870968,0.7692307692307693,0.8657718120805369,0.935064935064935,0.7058823529411764,0.0,0.0,0.0,1.0273972602739727,0.0,1.0,1.3658536585365855,1.1578947368421053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2608695652173914,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,140.0,8.0,2.0,0.0,0.0,26.0,0.0,2.0,96.0,90.0,258.0,144.0,12.0,0.0,0.0,0.0,300.0,0.0,2.0,56.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
DeAndre Jordan,1.4,0.0,0.0,0.0,0.0,1.7083333333333333,0.0,0.0,0.8888888888888888,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.676923076923077,2.0,2.0,0.8888888888888888,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4814814814814814,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,2.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeJuan Blair,1.2857142857142858,0.0,0.0,0.0,0.0,1.8064516129032258,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,1.1688311688311688,0.0,0.0,1.263157894736842,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2876712328767124,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,54.0,10.0,14.0,2.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,24.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMar DeRozan,1.1685393258426966,0.6666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.8947368421052632,0.9230769230769231,0.9032258064516129,0.584070796460177,0.5,0.0,0.0,0.0,1.1363636363636365,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.125,1.25,0.0,0.0,0.0,0.0,1.4444444444444444,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,2.0,0.0,0.0,0.0,30.0,0.0,0.0,34.0,12.0,56.0,66.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,18.0,10.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
DeMarre Carroll,0.6666666666666666,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,0.0,0.782608695652174,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,18.0,66.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
DeSagana Diop,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeShawn Stevenson,1.0909090909090908,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.6756756756756757,0.5094339622641509,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,50.0,27.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delonte West,1.4,0.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.5625,0.47368421052631576,0.9090909090909091,0.7671232876712328,1.0625,0.0,0.0,0.0,0.8421052631578947,2.0,0.0,1.3333333333333333,1.75,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,18.0,18.0,70.0,56.0,51.0,0.0,0.0,0.0,64.0,2.0,0.0,4.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
Derek Fisher,1.4615384615384615,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.5454545454545454,0.8444444444444444,0.8,0.933774834437086,1.2000000000000002,0.0,0.0,0.391304347826087,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,38.0,180.0,141.0,6.0,0.0,0.0,18.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Deron Williams,1.425,1.6666666666666667,2.0,0.0,0.0,2.0,0.0,0.0,0.8108108108108109,0.5882352941176471,0.7972027972027972,0.9119170984455959,1.0499999999999998,0.0,0.0,0.0,0.8970588235294118,2.0,0.0,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.25,1.7142857142857142,0.0,0.0,0.0,1.2727272727272727,2.0,0.0,0.0,0.0,0.0,1.8181818181818181,1.0,0.0,0.0,3.0,0.0,0.0,228.0,10.0,4.0,0.0,0.0,18.0,0.0,0.0,60.0,20.0,114.0,176.0,231.0,0.0,0.0,0.0,122.0,2.0,0.0,8.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,12.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,3.0,0.0,0.0
Derrick Brown,1.8,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.4,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.5416666666666666,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,4.0,10.0,14.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick Rose,1.5384615384615385,1.4285714285714286,2.0,0.0,0.0,2.0,0.0,0.0,1.05,0.9333333333333333,0.8571428571428571,0.7927927927927928,0.8,0.0,0.0,0.0,0.7456140350877193,1.0,0.0,1.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.826086956521739,1.6666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,280.0,10.0,2.0,0.0,0.0,20.0,0.0,0.0,126.0,126.0,192.0,264.0,36.0,0.0,0.0,0.0,170.0,2.0,0.0,12.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,42.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0
Devin Harris,1.1851851851851851,0.4,2.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.7058823529411765,0.8070175438596491,0.6386554621848739,0.8432432432432433,0.0,0.0,0.0,0.65,0.0,0.0,0.6666666666666666,0.0,1.5,0.0,3.0,0.0,0.0,0.0,0.8,1.3333333333333333,2.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,2.0,0.0,0.0,0.0,0.0,256.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,40.0,36.0,92.0,76.0,156.0,0.0,0.0,0.0,52.0,0.0,0.0,2.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0
Dirk Nowitzki,1.3111111111111111,0.4444444444444444,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.8,0.7927927927927928,0.89453125,0.9527027027027027,1.3243243243243243,0.0,0.0,0.0,1.1111111111111112,1.0,0.0,1.2,0.8936170212765957,1.0416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7142857142857142,1.5,3.0,0.0,0.0,0.0,1.411764705882353,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.4285714285714286,1.6,0.0,0.0,0.0,0.0,118.0,4.0,0.0,0.0,0.0,30.0,0.0,0.0,36.0,88.0,458.0,282.0,147.0,0.0,0.0,0.0,130.0,2.0,0.0,36.0,42.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,8.0,0.0,0.0,0.0,0.0
Dominic McGuire,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
