playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper
A.J. Guyton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron McKie,1.6363636363636365,2.0,0.0,0.0,0.0,0.0,0.0,0.6976744186046512,0.4,0.6808510638297872,0.8493150684931506,1.0588235294117647,0.0,0.0,0.0,0.9866666666666667,0.0,0.0,0.0,0.0,1.2,2.0,2.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,90.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,22.0,96.0,124.0,54.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Aaron Williams,0.9333333333333333,2.0,0.0,0.0,1.6756756756756757,0.0,0.0,0.6274509803921569,1.0344827586206897,0.7037037037037037,0.7058823529411765,0.0,0.0,0.0,0.0,0.9384615384615385,1.3333333333333333,0.0,0.0,0.0,0.9387755102040817,0.35294117647058826,0.5,0.0,0.0,0.0,0.782608695652174,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,62.0,0.0,0.0,32.0,30.0,38.0,12.0,0.0,0.0,0.0,0.0,122.0,4.0,0.0,0.0,0.0,46.0,6.0,2.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
Adam Harrington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,1.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adonal Foyle,1.4285714285714286,0.0,0.0,0.0,1.9047619047619047,0.0,0.0,0.5172413793103449,1.0909090909090908,0.8125,0.6666666666666666,0.0,0.0,0.0,0.0,1.1891891891891893,1.3333333333333333,0.0,0.0,2.0,1.1515151515151516,2.0,0.0,0.0,0.0,0.0,0.7878787878787878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,80.0,0.0,0.0,30.0,24.0,26.0,2.0,0.0,0.0,0.0,0.0,88.0,4.0,0.0,0.0,2.0,76.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Griffin,1.5454545454545454,0.0,0.0,0.0,2.0,0.0,0.0,0.7727272727272727,0.7333333333333333,0.7837837837837838,0.8333333333333334,0.5454545454545454,0.0,0.0,0.0,0.9142857142857143,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,8.0,0.0,0.0,34.0,22.0,58.0,90.0,6.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Harrington,1.25,2.0,0.0,0.0,1.8,2.0,0.0,0.4155844155844156,0.6721311475409836,0.927038626609442,0.75,1.0,0.0,0.0,0.0,0.9306930693069307,0.0,0.0,0.0,2.0,0.8,1.1111111111111112,1.0,0.0,0.0,0.0,1.4736842105263157,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,54.0,2.0,0.0,32.0,82.0,216.0,90.0,24.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,4.0,4.0,20.0,6.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
Alan Henderson,1.3333333333333333,0.0,0.0,0.0,2.0,0.0,0.0,0.16,0.48,0.7457627118644068,0.2,0.0,0.0,0.0,0.0,1.2244897959183674,0.0,0.0,0.0,1.0,1.25,1.4285714285714286,1.3333333333333333,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,48.0,0.0,0.0,8.0,12.0,44.0,2.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,2.0,30.0,10.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan Houston,1.6153846153846154,1.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.8607594936708861,0.8702290076335878,0.8833333333333333,0.9779951100244498,1.121580547112462,0.0,0.0,0.0,0.3939393939393939,0.0,0.0,0.0,0.0,1.75,1.75,1.894736842105263,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,42.0,2.0,0.0,0.0,4.0,0.0,0.0,68.0,114.0,318.0,400.0,369.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,14.0,28.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Allen Iverson,1.7362637362637363,2.0,0.0,0.0,2.0,0.0,2.0,0.7339449541284404,0.6722689075630253,0.6854663774403471,0.8962264150943396,0.8486055776892432,0.0,0.6000000000000001,3.0,0.6934097421203438,1.6,0.0,0.0,2.0,0.6666666666666666,0.0,1.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,316.0,4.0,0.0,0.0,8.0,0.0,4.0,80.0,80.0,316.0,380.0,213.0,0.0,3.0,3.0,242.0,8.0,0.0,0.0,2.0,2.0,0.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
Alton Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alvin Williams,1.2941176470588236,0.0,0.0,0.0,0.0,0.0,0.0,0.8470588235294118,0.868421052631579,0.8695652173913043,0.9187279151943463,0.9847328244274809,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,66.0,160.0,260.0,129.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amal McCaskill,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amare Stoudemire,1.6923076923076923,2.0,0.0,0.0,1.7285714285714286,2.0,0.0,0.5968586387434555,0.42105263157894735,0.5957446808510638,0.2857142857142857,0.0,3.0,0.0,0.0,0.766798418972332,0.0,0.0,0.0,1.3333333333333333,1.4222222222222223,1.2,0.0,0.0,0.0,0.0,1.2682926829268293,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.0,0.0,0.0,242.0,4.0,0.0,114.0,24.0,28.0,2.0,0.0,3.0,0.0,0.0,194.0,0.0,0.0,0.0,4.0,64.0,6.0,0.0,0.0,0.0,0.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Miller,1.6288659793814433,1.3333333333333333,0.0,0.0,1.0,0.0,2.0,0.6575342465753424,0.7972027972027972,0.7487179487179487,0.7469879518072289,0.7228915662650602,0.0,0.0,0.0,0.7299270072992701,0.0,0.0,0.0,0.0,2.0,0.0,1.2,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,4.0,0.0,0.0,2.0,0.0,2.0,96.0,114.0,146.0,62.0,60.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,6.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrei Kirilenko,1.68,0.0,0.0,0.0,1.92,2.0,0.0,0.17391304347826086,0.3333333333333333,0.5352112676056338,0.6935483870967742,1.0481927710843375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,1.4324324324324325,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,144.0,4.0,0.0,4.0,6.0,38.0,86.0,87.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,106.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew DeClercq,1.3333333333333333,0.0,0.0,0.0,1.8,0.0,0.0,0.5454545454545454,0.18181818181818182,0.5,1.0,0.0,0.0,0.0,0.0,1.0758620689655172,2.0,0.0,0.0,0.0,1.037037037037037,0.4,0.0,0.0,0.0,0.0,0.7619047619047619,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,72.0,0.0,0.0,6.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,156.0,2.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Anfernee Hardaway,1.6428571428571428,2.0,0.0,0.0,1.5,0.0,0.0,0.5882352941176471,0.6829268292682927,0.9701492537313433,0.7702702702702703,1.0188679245283019,0.0,0.0,0.0,0.9761904761904762,0.0,0.0,0.0,2.0,1.3333333333333333,1.2,1.2,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,46.0,4.0,0.0,0.0,6.0,0.0,0.0,30.0,28.0,130.0,114.0,54.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,4.0,4.0,6.0,12.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Ansu Sesay,2.0,0.0,0.0,0.0,1.5,0.0,0.0,0.3333333333333333,0.4,0.5833333333333334,0.56,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,2.0,14.0,14.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antawn Jamison,1.8235294117647058,1.5555555555555556,0.0,0.0,2.0,0.0,0.0,0.7258064516129032,0.8103448275862069,0.82,0.7781155015197568,0.8671875,0.0,0.0,0.0,1.3376623376623376,1.0,0.0,0.0,1.0,1.5555555555555556,1.0714285714285714,0.6666666666666666,0.0,0.0,0.0,1.037037037037037,0.0,0.0,0.0,0.0,2.0,1.0588235294117647,0.0,0.0,0.0,62.0,14.0,0.0,0.0,68.0,0.0,0.0,180.0,94.0,164.0,256.0,111.0,0.0,0.0,0.0,206.0,18.0,0.0,0.0,2.0,140.0,30.0,4.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,6.0,36.0,0.0,0.0,0.0
Anthony Carter,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5882352941176471,1.7142857142857142,0.6333333333333333,0.5176470588235295,0.0,0.0,0.0,0.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,12.0,38.0,44.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Goldwire,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.2857142857142856,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Johnson,1.6,0.0,0.0,0.0,1.6,2.0,0.0,0.64,0.9166666666666666,0.8292682926829268,0.5882352941176471,1.2413793103448276,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,8.0,2.0,0.0,16.0,22.0,34.0,30.0,36.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Mason,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.7924528301886793,0.7088607594936709,0.9397590361445783,0.4,0.0,0.0,0.0,0.0,1.1071428571428572,0.0,0.0,0.0,0.8888888888888888,1.4210526315789473,0.6666666666666666,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,56.0,78.0,2.0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,8.0,54.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Peeler,1.4,0.0,0.0,0.0,2.0,0.0,0.0,0.375,0.5,0.8037383177570093,0.8055555555555556,1.222222222222222,1.2000000000000002,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,8.0,86.0,174.0,198.0,6.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Walker,1.6615384615384616,0.6666666666666666,0.0,0.0,1.7142857142857142,0.0,0.0,0.44651162790697674,0.5142857142857142,0.3384615384615385,0.6923076923076923,0.9917864476386038,0.42857142857142855,1.5,0.0,1.0248447204968945,0.47058823529411764,0.0,0.0,2.0,1.2,1.2,1.1666666666666667,2.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.8,2.0,0.0,0.0,0.0,108.0,2.0,0.0,0.0,12.0,0.0,0.0,96.0,54.0,22.0,72.0,483.0,9.0,3.0,0.0,330.0,8.0,0.0,0.0,2.0,90.0,48.0,14.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
Antonio Daniels,1.4615384615384615,2.0,0.0,0.0,2.0,0.0,0.0,1.263157894736842,1.0,0.5714285714285714,0.95,0.6000000000000001,0.0,0.0,0.0,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,12.0,0.0,0.0,24.0,10.0,12.0,38.0,21.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Davis,0.9333333333333333,0.0,0.0,0.0,1.72,0.0,0.0,0.3333333333333333,0.7169811320754716,0.7247706422018348,0.48,0.0,0.0,0.0,0.0,0.7070707070707071,0.0,0.0,0.0,1.3333333333333333,1.0,1.1612903225806452,0.8,0.0,0.0,0.0,1.1578947368421053,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,86.0,0.0,0.0,14.0,38.0,158.0,24.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,4.0,36.0,36.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Antonio Harvey,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Art Long,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.36363636363636365,0.75,0.6,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,2.0,2.0,0.0,0.0,0.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arvydas Sabonis,1.0666666666666667,2.0,0.0,0.0,1.4,0.0,2.0,0.42857142857142855,0.0,1.0,0.8275862068965517,1.5,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,1.5,0.8918918918918919,0.9411764705882353,0.0,0.0,0.0,0.0,1.4736842105263157,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,14.0,0.0,2.0,12.0,0.0,28.0,48.0,9.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,6.0,66.0,16.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Austin Croshere,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.4444444444444444,0.5454545454545454,0.5882352941176471,0.7083333333333334,1.2352941176470589,1.5,0.0,0.0,0.875,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,16.0,0.0,0.0,4.0,6.0,20.0,34.0,63.0,3.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Avery Johnson,1.368421052631579,2.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4,0.8571428571428571,0.6153846153846154,0.0,0.0,0.0,0.0,0.4444444444444444,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,24.0,8.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Baron Davis,1.6307692307692307,0.0,0.0,0.0,1.7777777777777777,0.0,0.0,0.5416666666666666,0.8444444444444444,0.6060606060606061,0.8598130841121495,1.0418410041841004,0.6000000000000001,1.5,0.0,0.75,0.6666666666666666,0.0,0.0,2.0,1.3333333333333333,1.2,1.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,32.0,0.0,0.0,26.0,38.0,60.0,92.0,249.0,3.0,3.0,0.0,108.0,2.0,0.0,0.0,2.0,8.0,6.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Ben Wallace,1.5,2.0,0.0,0.0,1.7234042553191489,0.0,2.0,0.5714285714285714,0.38095238095238093,0.6206896551724138,0.3076923076923077,0.75,0.0,0.0,0.0,0.8256880733944955,1.0,0.0,0.0,0.0,0.5714285714285714,1.3333333333333333,2.0,0.0,0.0,0.0,1.0689655172413792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,162.0,0.0,2.0,16.0,8.0,36.0,8.0,3.0,0.0,0.0,0.0,90.0,2.0,0.0,0.0,0.0,12.0,4.0,2.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bimbo Coles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.7692307692307693,0.7142857142857143,0.7058823529411765,0.8571428571428571,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,40.0,36.0,12.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bo Outlaw,1.9090909090909092,0.0,0.0,0.0,2.0,0.0,2.0,0.6666666666666666,0.36363636363636365,0.5263157894736842,0.5,0.0,0.0,0.0,0.0,1.089655172413793,0.0,0.0,0.0,2.0,1.8181818181818181,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,34.0,0.0,2.0,18.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,2.0,20.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Bob Sura,1.5238095238095237,0.4,0.0,0.0,2.0,0.0,0.0,0.42424242424242425,0.2222222222222222,0.47058823529411764,0.6666666666666666,0.8571428571428571,0.0,0.0,0.0,1.0769230769230769,0.6666666666666666,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,64.0,2.0,0.0,0.0,10.0,0.0,0.0,14.0,2.0,8.0,34.0,54.0,0.0,0.0,0.0,84.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
