playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_18-23 Long Jumper,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_18-23 Long Jumper,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper
Greg Buckner,1.9310344827586208,2.0,0.0,0.0,2.0,0.0,0.0,0.8979591836734694,0.6428571428571429,0.782608695652174,0.59375,1.0,0.0,0.0,0.0,1.0485436893203883,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,56.0,2.0,0.0,0.0,4.0,0.0,0.0,44.0,18.0,54.0,38.0,27.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Greg Foster,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.75,0.7142857142857143,0.6428571428571429,1.5,0.0,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,30.0,18.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Ostertag,0.6666666666666666,0.0,0.0,0.0,1.9285714285714286,0.0,2.0,0.5454545454545454,0.7058823529411765,0.8484848484848485,0.5,0.0,0.0,0.0,0.0,1.125925925925926,2.0,0.0,0.0,0.0,0.6666666666666666,0.18181818181818182,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,54.0,0.0,2.0,18.0,12.0,28.0,2.0,0.0,0.0,0.0,0.0,152.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hedo Turkoglu,1.4545454545454546,1.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.0,0.4827586206896552,0.631578947368421,0.9508196721311475,0.7241379310344828,1.1904761904761905,0.0,0.0,0.0,0.8717948717948718,0.0,0.0,0.0,0.0,0.5,1.3333333333333333,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,48.0,8.0,0.0,0.0,8.0,0.0,0.0,14.0,12.0,58.0,84.0,75.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Horace Grant,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,1.1428571428571428,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Howard Eisley,1.6595744680851063,2.0,0.0,0.0,0.0,0.0,2.0,0.7741935483870968,0.6153846153846154,0.75,0.8689655172413793,1.1704545454545454,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,78.0,2.0,0.0,0.0,0.0,0.0,2.0,24.0,8.0,48.0,126.0,309.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Hubert Davis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.1666666666666667,0.5454545454545454,1.0909090909090908,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,12.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Igor Rakocevic,1.6,0.0,0.0,0.0,1.0,0.0,0.0,1.3333333333333333,1.0,0.5454545454545454,0.4,1.3333333333333333,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,6.0,6.0,12.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ira Newble,1.7333333333333334,0.0,0.0,0.0,1.875,0.0,0.0,0.6363636363636364,0.9411764705882353,0.8155339805825242,0.8035714285714286,1.0,0.0,0.0,0.0,1.0866141732283465,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,60.0,0.0,0.0,14.0,16.0,84.0,90.0,21.0,0.0,0.0,0.0,138.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.R. Bremer,1.2142857142857142,2.0,0.0,0.0,0.0,0.0,2.0,0.6,0.6666666666666666,0.96,0.673469387755102,1.125,0.0,0.0,0.0,0.5098039215686274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,2.0,12.0,6.0,24.0,66.0,252.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Jacque Vaughn,1.3666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.9411764705882353,1.0,0.6666666666666666,1.0714285714285714,0.0,0.0,0.0,0.8085106382978723,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,84.0,84.0,15.0,0.0,0.0,0.0,76.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jahidi White,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8275862068965517,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Tsakalidis,0.0,0.0,0.0,0.0,1.7894736842105263,0.0,0.0,0.38461538461538464,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.7727272727272727,0.0,0.0,0.0,1.0,1.1578947368421053,0.8,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,2.0,22.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Voskuhl,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.7142857142857143,0.4444444444444444,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,1.1272727272727272,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64.0,0.0,0.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Rose,1.7454545454545454,1.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.7518796992481203,0.8648648648648649,0.7639257294429708,0.7729468599033816,1.1341463414634148,0.6666666666666666,0.0,0.0,0.7516778523489933,0.5,0.0,0.0,0.0,0.8888888888888888,1.0,1.5555555555555556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,2.0,0.0,0.0,8.0,0.0,0.0,100.0,128.0,288.0,320.0,279.0,6.0,0.0,0.0,112.0,2.0,0.0,0.0,0.0,8.0,10.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Jamaal Magloire,1.8461538461538463,0.0,0.0,0.0,1.7454545454545454,0.0,0.0,0.20408163265306123,0.5,0.3157894736842105,0.5714285714285714,0.0,0.0,0.0,0.0,0.8491620111731844,1.0,0.0,0.0,1.5,0.9496402877697842,1.0909090909090908,1.6,0.0,0.0,0.0,1.4444444444444444,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,192.0,0.0,0.0,10.0,16.0,18.0,4.0,0.0,0.0,0.0,0.0,152.0,6.0,0.0,0.0,6.0,132.0,12.0,8.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Jamaal Tinsley,1.5,2.0,0.0,0.0,0.0,0.0,2.0,0.5777777777777777,0.7142857142857143,0.6111111111111112,0.6481481481481481,0.8888888888888888,0.0,0.0,0.0,1.2307692307692308,1.0,2.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,2.0,26.0,30.0,44.0,70.0,120.0,0.0,0.0,0.0,128.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
Jamal Crawford,1.9411764705882353,1.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.8045977011494253,0.7547169811320755,0.7238095238095238,0.84,1.0952380952380951,1.2857142857142856,0.30000000000000004,0.0,0.7326732673267327,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,66.0,4.0,0.0,0.0,20.0,0.0,0.0,70.0,40.0,76.0,168.0,207.0,9.0,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Jamal Mashburn,1.7222222222222223,0.0,0.0,0.0,1.8888888888888888,0.0,0.0,0.8153846153846154,0.8369565217391305,0.715261958997722,0.7434944237918215,1.1666666666666667,0.0,0.0,0.0,0.9058823529411765,0.0,0.0,0.0,2.0,1.4166666666666667,1.3043478260869565,1.4090909090909092,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,34.0,0.0,0.0,106.0,154.0,314.0,200.0,273.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,2.0,34.0,30.0,62.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Jamal Sampson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Posey,1.5357142857142858,2.0,0.0,0.0,1.7419354838709677,0.0,0.0,0.4888888888888889,0.5,0.48,0.5921787709497207,1.0808823529411764,0.0,0.0,0.0,0.9586776859504132,0.6666666666666666,0.0,0.0,0.0,0.7272727272727273,1.3333333333333333,1.0,2.0,0.0,0.0,1.1063829787234043,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,86.0,4.0,0.0,0.0,54.0,0.0,0.0,22.0,8.0,36.0,106.0,147.0,0.0,0.0,0.0,116.0,2.0,0.0,0.0,0.0,16.0,8.0,4.0,2.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Jamison Brewer,1.6,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jannero Pargo,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7058823529411765,0.8421052631578947,1.1666666666666667,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,32.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Jeffries,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.6666666666666666,1.7999999999999998,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,6.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarron Collins,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2222222222222222,0.9090909090909091,0.42857142857142855,0.8571428571428571,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,10.0,6.0,6.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Caffey,1.3333333333333333,0.0,0.0,0.0,1.9285714285714286,0.0,0.0,0.5,0.6,0.4,0.5,0.0,0.0,0.0,0.0,0.961038961038961,2.0,0.0,0.0,2.0,1.263157894736842,1.6666666666666667,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,54.0,0.0,0.0,18.0,12.0,16.0,2.0,0.0,0.0,0.0,0.0,74.0,2.0,0.0,0.0,2.0,24.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Collier,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Collins,1.1428571428571428,0.0,0.0,0.0,1.7333333333333334,0.0,0.0,0.36363636363636365,0.5,0.84375,0.5384615384615384,0.0,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,0.0,0.8,0.8888888888888888,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,26.0,0.0,0.0,8.0,12.0,54.0,14.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Kidd,1.3333333333333333,1.0,0.0,0.0,2.0,0.0,0.0,0.782608695652174,0.7142857142857143,0.7330677290836654,0.7222222222222222,1.086021505376344,0.0,0.0,0.0,0.9714285714285714,1.0,0.0,0.0,0.0,2.0,0.0,1.2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,184.0,4.0,0.0,0.0,2.0,0.0,0.0,36.0,40.0,184.0,208.0,303.0,0.0,0.0,0.0,136.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
Jason Richardson,1.625,1.5,0.0,0.0,1.793103448275862,0.0,0.0,0.46153846153846156,0.47058823529411764,0.6883116883116883,0.6564102564102564,1.153846153846154,0.0,0.0,0.0,0.865979381443299,0.4,0.0,0.0,2.0,0.9230769230769231,1.263157894736842,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.8571428571428571,0.0,0.0,0.0,130.0,6.0,0.0,0.0,104.0,0.0,0.0,60.0,32.0,106.0,128.0,315.0,0.0,0.0,0.0,84.0,2.0,0.0,0.0,2.0,12.0,24.0,8.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0
Jason Terry,1.5254237288135593,0.0,0.0,0.0,2.0,0.0,0.0,0.9117647058823529,0.9302325581395349,0.8943089430894309,0.832,1.1127596439169138,1.0,0.75,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,20.0,0.0,0.0,62.0,40.0,220.0,208.0,375.0,3.0,3.0,0.0,78.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Williams,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,0.6363636363636364,0.8421052631578947,0.7443946188340808,1.0647887323943663,0.6923076923076923,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,64.0,166.0,378.0,9.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay Williams,1.6,1.0,0.0,0.0,1.8,0.0,2.0,0.7848101265822784,0.8888888888888888,0.5161290322580645,0.7162162162162162,0.9615384615384617,0.0,0.0,0.0,0.7384615384615385,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,2.0,0.0,0.0,18.0,0.0,2.0,62.0,24.0,32.0,106.0,150.0,0.0,0.0,0.0,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Foster,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.18181818181818182,0.6666666666666666,0.4782608695652174,0.5882352941176471,0.0,0.0,0.0,0.0,0.7391304347826086,2.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,30.0,0.0,0.0,4.0,6.0,22.0,10.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff McInnis,1.2941176470588236,0.0,0.0,0.0,0.0,0.0,0.0,0.9397590361445783,0.9523809523809523,0.8349514563106796,0.9333333333333333,0.6000000000000001,0.0,0.0,0.0,1.0344827586206897,2.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,60.0,86.0,56.0,15.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jelani McCoy,1.1304347826086956,0.0,0.0,0.0,1.9166666666666667,0.0,0.0,0.5833333333333334,0.3076923076923077,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,1.0,0.9850746268656716,0.3448275862068966,0.0,0.0,0.0,0.0,1.1724137931034482,0.0,0.0,0.0,0.0,1.6923076923076923,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,92.0,0.0,0.0,28.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,4.0,66.0,10.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0
Jermaine Jackson,1.4545454545454546,0.0,0.0,0.0,2.0,0.0,0.0,0.5714285714285714,0.3333333333333333,0.8181818181818182,0.4,1.5,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,18.0,10.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jermaine ONeal,1.7647058823529411,2.0,0.0,0.0,1.941747572815534,2.0,2.0,0.6953405017921147,0.6548672566371682,0.6060606060606061,0.8615384615384616,1.125,0.0,0.0,0.0,1.0224719101123596,1.5,0.0,0.0,2.0,1.4193548387096775,1.4230769230769231,0.5,0.0,0.0,0.0,1.2592592592592593,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,0.0,200.0,14.0,10.0,194.0,148.0,100.0,56.0,18.0,0.0,0.0,0.0,182.0,12.0,0.0,0.0,10.0,132.0,74.0,4.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
