playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_18-23 Long Jumper,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_18-23 Long Jumper,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range
Jamaal Tinsley,1.7575757575757576,2.0,0.0,0.0,0.0,1.0357142857142858,0.7142857142857143,0.8076923076923077,0.7017543859649122,0.6545454545454545,3.0,0.0,0.0,0.5666666666666667,0.0,0.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,2.0,0.0,0.0,0.0,58.0,40.0,42.0,40.0,36.0,3.0,0.0,0.0,34.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamal Crawford,1.7066666666666668,1.0,2.0,0.0,0.0,0.8735632183908046,0.835820895522388,0.8543689320388349,0.8214285714285714,0.9846153846153847,0.8571428571428571,0.0,0.0,0.44680851063829785,0.0,0.0,1.5,2.0,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,128.0,2.0,8.0,0.0,0.0,76.0,56.0,88.0,184.0,192.0,6.0,0.0,0.0,42.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Jameer Nelson,1.5964912280701755,0.0,1.0,0.0,0.0,0.7142857142857143,0.5454545454545454,0.7647058823529411,0.9483568075117371,1.3953488372093024,0.0,0.0,0.0,0.7578947368421053,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,182.0,0.0,2.0,0.0,0.0,20.0,12.0,78.0,202.0,180.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
James Jones,0.0,2.0,2.0,0.0,0.0,0.5714285714285714,0.6666666666666666,0.8620689655172413,0.8780487804878049,1.1105769230769231,0.0,0.0,0.0,0.8275862068965517,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,4.0,8.0,50.0,216.0,231.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
James Posey,1.25,2.0,1.7777777777777777,0.0,0.0,0.5,0.0,0.42857142857142855,0.773109243697479,1.183783783783784,0.0,0.0,0.0,0.9032258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,2.0,16.0,0.0,0.0,4.0,0.0,6.0,92.0,219.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
James Singleton,1.5,0.0,1.6666666666666667,0.0,0.0,0.3076923076923077,0.3333333333333333,0.6666666666666666,0.918918918918919,1.7142857142857142,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.8,0.0,2.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,30.0,0.0,0.0,4.0,2.0,12.0,34.0,12.0,0.0,0.0,0.0,36.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Jannero Pargo,2.0,0.0,0.0,0.0,0.0,0.4,1.0,0.6567164179104478,0.8448275862068966,1.056338028169014,0.0,1.5,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,8.0,44.0,98.0,75.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Jeffries,1.9259259259259258,2.0,1.9,0.0,0.0,0.3333333333333333,0.4444444444444444,0.5925925925925926,0.5352112676056338,1.1666666666666667,0.0,0.0,0.0,0.8073394495412844,0.0,1.0,1.4666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,76.0,0.0,0.0,16.0,4.0,16.0,38.0,42.0,0.0,0.0,0.0,88.0,0.0,2.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0
Jarrett Jack,1.3461538461538463,0.0,2.0,0.0,0.0,1.024390243902439,1.0,1.0153846153846153,0.676923076923077,0.823529411764706,0.0,0.0,0.0,0.96,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,0.0,2.0,0.0,0.0,42.0,28.0,66.0,88.0,42.0,0.0,0.0,0.0,48.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Jason Collins,1.2,0.0,2.0,0.0,0.0,0.0,0.75,0.8571428571428571,0.7956989247311828,0.5,0.0,0.0,0.0,0.6666666666666666,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,6.0,60.0,74.0,3.0,0.0,0.0,0.0,32.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Kapono,1.1428571428571428,0.0,0.0,0.0,0.0,0.4,0.0,1.024390243902439,0.835820895522388,1.0833333333333333,0.0,0.0,0.0,1.4545454545454546,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,42.0,56.0,39.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Kidd,1.188118811881188,2.0,0.0,0.0,0.0,0.5833333333333334,0.37037037037037035,0.8695652173913043,0.8091603053435115,1.0804195804195804,0.0,0.0,0.0,0.8656716417910447,0.0,0.0,0.9333333333333333,0.5,1.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,2.0,0.0,0.0,0.0,14.0,10.0,80.0,212.0,309.0,0.0,0.0,0.0,58.0,0.0,0.0,14.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Maxiell,0.0,0.0,1.7777777777777777,0.0,0.0,0.0,1.0,0.875,0.3333333333333333,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Richardson,1.6697247706422018,0.8148148148148148,1.8,0.0,0.0,0.4578313253012048,0.27906976744186046,0.7719298245614035,0.7854251012145749,1.1440000000000001,0.0,0.0,0.0,0.9419354838709677,0.2222222222222222,0.0,1.3488372093023255,0.9230769230769231,0.7272727272727273,1.0,0.0,0.0,0.0,1.3617021276595744,0.0,0.0,0.0,1.5,0.5714285714285714,0.0,182.0,22.0,90.0,0.0,0.0,38.0,12.0,132.0,194.0,429.0,0.0,0.0,0.0,146.0,4.0,0.0,58.0,12.0,16.0,16.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,6.0,4.0,0.0
Jason Terry,1.641025641025641,0.0,2.0,0.0,0.0,0.7536231884057971,0.6857142857142857,1.0555555555555556,1.004149377593361,1.1516129032258065,2.0,0.0,0.0,0.7441860465116279,0.0,2.0,1.4285714285714286,1.0,1.2,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,4.0,0.0,0.0,52.0,48.0,228.0,242.0,357.0,6.0,0.0,0.0,64.0,0.0,2.0,10.0,2.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Foster,2.0,2.0,1.8620689655172413,0.0,2.0,0.15384615384615385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.064102564102564,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,54.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0
Jermaine ONeal,1.8095238095238095,0.0,1.8596491228070176,2.0,0.0,0.6617647058823529,0.5344827586206896,0.775,0.6885245901639344,1.2857142857142856,0.0,0.0,0.0,0.9774436090225563,0.6666666666666666,2.0,1.3,1.6551724137931034,1.2727272727272727,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,2.0,2.0,0.0,38.0,0.0,106.0,16.0,0.0,90.0,62.0,124.0,42.0,9.0,0.0,0.0,0.0,130.0,2.0,8.0,52.0,48.0,14.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,2.0,0.0
Jerry Stackhouse,1.3125,0.0,1.7142857142857142,0.0,0.0,0.6666666666666666,0.8780487804878049,0.7605633802816901,0.8053691275167785,0.6617647058823529,3.0,0.0,0.0,0.7941176470588235,0.0,0.0,1.3333333333333333,1.1111111111111112,0.6666666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,42.0,0.0,24.0,0.0,0.0,28.0,36.0,108.0,120.0,45.0,9.0,0.0,0.0,54.0,0.0,0.0,4.0,10.0,16.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
Joe Johnson,1.8275862068965518,0.0,2.0,0.0,0.0,0.936,0.9361702127659575,0.7321428571428571,0.8540145985401459,1.0246913580246915,0.42857142857142855,0.0,0.0,1.011111111111111,2.0,0.0,1.7333333333333334,2.0,1.6666666666666667,0.0,0.0,0.0,0.0,1.2307692307692308,0.0,0.0,0.0,0.0,2.0,0.0,106.0,0.0,16.0,0.0,0.0,234.0,88.0,164.0,234.0,249.0,3.0,0.0,0.0,182.0,6.0,0.0,26.0,12.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0
Joe Smith,1.6,0.0,1.8,0.0,2.0,0.9523809523809523,0.8571428571428571,0.7727272727272727,0.8936170212765957,0.0,0.0,0.0,0.0,1.125,0.0,1.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,18.0,0.0,2.0,20.0,18.0,68.0,42.0,0.0,0.0,0.0,0.0,72.0,0.0,4.0,28.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Przybilla,2.0,0.0,1.694915254237288,0.0,0.0,0.38095238095238093,0.36363636363636365,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,1.069767441860465,0.0,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,1.0526315789473684,2.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,100.0,0.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,2.0,0.0,0.0
Joey Graham,1.5263157894736843,0.0,1.8333333333333333,0.0,1.0,0.9333333333333333,1.1538461538461537,0.7894736842105263,0.7045454545454546,0.8571428571428571,0.0,0.0,0.0,0.9803921568627451,0.0,0.0,1.0909090909090908,2.0,2.0,0.0,0.0,0.0,0.0,1.2307692307692308,0.0,0.0,0.0,2.0,0.0,0.0,58.0,0.0,22.0,0.0,2.0,42.0,30.0,60.0,62.0,36.0,0.0,0.0,0.0,50.0,0.0,0.0,12.0,10.0,4.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0
Johan Petro,2.0,0.0,1.631578947368421,0.0,0.0,0.723404255319149,1.0,0.875,0.0,0.0,0.0,0.0,0.0,0.8615384615384616,0.0,2.0,0.9047619047619048,1.4,0.0,0.0,0.0,0.0,0.0,1.2666666666666666,1.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,62.0,0.0,0.0,34.0,24.0,28.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,2.0,38.0,14.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,2.0,0.0,0.0
John Lucas III,1.3333333333333333,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,0.8,0.6666666666666666,0.5,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,6.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Salmons,1.794871794871795,0.0,2.0,0.0,0.0,0.8387096774193549,0.8518518518518519,0.675,0.5614035087719298,1.0499999999999998,0.0,0.0,0.0,0.7575757575757576,0.0,0.0,1.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,20.0,0.0,0.0,52.0,46.0,54.0,32.0,63.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Calderon,1.0843373493975903,2.0,2.0,0.0,0.0,0.5333333333333333,0.15384615384615385,0.7857142857142857,0.875,0.6000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2.0,2.0,0.0,0.0,8.0,2.0,22.0,84.0,18.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Childress,1.4736842105263157,2.0,1.9672131147540983,0.0,0.0,0.6190476190476191,0.8888888888888888,0.7272727272727273,0.8395061728395061,1.9615384615384617,0.0,0.0,0.0,0.9364161849710982,1.3333333333333333,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.1764705882352942,0.0,0.0,0.0,2.0,0.0,0.0,56.0,2.0,120.0,0.0,0.0,26.0,8.0,16.0,68.0,51.0,0.0,0.0,0.0,162.0,4.0,4.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,4.0,0.0,0.0
Josh Howard,1.7096774193548387,0.0,1.9,0.0,0.0,0.890625,0.8470588235294118,0.6857142857142857,0.851063829787234,1.346938775510204,0.0,0.0,0.0,0.7480916030534351,2.0,0.0,1.44,0.5333333333333333,0.8571428571428571,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,106.0,0.0,38.0,0.0,0.0,114.0,72.0,72.0,80.0,66.0,0.0,0.0,0.0,98.0,2.0,0.0,36.0,8.0,6.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0
Josh Powell,1.3333333333333333,0.0,2.0,0.0,0.0,0.5,0.8,1.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,6.0,4.0,12.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Smith,1.8,0.0,1.9622641509433962,0.0,0.0,0.5454545454545454,0.2608695652173913,0.7154471544715447,0.7096774193548387,0.9863013698630136,3.0,0.0,0.0,0.7643312101910829,0.0,0.0,0.46153846153846156,0.0,2.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,104.0,0.0,0.0,36.0,6.0,88.0,132.0,72.0,3.0,0.0,0.0,120.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
Juwan Howard,1.368421052631579,0.0,1.5,0.0,0.0,0.525,0.8135593220338984,0.9769230769230769,0.8774193548387097,0.0,0.0,0.0,0.0,1.0149253731343284,0.0,1.3333333333333333,1.1325301204819278,0.8,0.75,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,26.0,0.0,12.0,0.0,0.0,42.0,48.0,254.0,136.0,0.0,0.0,0.0,0.0,136.0,0.0,4.0,94.0,20.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0
Keith Bogans,1.56,0.0,2.0,0.0,0.0,0.2857142857142857,0.47619047619047616,0.6666666666666666,0.743801652892562,0.8333333333333334,0.0,0.0,0.0,0.9361702127659575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,78.0,0.0,6.0,0.0,0.0,6.0,10.0,24.0,90.0,120.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
Kendrick Perkins,2.0,0.0,1.75,0.0,0.0,0.72,0.25,0.2,0.0,0.0,0.0,0.0,0.0,1.00990099009901,0.0,1.6,1.0789473684210527,1.5,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,42.0,0.0,0.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,8.0,82.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenyon Martin,1.3191489361702127,2.0,1.8461538461538463,0.0,0.0,0.6086956521739131,0.9142857142857143,0.9914529914529915,0.627906976744186,0.25,0.0,0.0,0.0,0.9830508474576272,0.0,0.0,0.75,0.5333333333333333,0.6153846153846154,0.0,0.0,0.0,0.0,1.4754098360655739,0.0,0.0,0.0,0.0,2.0,0.0,62.0,2.0,96.0,0.0,0.0,28.0,32.0,116.0,54.0,3.0,0.0,0.0,0.0,58.0,0.0,0.0,36.0,8.0,8.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,2.0,0.0
Kevin Garnett,1.84,0.0,1.96875,0.0,0.0,0.7155963302752294,0.8785046728971962,0.937799043062201,0.9274193548387096,1.0,0.0,0.75,0.0,0.9440993788819876,1.3333333333333333,2.0,1.4193548387096775,1.2857142857142858,0.9433962264150944,2.0,0.0,0.0,0.0,1.5185185185185186,2.0,0.0,0.0,1.1428571428571428,2.0,0.0,46.0,0.0,126.0,0.0,0.0,78.0,94.0,196.0,230.0,21.0,0.0,3.0,0.0,152.0,4.0,4.0,88.0,72.0,50.0,2.0,0.0,0.0,0.0,82.0,2.0,0.0,0.0,8.0,2.0,0.0
Kevin Martin,1.2307692307692308,0.0,2.0,0.0,0.0,0.8235294117647058,0.896551724137931,0.8928571428571429,0.8235294117647058,1.0573770491803278,0.0,0.0,0.0,1.0103092783505154,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,44.0,0.0,0.0,28.0,26.0,50.0,98.0,129.0,0.0,0.0,0.0,98.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
Keyon Dooling,1.4482758620689655,0.0,1.8333333333333333,0.0,0.0,0.9333333333333333,0.782608695652174,0.8235294117647058,0.7301587301587301,0.6428571428571428,0.0,0.0,0.0,0.7241379310344828,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,22.0,0.0,0.0,28.0,18.0,56.0,92.0,18.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirk Hinrich,1.7176470588235293,1.0,0.0,0.0,0.0,0.7,0.8125,0.718562874251497,0.8223684210526315,1.1480144404332129,1.0,0.0,0.0,0.6578947368421053,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.3333333333333333,2.0,146.0,2.0,0.0,0.0,0.0,28.0,26.0,120.0,250.0,318.0,3.0,0.0,0.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,2.0
Kobe Bryant,1.6,1.5,1.853658536585366,0.0,0.0,0.9076923076923077,0.859375,0.8329048843187661,0.7896825396825397,1.0356347438752782,1.125,0.0,0.0,0.825,1.5,0.0,1.6363636363636365,1.6363636363636365,1.5454545454545454,1.44,0.0,0.0,0.0,1.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,216.0,6.0,76.0,0.0,0.0,118.0,110.0,324.0,398.0,465.0,36.0,0.0,0.0,198.0,6.0,0.0,18.0,18.0,68.0,36.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
Kris Humphries,1.4285714285714286,0.0,1.8333333333333333,2.0,0.0,0.6923076923076923,0.6206896551724138,0.7368421052631579,0.35714285714285715,0.0,0.0,0.0,0.0,0.8780487804878049,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,22.0,2.0,0.0,18.0,18.0,28.0,10.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Kurt Thomas,1.3333333333333333,0.0,1.7142857142857142,0.0,0.0,0.9523809523809523,0.631578947368421,0.8292682926829268,0.8918918918918919,0.0,0.0,0.0,0.0,1.308641975308642,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,0.0,20.0,12.0,136.0,66.0,0.0,0.0,0.0,0.0,106.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Kwame Brown,1.5714285714285714,0.0,1.8888888888888888,0.0,0.0,0.6923076923076923,0.48,0.6,0.0,0.0,0.0,0.0,0.0,0.9436619718309859,1.3333333333333333,1.0,1.1627906976744187,0.5,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,102.0,0.0,0.0,36.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,134.0,4.0,2.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Korver,1.5,0.0,2.0,0.0,0.0,0.6,0.43478260869565216,0.8717948717948718,0.9504950495049505,1.1671469740634006,1.6363636363636362,0.0,0.0,0.9545454545454546,0.0,0.0,0.6666666666666666,1.7777777777777777,1.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,12.0,10.0,68.0,192.0,405.0,18.0,0.0,0.0,42.0,0.0,0.0,2.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamar Odom,1.6666666666666667,2.0,1.9393939393939394,0.0,0.0,0.5333333333333333,0.5,0.5614035087719298,0.625,1.1210526315789473,0.75,0.0,0.0,0.9576271186440678,1.0,1.2,1.288888888888889,1.4666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.9565217391304348,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,200.0,2.0,64.0,0.0,0.0,40.0,14.0,32.0,50.0,213.0,3.0,0.0,0.0,226.0,2.0,6.0,58.0,22.0,4.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0
LeBron James,1.6640625,2.0,1.9142857142857144,2.0,0.0,0.7301587301587301,0.7142857142857143,0.6296296296296297,0.7918781725888325,1.09375,0.46153846153846156,0.0,0.0,0.9640287769784173,0.0,2.0,1.1578947368421053,1.0526315789473684,0.5,0.8,3.0,0.0,0.0,1.5625,2.0,0.0,0.0,1.0,0.0,0.0,426.0,2.0,134.0,2.0,0.0,92.0,50.0,136.0,312.0,315.0,6.0,0.0,0.0,268.0,0.0,2.0,22.0,20.0,6.0,4.0,3.0,0.0,0.0,50.0,2.0,0.0,0.0,6.0,0.0,0.0
