playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Drive_18-23 Long Jumper,PPS_Drive_24-27 Three,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Pullup_00-02 At Rim,PPS_Pullup_03-08 Near Rim,PPS_Pullup_09-12 Short Range,PPS_Pullup_13-17 Mid Range,PPS_Pullup_18-23 Long Jumper,PPS_Pullup_24-27 Three,PPS_Pullup_28-34 Deep,PPS_Pullup_35-46 Near Half,PPS_Pullup_47-94 Backcourt,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,PPS_invalid_09-12 Short Range,PPS_invalid_13-17 Mid Range,PPS_invalid_18-23 Long Jumper,PPS_invalid_24-27 Three,PPS_invalid_28-34 Deep,PPS_invalid_35-46 Near Half,PPS_invalid_47-94 Backcourt,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Drive_18-23 Long Jumper,Points_Drive_24-27 Three,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Pullup_00-02 At Rim,Points_Pullup_03-08 Near Rim,Points_Pullup_09-12 Short Range,Points_Pullup_13-17 Mid Range,Points_Pullup_18-23 Long Jumper,Points_Pullup_24-27 Three,Points_Pullup_28-34 Deep,Points_Pullup_35-46 Near Half,Points_Pullup_47-94 Backcourt,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim,Points_invalid_09-12 Short Range,Points_invalid_13-17 Mid Range,Points_invalid_18-23 Long Jumper,Points_invalid_24-27 Three,Points_invalid_28-34 Deep,Points_invalid_35-46 Near Half,Points_invalid_47-94 Backcourt
Ekpe Udoh,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5789473684210527,0.3333333333333333,0.7692307692307693,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.7142857142857143,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,22.0,6.0,30.0,6.0,0.0,0.0,0.0,0.0,76.0,0.0,2.0,30.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elton Brand,1.4666666666666666,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7659574468085106,0.7945205479452054,0.8366013071895425,0.5,0.0,0.0,0.0,0.0,1.0133333333333334,0.0,0.0,1.3333333333333333,0.8571428571428571,1.2727272727272727,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.375,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,36.0,58.0,128.0,8.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,40.0,12.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emeka Okafor,1.5,1.3333333333333333,0.0,0.0,0.0,0.0,1.9183673469387754,0.0,0.0,0.34710743801652894,0.5483870967741935,0.7368421052631579,0.7272727272727273,0.0,0.0,0.0,0.0,1.0566037735849056,1.3333333333333333,1.3333333333333333,1.5421686746987953,1.125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6428571428571428,0.8,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,42.0,34.0,126.0,16.0,0.0,0.0,0.0,0.0,112.0,4.0,4.0,128.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Enes Kanter,2.0,2.0,0.0,0.0,0.0,0.0,1.9130434782608696,0.0,1.5,0.64,0.8571428571428571,0.9655172413793104,0.6956521739130435,3.0,0.0,0.0,0.0,1.1735537190082646,0.2857142857142857,0.8,1.3333333333333333,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,44.0,0.0,6.0,32.0,12.0,56.0,16.0,3.0,0.0,0.0,0.0,142.0,2.0,4.0,44.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Bledsoe,1.5789473684210527,1.2941176470588236,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.7647058823529411,0.5517241379310345,0.5283018867924528,0.6530612244897959,1.1578947368421053,0.0,0.0,0.0,0.819672131147541,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,2.0,0.0,0.0,0.0,0.0,1.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,22.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,52.0,16.0,28.0,64.0,66.0,0.0,0.0,0.0,100.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Gordon,1.3823529411764706,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7027027027027027,0.3333333333333333,0.6857142857142857,0.7,0.9860139860139859,0.0,0.0,0.0,0.8131868131868132,1.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,94.0,12.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,52.0,6.0,24.0,70.0,141.0,0.0,0.0,0.0,74.0,6.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Eric Maynor,1.125,0.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.47058823529411764,0.6666666666666666,0.5333333333333333,0.6285714285714286,1.12,0.0,0.0,1.0,1.2941176470588236,1.3333333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,10.0,8.0,22.0,84.0,0.0,0.0,3.0,22.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Ersan Ilyasova,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.6440677966101694,0.6,0.9047619047619048,0.7910447761194029,1.385786802030457,0.0,0.0,0.0,1.1256830601092895,1.3333333333333333,1.2,0.8888888888888888,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.096774193548387,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,38.0,18.0,114.0,106.0,273.0,0.0,0.0,0.0,206.0,4.0,6.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Fournier,1.4666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2222222222222222,1.5,0.6666666666666666,0.7272727272727273,1.1333333333333333,1.5,0.0,0.0,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,6.0,4.0,8.0,51.0,3.0,0.0,0.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Turner,1.7777777777777777,1.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4,0.6588235294117647,0.5714285714285714,0.7252747252747253,1.0875,0.0,0.0,0.0,0.734375,0.2857142857142857,0.0,1.5384615384615385,1.375,1.125,1.0,0.0,0.0,0.0,0.0,2.0,1.5294117647058822,1.8181818181818181,2.0,1.5,0.0,0.0,0.0,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,8.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,40.0,56.0,144.0,132.0,87.0,0.0,0.0,0.0,94.0,2.0,0.0,20.0,22.0,18.0,2.0,0.0,0.0,0.0,0.0,8.0,26.0,100.0,24.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Fab Melo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Festus Ezeli,1.2,0.0,0.0,0.0,0.0,0.0,1.6153846153846154,0.0,0.0,0.2608695652173913,0.3333333333333333,0.25,0.5,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,1.0434782608695652,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2777777777777777,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Garcia,1.25,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.43478260869565216,0.8166666666666667,0.9411764705882353,1.5,0.0,0.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,4.0,10.0,98.0,96.0,3.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Temple,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4444444444444444,0.5714285714285714,0.7441860465116279,0.676056338028169,0.96,0.0,0.0,0.0,0.7619047619047619,1.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,32.0,48.0,48.0,0.0,0.0,0.0,32.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,14.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary Neal,1.3333333333333333,1.7142857142857142,0.5,0.0,0.0,3.0,2.0,0.0,0.0,0.8979591836734694,0.9473684210526315,0.8974358974358975,0.7285714285714285,1.099009900990099,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9411764705882353,1.2727272727272727,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,44.0,36.0,70.0,102.0,222.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
George Hill,1.6,0.8,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.925,0.6190476190476191,0.7341772151898734,0.5241379310344828,1.16793893129771,0.5,0.0,0.0,1.2264150943396226,2.0,0.0,1.0,1.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.7142857142857142,1.3636363636363635,2.25,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,4.0,0.0,2.0,0.0,0.0,14.0,0.0,2.0,74.0,26.0,58.0,76.0,306.0,6.0,0.0,0.0,130.0,4.0,0.0,8.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,24.0,30.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald Green,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,1.5384615384615385,2.0,0.0,0.5555555555555556,0.5263157894736842,0.49056603773584906,0.5747126436781609,0.9060402684563759,1.0,0.0,0.0,0.6086956521739131,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,1.0,2.25,0.0,0.0,0.0,1.8461538461538463,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,10.0,10.0,26.0,50.0,135.0,3.0,0.0,0.0,14.0,0.0,0.0,4.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,2.0,9.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald Henderson,1.4705882352941178,1.1111111111111112,0.0,0.0,0.0,0.0,1.6774193548387097,0.0,2.0,0.5357142857142857,0.5625,0.7647058823529411,0.8176100628930818,1.1571428571428573,0.0,0.0,0.0,0.8376068376068376,0.0,0.0,1.2941176470588236,1.0769230769230769,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2941176470588236,1.7333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,52.0,0.0,2.0,30.0,36.0,130.0,130.0,81.0,0.0,0.0,0.0,98.0,0.0,0.0,22.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,26.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald Wallace,1.0,1.2857142857142858,0.0,0.0,0.0,0.0,1.7647058823529411,0.0,0.0,0.48,0.0,0.0,0.6593406593406593,0.7864077669902912,0.0,0.0,0.0,0.9714285714285714,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,18.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,12.0,0.0,0.0,60.0,81.0,0.0,0.0,0.0,102.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen Davis,1.2820512820512822,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6341463414634146,0.56,0.6601941747572816,0.6865671641791045,0.0,0.0,0.0,0.0,1.2421052631578948,0.0,2.0,0.9032258064516129,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,26.0,14.0,68.0,46.0,0.0,0.0,0.0,0.0,118.0,0.0,10.0,56.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goran Dragic,1.5229357798165137,0.6666666666666666,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.4307692307692308,0.6086956521739131,0.8205128205128205,0.7086614173228346,0.9124423963133641,0.0,0.0,0.0,1.1920529801324504,1.5,0.0,2.0,1.4285714285714286,0.0,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.2,1.0476190476190477,0.6666666666666666,1.5,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,4.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,28.0,28.0,96.0,90.0,198.0,0.0,0.0,0.0,180.0,6.0,0.0,4.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,22.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Gordon Hayward,1.5,2.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.6060606060606061,0.4444444444444444,0.6031746031746031,0.7671232876712328,1.255813953488372,0.0,0.0,0.0,0.9174311926605505,1.1428571428571428,0.0,1.5555555555555556,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,3.0,0.0,0.0,0.0,1.3043478260869565,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,42.0,2.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,40.0,12.0,38.0,168.0,216.0,0.0,0.0,0.0,100.0,8.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,9.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
Grant Hill,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.5,0.7368421052631579,0.0,0.0,0.0,0.0,1.411764705882353,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,14.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Monroe,1.4408602150537635,1.0,0.0,0.0,0.0,0.0,1.7714285714285714,0.0,2.0,0.3783783783783784,0.42105263157894735,0.6373626373626373,0.625,0.0,0.0,0.0,0.0,1.1231527093596059,1.1428571428571428,1.2,0.8346456692913385,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,8.0,0.0,0.0,0.0,0.0,62.0,0.0,4.0,42.0,8.0,58.0,50.0,0.0,0.0,0.0,0.0,456.0,16.0,6.0,106.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Smith,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,1.8644067796610169,2.0,0.0,0.5454545454545454,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.1789473684210525,0.5714285714285714,0.6666666666666666,0.8648648648648649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,110.0,4.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,112.0,4.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Stiemsma,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.2857142857142857,1.0,0.9655172413793104,0.7368421052631579,0.0,0.0,0.0,0.0,0.8620689655172413,1.0,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,6.0,8.0,56.0,56.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greivis Vasquez,1.6222222222222222,1.3142857142857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6916666666666667,0.7941176470588235,0.8666666666666667,0.7804878048780488,0.964824120603015,0.42857142857142855,0.0,0.0,0.7478260869565218,1.3333333333333333,0.0,1.0,1.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,2.25,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.2352941176470589,0.75,0.0,0.0,0.0,0.0,0.0,0.0,146.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,54.0,52.0,64.0,192.0,3.0,0.0,0.0,86.0,16.0,0.0,16.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,42.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
