playername,PPS_Drive_00-02 At Rim,PPS_Drive_03-08 Near Rim,PPS_Drive_09-12 Short Range,PPS_Drive_13-17 Mid Range,PPS_Dunk_00-02 At Rim,PPS_Dunk_03-08 Near Rim,PPS_Dunk_09-12 Short Range,PPS_Jumper_00-02 At Rim,PPS_Jumper_03-08 Near Rim,PPS_Jumper_09-12 Short Range,PPS_Jumper_13-17 Mid Range,PPS_Jumper_18-23 Long Jumper,PPS_Jumper_24-27 Three,PPS_Jumper_28-34 Deep,PPS_Jumper_35-46 Near Half,PPS_Jumper_47-94 Backcourt,PPS_Layup_00-02 At Rim,PPS_Layup_03-08 Near Rim,PPS_Layup_09-12 Short Range,PPS_Layup_13-17 Mid Range,PPS_Layup_18-23 Long Jumper,PPS_Layup_24-27 Three,PPS_Post_00-02 At Rim,PPS_Post_03-08 Near Rim,PPS_Post_09-12 Short Range,PPS_Post_13-17 Mid Range,PPS_Post_18-23 Long Jumper,PPS_Post_24-27 Three,PPS_Post_28-34 Deep,PPS_Post_35-46 Near Half,PPS_Reb/Oop_00-02 At Rim,PPS_Reb/Oop_03-08 Near Rim,PPS_Reb/Oop_09-12 Short Range,PPS_Reb/Oop_13-17 Mid Range,PPS_Reb/Oop_24-27 Three,PPS_invalid_00-02 At Rim,PPS_invalid_03-08 Near Rim,Points_Drive_00-02 At Rim,Points_Drive_03-08 Near Rim,Points_Drive_09-12 Short Range,Points_Drive_13-17 Mid Range,Points_Dunk_00-02 At Rim,Points_Dunk_03-08 Near Rim,Points_Dunk_09-12 Short Range,Points_Jumper_00-02 At Rim,Points_Jumper_03-08 Near Rim,Points_Jumper_09-12 Short Range,Points_Jumper_13-17 Mid Range,Points_Jumper_18-23 Long Jumper,Points_Jumper_24-27 Three,Points_Jumper_28-34 Deep,Points_Jumper_35-46 Near Half,Points_Jumper_47-94 Backcourt,Points_Layup_00-02 At Rim,Points_Layup_03-08 Near Rim,Points_Layup_09-12 Short Range,Points_Layup_13-17 Mid Range,Points_Layup_18-23 Long Jumper,Points_Layup_24-27 Three,Points_Post_00-02 At Rim,Points_Post_03-08 Near Rim,Points_Post_09-12 Short Range,Points_Post_13-17 Mid Range,Points_Post_18-23 Long Jumper,Points_Post_24-27 Three,Points_Post_28-34 Deep,Points_Post_35-46 Near Half,Points_Reb/Oop_00-02 At Rim,Points_Reb/Oop_03-08 Near Rim,Points_Reb/Oop_09-12 Short Range,Points_Reb/Oop_13-17 Mid Range,Points_Reb/Oop_24-27 Three,Points_invalid_00-02 At Rim,Points_invalid_03-08 Near Rim
Carlos Rogers,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4761904761904763,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0
Cedric Ceballos,1.0526315789473684,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.5,0.8,0.6,0.6938775510204082,0.9545454545454546,0.0,0.0,0.0,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,8.0,6.0,34.0,42.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Oakley,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.3076923076923077,0.7894736842105263,0.77,0.5675675675675675,0.6000000000000001,0.0,0.0,1.2549019607843137,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,180.0,308.0,21.0,3.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Ward,1.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2962962962962963,1.0,0.9565217391304348,0.8354430379746836,1.2338709677419355,0.0,0.0,0.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,22.0,66.0,153.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Chauncey Billups,1.2580645161290323,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4090909090909091,0.6923076923076923,0.9210526315789473,0.9166666666666666,1.185483870967742,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,18.0,70.0,154.0,147.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cherokee Parks,1.6666666666666667,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.56,0.631578947368421,0.8307692307692308,0.9736842105263158,0.0,0.0,0.0,0.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,14.0,12.0,54.0,74.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Childs,1.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5555555555555556,0.7777777777777778,0.9791666666666666,1.0434782608695652,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,42.0,94.0,96.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Crawford,1.7333333333333334,0.0,0.0,0.0,1.9,0.0,0.0,1.0,0.5555555555555556,0.43478260869565216,0.7605633802816901,0.7857142857142857,0.7058823529411764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,38.0,0.0,0.0,2.0,20.0,10.0,54.0,22.0,12.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Dudley,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,1.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Garner,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.2,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Gatling,1.6,1.3333333333333333,0.0,0.0,1.7333333333333334,0.0,0.0,0.0,0.40476190476190477,0.5263157894736842,0.8356164383561644,0.8270676691729323,0.5869565217391305,0.0,0.0,0.0,1.2153846153846153,0.2222222222222222,0.0,0.0,0.0,0.0,0.8,1.2363636363636363,1.3333333333333333,1.6,2.0,0.0,0.0,0.0,0.8571428571428571,2.0,0.0,0.0,0.0,2.0,0.0,40.0,4.0,0.0,0.0,26.0,0.0,0.0,0.0,34.0,20.0,122.0,110.0,27.0,0.0,0.0,0.0,158.0,2.0,0.0,0.0,0.0,0.0,8.0,68.0,28.0,8.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0
Chris Herren,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7272727272727273,0.8999999999999999,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Mihm,1.0,0.0,0.0,0.0,1.8461538461538463,0.0,0.0,1.3333333333333333,0.5151515151515151,0.7692307692307693,0.9230769230769231,1.1111111111111112,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.9714285714285714,0.6,0.4,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,48.0,0.0,0.0,4.0,34.0,30.0,72.0,20.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,12.0,34.0,6.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Porter,1.8571428571428572,0.0,0.0,0.0,1.4444444444444444,0.0,0.0,2.0,0.3333333333333333,0.5106382978723404,0.6722689075630253,0.6181818181818182,0.0,0.0,0.0,0.0,1.2203389830508475,0.4,0.0,0.0,0.0,0.0,2.0,1.4545454545454546,1.6,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,2.0,26.0,24.0,80.0,34.0,0.0,0.0,0.0,0.0,72.0,2.0,0.0,0.0,0.0,0.0,2.0,16.0,8.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Webber,1.631578947368421,0.6666666666666666,0.0,0.0,1.808,0.0,0.0,0.0,0.5,0.625,0.8457446808510638,0.817910447761194,0.2608695652173913,0.0,0.0,0.0,1.1719745222929936,0.75,0.0,0.0,0.0,0.0,0.0,1.0348837209302326,1.0714285714285714,2.0,0.0,0.0,0.0,0.0,1.4166666666666667,0.0,0.0,0.0,0.0,1.6,1.2,124.0,4.0,0.0,0.0,226.0,0.0,0.0,0.0,100.0,30.0,318.0,274.0,6.0,0.0,0.0,0.0,184.0,12.0,0.0,0.0,0.0,0.0,0.0,178.0,30.0,6.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,8.0,6.0
Christian Laettner,1.6363636363636365,0.0,0.0,0.0,1.7142857142857142,2.0,0.0,0.0,0.44,0.5,0.9664429530201343,0.9787234042553191,0.0,0.0,0.0,0.0,1.1719745222929936,1.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,24.0,2.0,0.0,0.0,22.0,10.0,144.0,92.0,0.0,0.0,0.0,0.0,184.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Chucky Atkins,1.5081967213114753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4864864864864865,0.723404255319149,0.6829268292682927,0.9213483146067416,1.0344827586206897,0.6000000000000001,0.0,0.0,0.7472527472527473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,34.0,112.0,246.0,270.0,6.0,0.0,0.0,68.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chucky Brown,0.6666666666666666,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.8666666666666667,0.46153846153846156,0.0,0.0,0.0,0.0,1.2307692307692308,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,26.0,12.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clar. Weatherspoon,1.4,0.0,0.0,0.0,1.6785714285714286,2.0,0.0,1.0,0.6086956521739131,0.6666666666666666,0.8846153846153846,1.0769230769230769,0.0,0.0,0.0,0.0,1.1485148514851484,0.5,0.0,0.0,0.0,0.0,1.5555555555555556,1.1333333333333333,1.2727272727272727,1.0,0.0,0.0,0.0,0.0,1.1627906976744187,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,94.0,2.0,0.0,2.0,84.0,34.0,92.0,14.0,0.0,0.0,0.0,0.0,232.0,6.0,0.0,0.0,0.0,0.0,14.0,34.0,14.0,6.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0
Clifford Robinson,1.588235294117647,0.0,0.0,0.0,1.736842105263158,0.0,0.0,0.6666666666666666,0.7,0.7368421052631579,0.7982832618025751,0.6892655367231638,1.1079545454545454,0.0,0.0,0.0,1.0364963503649636,0.0,0.0,0.0,0.0,0.0,2.0,0.9375,1.2,1.25,0.0,0.0,0.0,0.0,1.368421052631579,0.0,0.0,0.0,0.0,2.0,0.0,54.0,0.0,0.0,0.0,66.0,0.0,0.0,2.0,140.0,84.0,186.0,122.0,195.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,6.0,10.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0
Corey Benjamin,1.5714285714285714,2.0,0.0,0.0,1.7,0.0,0.0,0.0,0.42105263157894735,0.5555555555555556,0.8,0.5714285714285714,0.8636363636363638,0.0,0.0,0.0,0.6285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,2.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,34.0,0.0,0.0,0.0,8.0,10.0,40.0,32.0,57.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Maggette,1.4634146341463414,2.0,0.0,0.0,1.8857142857142857,0.0,0.0,0.0,0.5714285714285714,0.6875,0.6052631578947368,0.7323943661971831,0.868421052631579,0.0,0.0,0.0,1.1058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,1.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,60.0,4.0,0.0,0.0,66.0,0.0,0.0,0.0,36.0,22.0,46.0,52.0,33.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
Corie Blount,1.4285714285714286,0.0,0.0,0.0,1.4666666666666666,0.0,0.0,0.0,0.3076923076923077,0.25,0.9253731343283582,0.7586206896551724,0.75,0.0,0.0,0.0,1.3181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,1.1818181818181819,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,12.0,4.0,62.0,22.0,3.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
Corliss Williamson,1.5238095238095237,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.7346938775510204,0.9310344827586207,0.7184466019417476,0.43478260869565216,0.0,0.0,0.0,0.0,1.2717391304347827,1.6666666666666667,0.0,0.0,0.0,0.0,2.0,1.0714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,64.0,2.0,0.0,0.0,32.0,0.0,0.0,2.0,108.0,54.0,74.0,10.0,0.0,0.0,0.0,0.0,234.0,10.0,0.0,0.0,0.0,0.0,6.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0
Courtney Alexander,1.375,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.43478260869565216,0.7796610169491526,0.7215189873417721,0.9032258064516129,1.2857142857142856,3.0,0.0,0.0,0.8051948051948052,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3333333333333333,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,10.0,0.0,0.0,2.0,20.0,46.0,114.0,140.0,45.0,3.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuttino Mobley,1.3587786259541985,1.0,0.0,0.0,1.7894736842105263,0.0,0.0,1.3333333333333333,0.5739130434782609,0.6197183098591549,0.7052023121387283,0.7121212121212122,1.1186440677966103,1.5,1.0,0.6000000000000001,0.9590643274853801,0.8,0.0,0.0,0.0,0.0,2.0,1.6,0.6666666666666666,1.7142857142857142,0.0,0.0,0.0,0.0,1.5833333333333333,1.0,0.0,0.0,0.0,1.3333333333333333,0.0,178.0,2.0,0.0,0.0,68.0,0.0,0.0,4.0,66.0,44.0,122.0,188.0,198.0,6.0,3.0,3.0,164.0,4.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,12.0,0.0,0.0,0.0,0.0,38.0,2.0,0.0,0.0,0.0,8.0,0.0
Dale Davis,1.2,0.0,0.0,0.0,1.9726027397260273,0.0,0.0,0.0,0.4583333333333333,0.723404255319149,0.8817204301075269,0.75,0.0,0.0,0.0,0.0,0.8807339449541285,1.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,22.0,34.0,82.0,6.0,0.0,0.0,0.0,0.0,96.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,2.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
Dalibor Bagaric,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.75,0.4,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damon Jones,1.5,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7,0.4,0.56,0.6608695652173913,1.1707317073170733,1.2000000000000002,0.0,0.0,1.309090909090909,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,4.0,14.0,76.0,192.0,6.0,0.0,0.0,72.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damon Stoudamire,1.2698412698412698,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.691358024691358,0.9206349206349206,0.7205882352941176,0.8629032258064516,1.1500000000000001,0.0,0.0,0.0,0.8192771084337349,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,160.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,58.0,98.0,214.0,207.0,0.0,0.0,0.0,68.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Langhi,1.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.5714285714285714,0.0,0.8333333333333334,0.8947368421052632,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,10.0,34.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Majerle,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.75,0.6666666666666666,0.25,0.76,0.9246575342465754,0.6000000000000001,0.0,0.0,1.0434782608695652,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,2.0,38.0,135.0,3.0,0.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan McClintock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Dana Barros,1.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,1.0476190476190477,0.9130434782608695,0.875,1.2413793103448276,1.6666666666666667,0.0,0.0,0.48484848484848486,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,84.0,112.0,108.0,15.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Santiago,2.0,0.0,0.0,0.0,1.7391304347826086,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,1.1515151515151516,0.0,0.0,0.0,0.0,0.0,2.0,0.7058823529411765,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,6.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Ferry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,1.0909090909090908,0.9803921568627451,1.0649350649350648,1.1162790697674418,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,100.0,164.0,96.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Manning,1.8571428571428572,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9411764705882353,0.7755102040816326,0.7741935483870968,0.8297872340425532,0.6923076923076923,0.0,0.0,0.0,1.3877551020408163,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,0.8,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,64.0,38.0,72.0,78.0,18.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0
